from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
GREY GLOBAL GROUP INC (De-listed 03/2005),13903,European Association of Communications Agencies (EACA),663196,Bernd Michael,605466,Regional Chairman/CEO (Non-Brd),2000-07-01,2005-03-08,President,,2003-10-01
GREY GLOBAL GROUP INC (De-listed 03/2005),13903,European Association of Communications Agencies (EACA),663196,Bernd Michael,605466,Regional CEO (Non-Brd),1982-01-01,2000-07-01,Chairman,,
GREY GLOBAL GROUP INC (De-listed 03/2005),13903,European Association of Communications Agencies (EACA),663196,Bernd Michael,605466,Regional CEO (Non-Brd),1982-01-01,2000-07-01,President,,2003-10-01
GREY GLOBAL GROUP INC (De-listed 03/2005),13903,European Association of Communications Agencies (EACA),663196,Bernd Michael,605466,Regional Chairman/CEO (Non-Brd),2000-07-01,2005-03-08,President (Non-Brd),,2003-10-01
FORD MOTOR CO,12262,European Association of Communications Agencies (EACA),663196,Phil Cowdell,1287581,Various Positions (Non-Brd),2003-01-01,2005-01-01,Chairman,,
MCDONALD'S CORP,19944,European Association of Communications Agencies (EACA),663196,Nathalie Erdmanis,1312070,Director -  Non-Brd (Non-Brd),,,Member,,
MICROSOFT CORP,20601,Unie van Belgische Adverteerders (UBA) (Union of Belgian Advertisers),663199,Saskia Schatteman,1009191,Division Chief Marketing Officer (Non-Brd),2011-07-01,2016-08-01,Director -  SD,,
PROCTER & GAMBLE CO,25150,Unie van Belgische Adverteerders (UBA) (Union of Belgian Advertisers),663199,M Delvaux,371489,Regional General Manager (Non-Brd),1990-07-01,2004-01-01,Chairman,,
FIRST CONSULTING GROUP INC (De-listed 01/2008),79,Nichol Clinical Technologies Corp,663203,Doctor F Nichol,371497,Independent Director (Brd) (SD),2001-01-01,2008-01-14,President (Non-Brd),1995-10-01,2001-01-01
FIRST CONSULTING GROUP INC (De-listed 01/2008),79,MRDx Technologies Inc,663204,Doctor F Nichol,371497,Independent Director (Brd) (SD),2001-01-01,2008-01-14,Chairman/CEO (Brd) (ED),2001-12-01,
Trilantic Capital Management LP (Trilantic Capital Partners) (Trilantic Capital Management LLC prior to 2014),1190875,Royaumont Foundation,663211,Aldo Cardoso,68086,Advisory Council Member (Non-Brd),2009-01-01,,President,,
NEXSTAR MEDIA GROUP INC (Nexstar Broadcasting Group Inc prior to 01/2017),626612,Klbk-Tv,663212,Tim Sturgess,654112,Various Positions (Non-Brd),1992-01-01,2004-01-01,Various Positions (Non-Brd),1986-01-01,2000-01-01
CCUR HOLDINGS INC (Concurrent Computer Corp prior to 01/2018) (De-listed 03/2018),7648,Timberland Harvesters Inc,663215,Raymond Blackmon,371281,Independent Director (Brd) (SD),2003-04-22,2017-07-14,Senior VP (Non-Brd),2005-06-01,
CSP INC,8375,Timberland Harvesters Inc,663215,Raymond Blackmon,371281,Independent Director (Brd) (SD),2013-07-22,,Senior VP (Non-Brd),2005-06-01,
ABBOTT LABORATORIES,428,International Association of Allergology and Clinical Immunology (IAACI),663218,Doctor Karl Austen,103227,Director -  SD (Brd) (SD),,,Member,,
HUMANA INC,15207,International Association of Allergology and Clinical Immunology (IAACI),663218,Doctor Karl Austen,103227,Director -  SD (Brd) (SD),,,Member,,
Clearpool Group Inc,2506885,CFO Leadership Council (CFO Roundtable prior to 01/2015),663220,Bruce Cooperman,375268,CFO (Non-Brd),2016-06-01,,Chairman,,
SMITH (Ascentium Corp prior to 11/2012),1360367,CFO Leadership Council (CFO Roundtable prior to 01/2015),663220,Colleen McCann-Lillie,338180,CFO (Non-Brd),2014-01-01,2018-06-01,Member,,
CRAWFORD & CO,8117,CFO Leadership Council (CFO Roundtable prior to 01/2015),663220,W Swain Jr,333264,CFO/Executive VP - Finance (Non-Brd),2006-10-06,,Member,,
