from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
American Bankers Association (ABA),79015,Sound Community Bank,1582528,Laurie Stewart,761637,Council Chairman,,,President/CEO (Brd) (ED),1989-01-01,2018-03-31
American Bankers Association (ABA),79015,Sound Community Bank,1582528,Laurie Stewart,761637,Council Member,,,President/CEO (Brd) (ED),1989-01-01,2018-03-31
American Bankers Association (ABA),79015,Sound Community Bank,1582528,Laurie Stewart,761637,Council Vice Chairman,,,President/CEO (Brd) (ED),1989-01-01,2018-03-31
American Bankers Association (ABA),79015,Sound Community Bank,1582528,Laurie Stewart,761637,Vice Chairman (Brd) (ED),2017-10-16,2018-10-01,President/CEO (Brd) (ED),1989-01-01,2018-03-31
Federal Deposit Insurance Corp (FDIC),565694,Sound Community Bank,1582528,Laurie Stewart,761637,Advisor (Non-Brd),2010-09-01,2013-01-01,President/CEO (Brd) (ED),1989-01-01,2018-03-31
Sound Financial Inc (Listed 08/2012),1222264,Sound Community Bank,1582528,Laurie Stewart,761637,President/CEO (Brd) (ED),2008-01-08,2012-08-23,President/CEO (Brd) (ED),1989-01-01,2018-03-31
PSCU Inc (PSCU Financial Services Inc prior to 2012),1675419,Sound Community Bank,1582528,Laurie Stewart,761637,Director -  SD (Brd) (SD),,,President/CEO (Brd) (ED),1989-01-01,2018-03-31
SOUND FINANCIAL BANCORP INC (Sound Financial Inc prior to 08/2012),1881801,Sound Community Bank,1582528,Laurie Stewart,761637,President/CEO (Brd) (ED),2018-07-02,,President/CEO (Brd) (ED),1989-01-01,2018-03-31
SOUND FINANCIAL BANCORP INC (Sound Financial Inc prior to 08/2012),1881801,Sound Community Bank,1582528,Laurie Stewart,761637,President/CEO (Brd) (ED),2012-08-23,2018-03-31,President/CEO (Brd) (ED),1989-01-01,2018-03-31
American Bankers Association (ABA),79015,Sound Community Bank,1582528,Laurie Stewart,761637,Chairman Elect (Brd) (ED),2018-10-01,,President/CEO (Brd) (ED),2018-07-02,
American Bankers Association (ABA),79015,Sound Community Bank,1582528,Laurie Stewart,761637,Council Chairman,,,President/CEO (Brd) (ED),2018-07-02,
American Bankers Association (ABA),79015,Sound Community Bank,1582528,Laurie Stewart,761637,Council Member,,,President/CEO (Brd) (ED),2018-07-02,
American Bankers Association (ABA),79015,Sound Community Bank,1582528,Laurie Stewart,761637,Council Vice Chairman,,,President/CEO (Brd) (ED),2018-07-02,
American Bankers Association (ABA),79015,Sound Community Bank,1582528,Laurie Stewart,761637,Vice Chairman (Brd) (ED),2017-10-16,2018-10-01,President/CEO (Brd) (ED),2018-07-02,
Federal Deposit Insurance Corp (FDIC),565694,Sound Community Bank,1582528,Laurie Stewart,761637,Advisor (Non-Brd),2010-09-01,2013-01-01,President/CEO (Brd) (ED),2018-07-02,
Sound Financial Inc (Listed 08/2012),1222264,Sound Community Bank,1582528,Laurie Stewart,761637,President/CEO (Brd) (ED),2008-01-08,2012-08-23,President/CEO (Brd) (ED),2018-07-02,
PSCU Inc (PSCU Financial Services Inc prior to 2012),1675419,Sound Community Bank,1582528,Laurie Stewart,761637,Director -  SD (Brd) (SD),,,President/CEO (Brd) (ED),2018-07-02,
SOUND FINANCIAL BANCORP INC (Sound Financial Inc prior to 08/2012),1881801,Sound Community Bank,1582528,Laurie Stewart,761637,President/CEO (Brd) (ED),2018-07-02,,President/CEO (Brd) (ED),2018-07-02,
SOUND FINANCIAL BANCORP INC (Sound Financial Inc prior to 08/2012),1881801,Sound Community Bank,1582528,Laurie Stewart,761637,President/CEO (Brd) (ED),2012-08-23,2018-03-31,President/CEO (Brd) (ED),2018-07-02,
Sound Financial Inc (Listed 08/2012),1222264,Sound Community Bank,1582528,Tom Myers,761634,Independent Chairman (Brd) (SD),2008-01-08,2012-08-23,Director -  SD (Brd) (SD),,
SOUND FINANCIAL BANCORP INC (Sound Financial Inc prior to 08/2012),1881801,Sound Community Bank,1582528,Tom Myers,761634,Independent Chairman (Brd) (SD),2012-08-23,,Chairman (Brd) (SD),1993-01-01,
CUTTER & BUCK INC (De-listed 06/2007),8459,Sound Community Bank,1582528,David Haddad Jr,761630,Operations Manager (Non-Brd),1999-01-01,2003-01-01,Independent Vice Chairman (Brd) (SD),1990-01-01,
Sound Financial Inc (Listed 08/2012),1222264,Sound Community Bank,1582528,David Haddad Jr,761630,Independent Vice Chairman (Brd) (SD),2008-01-08,2012-08-23,Independent Vice Chairman (Brd) (SD),1990-01-01,
SOUND FINANCIAL BANCORP INC (Sound Financial Inc prior to 08/2012),1881801,Sound Community Bank,1582528,David Haddad Jr,761630,Independent Vice Chairman (Brd) (SD),2012-08-23,,Independent Vice Chairman (Brd) (SD),1990-01-01,
Sound Financial Inc (Listed 08/2012),1222264,Sound Community Bank,1582528,Debra Jones,761644,Independent Director (Brd) (SD),2008-01-08,2012-08-23,Independent Director (Brd) (SD),2005-01-01,
Sound Financial Inc (Listed 08/2012),1222264,Sound Community Bank,1582528,Matt Moran,761657,Executive VP/Chief Credit Officer (Non-Brd),2009-01-01,2012-08-23,Executive VP/Chief Credit Officer (Non-Brd),2009-01-01,2014-10-01
SOUND FINANCIAL BANCORP INC (Sound Financial Inc prior to 08/2012),1881801,Sound Community Bank,1582528,Daphne Kelley,1742785,Senior VP/CFO (Non-Brd),2018-07-02,2019-01-01,Senior VP/CFO (Non-Brd),2018-07-02,2019-01-01
SOUND FINANCIAL BANCORP INC (Sound Financial Inc prior to 08/2012),1881801,Sound Community Bank,1582528,Daphne Kelley,1742785,Executive VP/CFO (Non-Brd),2019-01-01,,Executive VP/CFO (Non-Brd),2019-01-01,
SOUND FINANCIAL BANCORP INC (Sound Financial Inc prior to 08/2012),1881801,Sound Community Bank,1582528,Chris Gehrke,1614270,Senior VP/Chief Administrative Officer (Non-Brd),2015-10-01,2017-01-01,Senior VP/Chief Administrative Officer (Non-Brd),2015-10-01,2017-01-01
SOUND FINANCIAL BANCORP INC (Sound Financial Inc prior to 08/2012),1881801,Sound Community Bank,1582528,Chris Gehrke,1614270,Officer (Non-Brd),2019-05-28,,Officer (Non-Brd),2019-05-28,
SOUND FINANCIAL BANCORP INC (Sound Financial Inc prior to 08/2012),1881801,Sound Community Bank,1582528,Chris Gehrke,1614270,Executive VP/Chief Administrative Officer (Non-Brd),2017-01-01,2019-05-28,Executive VP/Chief Administrative Officer (Non-Brd),2017-01-01,2019-05-28
SOUND FINANCIAL BANCORP INC (Sound Financial Inc prior to 08/2012),1881801,Sound Community Bank,1582528,Elliott Pierce,1530957,Executive VP/Chief Credit Officer (Non-Brd),2016-01-01,,Executive VP/Chief Credit Officer (Non-Brd),2016-01-01,
