from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Generex Biotechnology Corporation,1668883,NuGenerex Distribution Solutions LLC,2945573,Brad Guy,2113116,Chief Human Resource Officer (Non-Brd),2018-11-15,,Chief Human Resource Officer (Non-Brd),2016-07-01,2018-11-01
Generex Biotechnology Corporation,1668883,NuGenerex Distribution Solutions LLC,2945573,Steve Worster,2113106,Chief Privacy Officer (Non-Brd),2018-11-15,,Chief Compliance Officer (Non-Brd),2018-11-15,
Generex Biotechnology Corporation,1668883,NuGenerex Distribution Solutions LLC,2945573,Terry Thompson,2026653,President/COO (Non-Brd),2018-11-15,,President (Non-Brd),2018-11-15,
SIENNA BIOPHARMACEUTICALS INC,2684926,OVATION SCIENCE INC,2945574,Doctor Jeffrey Dover,1400470,Corporate Advisor (Non-Brd),2017-12-12,,Advisor (Non-Brd),2019-04-23,
SOLITON INC,2997456,OVATION SCIENCE INC,2945574,Doctor Jeffrey Dover,1400470,Scientific Advisor (Non-Brd),2019-02-19,,Advisor (Non-Brd),2019-04-23,
Skinvisible Inc (Microbial Solutions Inc prior to 02/1999),28197,OVATION SCIENCE INC,2945574,Doreen McMorran,732331,Vice President - Business Development (Non-Brd),2008-06-11,,Vice President - Business Development (Brd) (ED),2018-11-14,
Skinvisible Inc (Microbial Solutions Inc prior to 02/1999),28197,OVATION SCIENCE INC,2945574,Terry Howlett,732306,President/CEO/CFO (Brd) (ED),2004-01-01,,CEO (Brd) (ED),2018-11-14,
EXTRA SPACE STORAGE INC,600874,GAIA Real Estate Holdings LLC,2945595,Doctor Ken Woolley,10088,Chairman (Executive) (Brd) (ED),,,Managing Partner (Non-Brd),,
AMERICAN HOMES 4 RENT,1969498,GAIA Real Estate Holdings LLC,2945595,Doctor Ken Woolley,10088,Independent Trustee (Brd) (SD),2013-08-01,,Managing Partner (Non-Brd),,
Remote Medical International Inc (Remote Medicine Inc prior to 2005),2241891,Summit at Snoqualmie,2945600,Molly Fitch,2113120,Vice President - HR (Non-Brd),2018-02-01,,Trainee (Non-Brd),,
Norton Rose Fulbright US LLP,2224784,One East Sixtieth Street Historical Foundation,2945605,Phil Michaels,2112948,Partner (Non-Brd),1999-01-01,,Trustee,,
Generex Biotechnology Corporation,1668883,Veneto Holdings LLC,2945609,Moky Cheung,2113151,Division COO (Non-Brd),2018-11-15,,CEO/CIO (Non-Brd),,2018-11-01
Peak Rock Capital LLC,2050129,Louisiana Fish Fry Products Ltd,2945615,Robert Strauss,1488244,MD (Brd) (ED),2013-01-01,,Director -  SD (Brd) (SD),,
Remote Medical International Inc (Remote Medicine Inc prior to 2005),2241891,Coolr Inc,2945626,Molly Fitch,2113120,Vice President - HR (Non-Brd),2018-02-01,,Leader (Non-Brd),2014-06-01,
Generex Biotechnology Corporation,1668883,Ivey Law Group (The),2945631,Roger Ivey,2113122,Division Executive VP/Division General Counsel (Non-Brd),2018-11-15,,Attorney (Non-Brd),,
METTLER TOLEDO INTERNATIONAL INC,20478,CrossFit Westerville,2945697,Richard Bird,2113194,Head of Information (Non-Brd),2014-04-01,2015-08-01,Co-Owner (Non-Brd),,
Ping Identity Corporation,534794,CrossFit Westerville,2945697,Richard Bird,2113194,Chief Customer Information Officer (Non-Brd),2018-11-15,,Co-Owner (Non-Brd),,
OPTIVA INC (Redknee Solutions Inc prior to 04/2018),1070128,CrossFit Westerville,2945697,Richard Bird,2113194,Client Director (Non-Brd),2016-08-01,2018-10-01,Co-Owner (Non-Brd),,
MICROSOFT CORP,20601,CleanApps,2945705,Glaucia Young,2112165,Director - Engineering (Non-Brd),2014-08-01,,Advisory Board Member,,
Grow Solutions Holdings Inc (GRSO) (LightTouch Vein & Laser Inc prior to 06/2015),1660857,420 Property Management Inc (Digagogo Ventures Corp prior to 10/2015),2945706,Wayne Hansen,1373639,CFO (Brd) (ED),2019-03-05,,CFO (Non-Brd),2015-01-01,
Ping Identity Corporation,534794,FOYA Uganda,2945725,Richard Bird,2113194,Chief Customer Information Officer (Non-Brd),2018-11-15,,Director -  SD,,
OPTIVA INC (Redknee Solutions Inc prior to 04/2018),1070128,FOYA Uganda,2945725,Richard Bird,2113194,Client Director (Non-Brd),2016-08-01,2018-10-01,Director -  SD,,
JPMORGAN CHASE & CO,17528,Westerville Sunrise Rotary Club,2945729,Richard Bird,2113194,ED -  Non-Brd (Non-Brd),,,Committee Member,,
JPMORGAN CHASE & CO,17528,Westerville Sunrise Rotary Club,2945729,Richard Bird,2113194,Vice President (Non-Brd),2003-07-01,2007-07-01,Committee Member,,
L BRANDS INC (Limited Brands Inc prior to 03/2013),18892,Westerville Sunrise Rotary Club,2945729,Richard Bird,2113194,Senior Manager (Non-Brd),2008-02-01,2009-06-01,Committee Member,,
METTLER TOLEDO INTERNATIONAL INC,20478,Westerville Sunrise Rotary Club,2945729,Richard Bird,2113194,Head of Information (Non-Brd),2014-04-01,2015-08-01,Committee Member,,
Ping Identity Corporation,534794,Westerville Sunrise Rotary Club,2945729,Richard Bird,2113194,Chief Customer Information Officer (Non-Brd),2018-11-15,,Committee Member,,
OPTIVA INC (Redknee Solutions Inc prior to 04/2018),1070128,Westerville Sunrise Rotary Club,2945729,Richard Bird,2113194,Client Director (Non-Brd),2016-08-01,2018-10-01,Committee Member,,
L BRANDS INC (Limited Brands Inc prior to 03/2013),18892,American Legion Post 171,2945735,Richard Bird,2113194,Senior Manager (Non-Brd),2008-02-01,2009-06-01,Vice Commander,,
MERGE HEALTHCARE INC (Merge Technologies Inc prior to 03/2008) (De-listed 10/2015),20305,Fishidy Inc,2945738,Paul Budak,2113126,Senior VP (Non-Brd),2010-05-01,2015-06-01,Director -  SD,,
MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002),21105,Catalyst Advisory Group (The),2945739,Rob Yu,1487551,Division VP (Non-Brd),2017-01-01,,Director -  SD (Brd) (SD),,
METTLER TOLEDO INTERNATIONAL INC,20478,Westerville City School District,2945740,Richard Bird,2113194,Head of Information (Non-Brd),2014-04-01,2015-08-01,Member,,
OPTIVA INC (Redknee Solutions Inc prior to 04/2018),1070128,Westerville City School District,2945740,Richard Bird,2113194,Client Director (Non-Brd),2016-08-01,2018-10-01,Member,,
CANADIAN APARTMENT PROPERTIES REAL ESTATE INVESTMENT TRUST (CAPREIT),605267,Corporation des propritaires immobiliers du Qubec (CORPIQ),2945746,Yann Lapointe,1202429,Vice President - Ops (Non-Brd),2006-11-01,2013-03-01,President (Brd) (ED),,
Freshworks Inc (FreshDesk Inc prior to 06/2017),1947943,Meesho Pvt Ltd,2945764,Mohit Bhatnagar,1298815,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Remote Medical International Inc (Remote Medicine Inc prior to 2005),2241891,Larada International LLC,2945765,Doctor Brynn Karch,2113124,Chief Medical Officer (Non-Brd),2018-01-01,,Founding Partner/CEO (Non-Brd),2016-08-01,
Fredrikson & Byron PA,115302,Umfcr Inc,2945781,Dave Bunde,2111440,Shareholder (Non-Brd),2018-10-17,,President (Brd) (ED),,
Fredrikson & Byron PA,115302,Umfcr Inc,2945781,Dave Bunde,2111440,Shareholder/Secretary (Brd) (ED),1982-09-01,2018-10-17,President (Brd) (ED),,
STEWART INFORMATION SERVICES CORP,29233,Oaks Dads' Club,2945784,Andy Tomczeszyn,2112191,Director - Compensation (Non-Brd),2011-10-01,2014-07-01,Director -  SD,,
Cayuga Medical Center at Ithaca Inc (CMC),2526660,Healthcare Financial Management Association (HFMA),2945785,Tracey Gates,2168763,VP/COO (Non-Brd),2019-02-01,,Member,,
King & Spalding LLP,76255,Healthcare Financial Management Association (HFMA),2945785,Amanda Hayes-Kibreab,2207100,Partner (Non-Brd),2018-12-01,,Member,,
McDermott Will & Emery LLP,639301,Healthcare Financial Management Association (HFMA),2945785,Doug Mancino,1278164,Partner (Non-Brd),1987-02-01,2011-06-01,Member,,
TIVITY HEALTH INC (Healthways Inc prior to 01/2017),1841,Healthcare Financial Management Association (HFMA),2945785,Doctor Paul Keckley,1266544,Independent Director (Brd) (SD),2014-06-24,,Advisor,,
Executive Networks Inc,1489755,Healthcare Financial Management Association (HFMA),2945785,Doctor Paul Keckley,1266544,Member,,,Advisor,,
COMMUNITY FIRST BANCSHARES INC,2717020,Covington Newton County Chamber of Commerce,2945792,Mark Ross,2112760,Independent Director (Brd) (SD),2017-10-30,,Director -  SD (Brd) (SD),,
COMMUNITY FIRST BANCSHARES INC,2717020,Covington Newton County Chamber of Commerce,2945792,Tessa Nolan,2112697,Senior VP/CFO (Non-Brd),2017-04-28,,Finance Chair (Brd) (ED),,
Latham & Watkins LLP,482007,Seoul Corporate Governance Forum,2945806,Steve Kang,2113141,Partner (Non-Brd),2017-06-01,,Fellow,,
CIT GROUP INC,6910,Institute for Defense and Business Foundation,2945809,Patrick Dowling,2112412,Division MD/Division General Manager (Non-Brd),2005-01-01,2008-01-01,Director -  SD,,
ALPHABET INC (Google Inc prior to 10/2015),116351,Sobti Parents Association,2945825,Anjoo Navalkar,2113304,,,,Advisor,,
ALPHABET INC (Google Inc prior to 10/2015),116351,Calyx Engineering Pvt Ltd,2945836,Anjoo Navalkar,2113304,,,,Director -  SD (Brd) (SD),,
AMERICAN EXPRESS CO,1815,Swipecast Inc,2945838,Matt Field,2112791,Advisory Board Member (Non-Brd),2013-11-01,,Director -  SD (Brd) (SD),,
Duane Morris LLP (Formerly known as Duane Morris & Heckscher LLP),91111,Friends of Modern Architecture Inc,2945848,Joel Freedman,2113322,Partner (Non-Brd),1999-01-01,,Treasurer,,
CABOT MICROELECTRONICS CORP,5464,KMG Chemicals Inc,2945851,Scott Beamer,1320016,VP/CFO (Non-Brd),2018-01-15,,Director -  ED (Brd) (ED),,
CABOT MICROELECTRONICS CORP,5464,KMG Chemicals Inc,2945851,David Li,598859,President/CEO (Brd) (ED),2015-01-01,,Director -  ED (Brd) (ED),,
