from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Nexant Inc,78121,"American Society of Heating, Refrigeration and Air Conditioning Engineers (ASHRAE)",65871,Chris Schroeder,1681970,Vice President - Services (Non-Brd),2007-01-01,2016-01-01,Member,,
Thornton Tomasetti Inc,1565653,"American Society of Heating, Refrigeration and Air Conditioning Engineers (ASHRAE)",65871,John Boyer Sr,1676971,Senior VP (Non-Brd),2014-07-08,2016-01-01,Member,,
STV Group Inc,2044920,"American Society of Heating, Refrigeration and Air Conditioning Engineers (ASHRAE)",65871,Kevin Bomboy,1677616,Vice President (Non-Brd),2014-04-02,,Member,,
Shook Hardy & Bacon LLP,52983,"American Society of Heating, Refrigeration and Air Conditioning Engineers (ASHRAE)",65871,Chris McDonald,1656399,Partner (Non-Brd),1989-01-01,,Associate Member,,
Gibbons PC,1566029,"American Society of Heating, Refrigeration and Air Conditioning Engineers (ASHRAE)",65871,William Frey,1720530,Director -  Non-Brd (Non-Brd),,,Member,,
CGE Energy Inc (McKenzie Bay International Ltd prior to 09/2015),1011244,"American Society of Heating, Refrigeration and Air Conditioning Engineers (ASHRAE)",65871,Kevin Cook,1792363,Director -  SD (Brd) (SD),,,Member,,
IDO Security Inc (Medical Exchange Inc prior to 06/2007),1211722,"American Society of Heating, Refrigeration and Air Conditioning Engineers (ASHRAE)",65871,John Mitola,457770,Independent Director (Brd) (SD),2007-09-05,2014-01-01,Member,,
Juhl Energy Inc (Juhl Wind Inc prior to 01/2013),1073936,"American Society of Heating, Refrigeration and Air Conditioning Engineers (ASHRAE)",65871,John Mitola,457770,President/Principal Executive Officer (Brd) (ED),2009-01-26,,Member,,
Eos Petro Inc (Cellteck Inc prior to 05/2013),1921993,"American Society of Heating, Refrigeration and Air Conditioning Engineers (ASHRAE)",65871,John Mitola,457770,Corporate Secretary (Brd) (ED),2012-10-12,2016-01-19,Member,,
Plethora Energy Inc,1922405,"American Society of Heating, Refrigeration and Air Conditioning Engineers (ASHRAE)",65871,John Mitola,457770,Chairman/CEO (Brd) (ED),2012-01-01,2016-01-01,Member,,
