from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
AMARC RESOURCES LTD (Patriot Resources Ltd prior to 01/1994),1225426,DETOUR GOLD CORPORATION,1055883,Ron Thiessen,730786,President/CEO (Brd) (ED),2000-09-28,2014-11-27,Chairman (Brd) (ED),2007-01-31,2009-03-26
CONTINENTAL MINERALS CORP (Misty Mountain Gold Ltd prior to 10/2001) (De-listed 05/2011),7782,DETOUR GOLD CORPORATION,1055883,Jeffrey Mason,730775,CFO/Secretary (Brd) (ED),1998-06-01,2008-02-08,CFO/Corporate Secretary (Non-Brd),2007-01-31,2007-12-01
TASEKO MINES LTD,30003,DETOUR GOLD CORPORATION,1055883,Jeffrey Mason,730775,CFO/Secretary (Brd) (ED),1998-11-01,2008-06-30,CFO/Corporate Secretary (Non-Brd),2007-01-31,2007-12-01
NORTHERN DYNASTY MINERALS LTD (Northern Dynasty Explorations Ltd prior to 10/1997),630198,DETOUR GOLD CORPORATION,1055883,Jeffrey Mason,730775,CFO/Corporate Secretary (Brd) (ED),1998-06-25,2008-02-01,CFO/Corporate Secretary (Non-Brd),2007-01-31,2007-12-01
FARALLON MINING LTD (Farallon Resources Ltd prior to 05/2009) (De-listed 03/2011),935265,DETOUR GOLD CORPORATION,1055883,Jeffrey Mason,730775,Director -  SD (Brd) (SD),,,CFO/Corporate Secretary (Non-Brd),2007-01-31,2007-12-01
AMARC RESOURCES LTD (Patriot Resources Ltd prior to 01/1994),1225426,DETOUR GOLD CORPORATION,1055883,Jeffrey Mason,730775,CFO/Secretary (Brd) (ED),1998-09-01,2008-02-01,CFO/Corporate Secretary (Non-Brd),2007-01-31,2007-12-01
COASTAL CONTACTS INC (De-listed 05/2014),1225432,DETOUR GOLD CORPORATION,1055883,Jeffrey Mason,730775,Independent Director (Brd) (SD),2006-10-16,2014-05-01,CFO/Corporate Secretary (Non-Brd),2007-01-31,2007-12-01
FARALLON MINING LTD (Farallon Resources Ltd prior to 05/2009) (De-listed 03/2011),935265,DETOUR GOLD CORPORATION,1055883,Bob Dickinson,730766,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2007-01-31,2009-03-27
AMARC RESOURCES LTD (Patriot Resources Ltd prior to 01/1994),1225426,DETOUR GOLD CORPORATION,1055883,Bob Dickinson,730766,Chairman (Executive) (Brd) (ED),,,Independent Director (Brd) (SD),2007-01-31,2009-03-27
AMARC RESOURCES LTD (Patriot Resources Ltd prior to 01/1994),1225426,DETOUR GOLD CORPORATION,1055883,Ron Thiessen,730786,President/CEO (Brd) (ED),2000-09-28,2014-11-27,Independent Director (Brd) (SD),2009-03-26,2012-05-10
TASEKO MINES LTD,30003,DETOUR GOLD CORPORATION,1055883,Bob Dickinson,730766,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2007-01-31,2009-03-27
NORTHERN DYNASTY MINERALS LTD (Northern Dynasty Explorations Ltd prior to 10/1997),630198,DETOUR GOLD CORPORATION,1055883,Bob Dickinson,730766,Chairman (Brd) (SD),2004-04-01,,Independent Director (Brd) (SD),2007-01-31,2009-03-27
LAKE SHORE GOLD CORP (Consolidated Takepoint Ventures Ltd prior to 12/2002) (De-listed 04/2016),732490,DETOUR GOLD CORPORATION,1055883,Ingrid Hibbard,731055,Independent Director (Brd) (SD),2014-12-15,2016-04-08,Independent Director (Brd) (SD),2007-01-31,2018-08-29
CONTINENTAL MINERALS CORP (Misty Mountain Gold Ltd prior to 10/2001) (De-listed 05/2011),7782,DETOUR GOLD CORPORATION,1055883,Gerald Panneton,731049,Director -  SD (Brd) (SD),,,President/CEO (Brd) (ED),2007-01-31,2013-11-25
AURIZON MINES LTD (De-listed 06/2013),605064,DETOUR GOLD CORPORATION,1055883,Andr Falzon,731016,Independent Director (Brd) (SD),2008-05-14,2013-06-05,Independent Corporate Director (Brd) (SD),2013-04-01,
FARALLON MINING LTD (Farallon Resources Ltd prior to 05/2009) (De-listed 03/2011),935265,DETOUR GOLD CORPORATION,1055883,Jeffrey Mason,730775,CFO/Secretary (Brd) (ED),1997-12-01,2007-12-03,CFO/Corporate Secretary (Non-Brd),2007-01-31,2007-12-01
Sanimax Industries Inc,1715089,DETOUR GOLD CORPORATION,1055883,Denis Caron,650246,Vice President - People & Culture (Non-Brd),2011-04-01,,Mining Manager (Non-Brd),,2014-01-01
RONA INC (De-listed 05/2016),251897,DETOUR GOLD CORPORATION,1055883,Denis Caron,650246,Senior VP (Non-Brd),2007-01-03,2007-11-01,Mining Manager (Non-Brd),,2014-01-01
Sanimax Industries Inc,1715089,DETOUR GOLD CORPORATION,1055883,Denis Caron,650246,Vice President - People & Culture (Non-Brd),2007-01-01,2010-01-01,Mining Manager (Non-Brd),,2014-01-01
