from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
New Mountain Capital LLC,381972,New York Society of Security Analysts (NYSSA),79367,Denny Leibowitz,1518571,Advisory Board Member (Non-Brd),,,Member,,
REGIONS FINANCIAL CORP,550049,New York Society of Security Analysts (NYSSA),79367,Alan McKnight Jr,1533255,Division Chief Investment Officer (Non-Brd),2015-04-01,,Member,,
Commonfund Group,374172,New York Society of Security Analysts (NYSSA),79367,Doctor Alex Gurvich,1516347,Director -  Non-Brd (Non-Brd),,,Mentor,,
NATIONAL BANK OF CANADA,21581,New York Society of Security Analysts (NYSSA),79367,Kosta Segounis,1528849,Employee (Non-Brd),2018-09-01,,Member,,
Rockefeller & Co Inc,84617,New York Society of Security Analysts (NYSSA),79367,Mark Iannarelli,1527104,MD (Non-Brd),2011-04-01,2016-12-01,Member,,
Promosome LLC,1251135,New York Society of Security Analysts (NYSSA),79367,Loren Busby,1520752,CFO (Brd) (ED),2014-01-01,,Member,,
CL King & Associates Inc,935688,New York Society of Security Analysts (NYSSA),79367,Mike Gallo,1527764,MD (Non-Brd),2000-11-01,2019-03-01,Member,,
CL King & Associates Inc,935688,New York Society of Security Analysts (NYSSA),79367,Steve Marotta,1527767,Senior VP - Research (Non-Brd),2010-01-01,2018-01-01,Member,,
Kayne Anderson Capital Advisors LP,530203,New York Society of Security Analysts (NYSSA),79367,Tod Trabocco,1516864,MD (Non-Brd),2014-09-01,2015-09-01,Member,,
CL King & Associates Inc,935688,New York Society of Security Analysts (NYSSA),79367,Steve Marotta,1527767,MD (Non-Brd),2019-01-01,,Member,,
MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002),21105,New York Society of Security Analysts (NYSSA),79367,Alan McKnight Jr,1533255,Portfolio Manager (Non-Brd),2002-08-01,2006-06-01,Member,,
Rockefeller & Co Inc,84617,New York Society of Security Analysts (NYSSA),79367,Farha-Joyce Haboucha,1527103,MD/Senior Portfolio Manager (Non-Brd),1997-01-01,2016-01-01,Member,,
Nextivity Inc,1489738,New York Society of Security Analysts (NYSSA),79367,Neil Wolfson,1515549,Director -  SD (Brd) (SD),,,Member,,
Kohlberg Kravis Roberts & Co LP (KKR),69867,New York Society of Security Analysts (NYSSA),79367,Brad Bellomo,1515479,Director - Finance (Non-Brd),2014-12-01,,Member,,
Imperial Capital LLC,833425,New York Society of Security Analysts (NYSSA),79367,Matt Farwell,1531232,MD (Non-Brd),2016-01-01,,Member,,
EVERCORE INC (Evercore Partners Inc prior to 08/2017),502603,New York Society of Security Analysts (NYSSA),79367,Zach Oleksiuk,1685166,MD (Non-Brd),2017-12-01,,Committee Chairman,,
BLACKROCK INC,4584,New York Society of Security Analysts (NYSSA),79367,Zach Oleksiuk,1685166,VP/Regional Head  (Non-Brd),2006-08-01,2017-12-01,Committee Chairman,,
Integrated Corporate Relations (ICR) Inc,630685,New York Society of Security Analysts (NYSSA),79367,Evelyn Infurna,1672167,MD (Non-Brd),2009-04-01,2011-07-01,Member,,
COWEN INC (Cowen Group Inc prior to 05/2017),1602333,New York Society of Security Analysts (NYSSA),79367,Fred Fraenkel,1681831,Vice Chairman (Non-Brd),2016-03-02,,Member,,
Integrated Corporate Relations (ICR) Inc,630685,New York Society of Security Analysts (NYSSA),79367,Stephen McClellan,1680569,Senior Advisor (Non-Brd),2016-01-01,,Member,,
Integrated Corporate Relations (ICR) Inc,630685,New York Society of Security Analysts (NYSSA),79367,Evelyn Infurna,1672167,MD (Non-Brd),2014-11-01,,Member,,
PRUDENTIAL FINANCIAL INC,25332,New York Society of Security Analysts (NYSSA),79367,Glen Baptist,1706893,Division CEO/Chief Investment Officer (Non-Brd),2014-06-01,,Member,,
ClickStream Corp (Mine Clearing Corp prior to 06/2014),1217743,New York Society of Security Analysts (NYSSA),79367,Eben Esterhuizen,1642682,Consultant (Non-Brd),2014-01-01,,Member,,
QTS REALTY TRUST INC,1992573,New York Society of Security Analysts (NYSSA),79367,Stephen Douglas,1641021,Vice President - Investor Relations (Non-Brd),2015-11-23,2018-08-01,Member,,
Biohaven Pharmaceutical Holding Co Ltd (Listed 05/2017),2033863,New York Society of Security Analysts (NYSSA),79367,Christopher Eklund,1630653,Alternate Director (Non-Brd),,2017-05-04,Member,,
