from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
SECURITY NATIONAL FINANCIAL CORP,27489,SOUTHERN SECURITY LIFE INSURANCE,28676,Norman Wilbur,443245,Independent Director (Brd) (SD),1998-10-01,,Director -  SD (Brd) (SD),,
SECURITY NATIONAL FINANCIAL CORP,27489,SOUTHERN SECURITY LIFE INSURANCE,28676,J Beckstead Jr,443137,Vice President - Ops (Brd) (ED),2002-03-15,2015-12-31,Director -  SD (Brd) (SD),,
SOUTHERN CO,28665,SOUTHERN TELECOMMUNICATIONS CO.,28681,Bob Dawson,535728,Executive Officer (Non-Brd),1995-01-01,2011-10-01,Chairman (Brd) (SD),2011-08-01,2011-10-01
SOUTHERN CO,28665,SOUTHERN TELECOMMUNICATIONS CO.,28681,Bob Dawson,535728,Executive Officer (Non-Brd),1995-01-01,2011-10-01,President/CEO (Non-Brd),,2011-08-01
Kasowitz Benson Torres LLP (Kasowitz Benson Torres & Friedman LLP prior to 03/2017),745411,SOUTHERN UNION CO (De-listed 03/2012),28682,Eric Herschmann,442721,Partner (Non-Brd),1996-01-01,,Interim General Counsel (Non-Brd),2005-01-01,2005-11-16
Kasowitz Benson Torres LLP (Kasowitz Benson Torres & Friedman LLP prior to 03/2017),745411,SOUTHERN UNION CO (De-listed 03/2012),28682,Eric Herschmann,442721,Partner (Non-Brd),1996-01-01,,Counsel (Non-Brd),1997-01-01,1999-01-01
Kasowitz Benson Torres LLP (Kasowitz Benson Torres & Friedman LLP prior to 03/2017),745411,SOUTHERN UNION CO (De-listed 03/2012),28682,Eric Herschmann,442721,Partner (Non-Brd),1996-01-01,,President/COO (Non-Brd),2008-05-13,2009-08-31
Kasowitz Benson Torres LLP (Kasowitz Benson Torres & Friedman LLP prior to 03/2017),745411,SOUTHERN UNION CO (De-listed 03/2012),28682,Eric Herschmann,442721,Partner (Non-Brd),1996-01-01,,Senior Executive VP/General Counsel (Non-Brd),2005-11-16,2007-10-01
Kasowitz Benson Torres LLP (Kasowitz Benson Torres & Friedman LLP prior to 03/2017),745411,SOUTHERN UNION CO (De-listed 03/2012),28682,Eric Herschmann,442721,Partner (Non-Brd),1996-01-01,,Senior Executive VP (Non-Brd),2007-10-01,2008-05-13
Kasowitz Benson Torres LLP (Kasowitz Benson Torres & Friedman LLP prior to 03/2017),745411,SOUTHERN UNION CO (De-listed 03/2012),28682,Eric Herschmann,442721,Partner (Non-Brd),1996-01-01,,Vice Chairman/President/COO (Brd) (ED),2009-08-31,2012-03-26
