from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
TIB FINANCIAL CORP (De-listed 09/2012),30701,Capital Bank NA (Ceased Trading 11/2017),642610,Peter Foss,1089974,Independent Director (Brd) (SD),2010-09-30,2012-09-20,Director -  SD (Brd) (SD),,
CAPITAL BANK CORP (De-listed 09/2012),5712,Capital Bank NA (Ceased Trading 11/2017),642610,Bill Hodges,1089976,Independent Director (Brd) (SD),2011-01-28,2012-09-24,Director -  SD (Brd) (SD),,
CAPITAL BANK FINANCIAL CORP (De-listed 11/2017),1889958,Capital Bank NA (Ceased Trading 11/2017),642610,Peter Foss,1089974,Independent Director (Brd) (SD),2012-09-20,2017-11-30,Director -  SD (Brd) (SD),,
HEALTHCARE TRUST OF AMERICA INC,1823948,Capital Bank Corp (Ceased Trading 11/2017),642610,Peter Foss,1089974,Independent Director (Brd) (SD),2015-04-30,,Director -  SD (Brd) (SD),,
CAPITAL BANK FINANCIAL CORP (De-listed 11/2017),1889958,Capital Bank NA (Ceased Trading 11/2017),642610,R Singletary,1089972,Chief Risk Officer (Non-Brd),2012-09-20,2013-12-01,Executive VP/Chief Risk Officer (Brd) (ED),2011-01-28,2017-11-30
CAPITAL BANK CORP (De-listed 09/2012),5712,Capital Bank NA (Ceased Trading 11/2017),642610,R Singletary,1089972,Executive VP/Chief Risk Officer (Brd) (ED),2011-01-28,2012-09-24,Executive VP/Chief Risk Officer (Brd) (ED),2011-01-28,2017-11-30
TIB FINANCIAL CORP (De-listed 09/2012),30701,Capital Bank NA (Ceased Trading 11/2017),642610,R Singletary,1089972,Executive VP/Chief Risk Officer (Brd) (ED),2010-09-30,2012-09-20,Executive VP/Chief Risk Officer (Brd) (ED),2011-01-28,2017-11-30
CAPITAL BANK CORP (De-listed 09/2012),5712,Capital Bank NA (Ceased Trading 11/2017),642610,Peter Foss,1089974,Independent Director (Brd) (SD),2011-01-28,2012-09-24,Director -  SD (Brd) (SD),,
CAPITAL BANK FINANCIAL CORP (De-listed 11/2017),1889958,Capital Bank NA (Ceased Trading 11/2017),642610,Bill Hodges,1089976,Independent Director (Brd) (SD),2012-09-20,2017-11-30,Director -  SD (Brd) (SD),,
GREEN BANKSHARES INC (Greene County Bancshares Inc prior to 05/2007) (De-listed 09/2012),13868,Capital Bank Corp (Ceased Trading 11/2017),642610,Peter Foss,1089974,Independent Director (Brd) (SD),2011-09-07,2012-09-20,Director -  SD (Brd) (SD),,
TIB FINANCIAL CORP (De-listed 09/2012),30701,Capital Bank NA (Ceased Trading 11/2017),642610,Bill Hodges,1089976,Independent Director (Brd) (SD),2010-09-30,2012-09-20,Director -  SD (Brd) (SD),,
GREEN BANKSHARES INC (Greene County Bancshares Inc prior to 05/2007) (De-listed 09/2012),13868,Capital Bank Corp (Ceased Trading 11/2017),642610,R Singletary,1089972,Executive VP/Chief Risk Officer (Brd) (ED),2011-09-07,2012-09-20,Executive VP/Chief Risk Officer (Brd) (ED),2011-01-28,2017-11-30
GREEN BANKSHARES INC (Greene County Bancshares Inc prior to 05/2007) (De-listed 09/2012),13868,Capital Bank Corp (Ceased Trading 11/2017),642610,Bill Hodges,1089976,Independent Director (Brd) (SD),2011-09-07,2012-09-20,Director -  SD (Brd) (SD),,
CAPITAL BANK FINANCIAL CORP (De-listed 11/2017),1889958,Capital Bank NA (Ceased Trading 11/2017),642610,R Singletary,1089972,Chief Credit Officer (Non-Brd),2014-01-01,2017-11-30,Executive VP/Chief Risk Officer (Brd) (ED),2011-01-28,2017-11-30
GENERAL ELECTRIC CO,12986,Capital Bank Corp (Ceased Trading 11/2017),642610,Peter Foss,1089974,Division President (Non-Brd),2003-01-01,2013-02-01,Director -  SD (Brd) (SD),,
AVINTIV Specialty Materials Inc (Polymer Group Inc prior to 06/2015),24741,Capital Bank Corp (Ceased Trading 11/2017),642610,Peter Foss,1089974,Independent Director (Brd) (SD),2014-12-11,,Director -  SD (Brd) (SD),,
CAPITAL BANK CORP (De-listed 09/2012),5712,Capital Bank NA (Ceased Trading 11/2017),642610,Blair Kennedy,1085263,Vice President (Non-Brd),2009-01-01,2011-01-01,Vice President (Non-Brd),2009-01-01,2011-01-01
CAPITAL BANK CORP (De-listed 09/2012),5712,Capital Bank NA (Ceased Trading 11/2017),642610,Rollie Tillman III,1085107,Senior VP/Division Director (Non-Brd),2010-06-04,2012-09-24,Senior VP/Division Director (Non-Brd),2010-06-04,2014-04-01
CAPITAL BANK FINANCIAL CORP (De-listed 11/2017),1889958,Capital Bank NA (Ceased Trading 11/2017),642610,Bob Reid,1132388,Independent Director (Brd) (SD),2016-10-26,2017-11-30,Director -  SD (Brd) (SD),,
CATO CORP,6059,Capital Bank Corp (Ceased Trading 11/2017),642610,Tom Henson,1117440,Independent Director (Brd) (SD),2011-05-26,,Director -  SD (Brd) (SD),,
PARK STERLING CORP (De-listed 11/2017),1692512,Capital Bank NA (Ceased Trading 11/2017),642610,Tom Henson,1117440,Independent Director (Brd) (SD),2010-10-07,2017-11-30,Director -  SD (Brd) (SD),,
CAPITAL BANK FINANCIAL CORP (De-listed 11/2017),1889958,Capital Bank NA (Ceased Trading 11/2017),642610,Wendy Steichen,1729771,Division Executive (Non-Brd),2015-12-01,2017-11-30,Division Executive (Non-Brd),2015-12-01,2017-11-30
CAPITAL BANK FINANCIAL CORP (De-listed 11/2017),1889958,Capital Bank NA (Ceased Trading 11/2017),642610,Ali Ayca,1826403,Executive (Non-Brd),2016-12-02,2017-11-30,Executive (Non-Brd),2016-12-02,2017-11-30
CAPITAL BANK FINANCIAL CORP (De-listed 11/2017),1889958,Capital Bank NA (Ceased Trading 11/2017),642610,Susi Winchell,1401519,Division VP (Non-Brd),2012-01-01,2017-11-30,VP/Director - Marketing (Non-Brd),2009-01-01,2017-11-30
TIB FINANCIAL CORP (De-listed 09/2012),30701,Capital Bank NA (Ceased Trading 11/2017),642610,Gene Taylor,33294,Chairman/President/CEO (Brd) (ED),2010-09-30,2012-09-20,Chairman/President/CEO (Brd) (ED),2011-01-28,2017-11-30
CAPITAL BANK CORP (De-listed 09/2012),5712,Capital Bank NA (Ceased Trading 11/2017),642610,Gene Taylor,33294,Chairman/President/CEO (Brd) (ED),2011-01-28,2012-09-24,Chairman/President/CEO (Brd) (ED),2011-01-28,2017-11-30
GREEN BANKSHARES INC (Greene County Bancshares Inc prior to 05/2007) (De-listed 09/2012),13868,Capital Bank Corp (Ceased Trading 11/2017),642610,Gene Taylor,33294,Chairman/President/CEO (Brd) (ED),2011-09-07,2012-09-20,Chairman/President/CEO (Brd) (ED),2011-01-28,2017-11-30
SONIC AUTOMOTIVE INC,28568,Capital Bank Corp (Ceased Trading 11/2017),642610,Gene Taylor,33294,Independent Director (Brd) (SD),2015-02-11,,Chairman/President/CEO (Brd) (ED),2011-01-28,2017-11-30
CAPITAL BANK FINANCIAL CORP (De-listed 11/2017),1889958,Capital Bank NA (Ceased Trading 11/2017),642610,Gene Taylor,33294,Chairman/President/CEO (Brd) (ED),2012-09-20,2017-11-30,Chairman/President/CEO (Brd) (ED),2011-01-28,2017-11-30
SOUTHWEST BANCORP INC (De-listed 10/2017),28697,TMSSequoia Inc,642618,Russ Teubner,347267,Independent Director (Brd) (SD),2000-01-01,2012-11-16,Chairman (Brd) (SD),2000-01-19,2004-12-17
SOUTHWEST BANCORP INC (De-listed 10/2017),28697,TMSSequoia Inc,642618,Russ Teubner,347267,Independent Director (Brd) (SD),2000-01-01,2012-11-16,Director -  SD (Brd) (SD),,
BANCFIRST CORP,3466,i2E Inc (Formerly Known as Oklahoma Technology Development Corp),642621,Darryl Schmidt,328156,Division Executive VP/Chief Credit Officer (Non-Brd),2002-01-01,2017-05-25,Director -  SD (Brd) (SD),,
BANCFIRST CORP,3466,i2E Inc (Formerly Known as Oklahoma Technology Development Corp),642621,Darryl Schmidt,328156,Division President/Division CEO (Brd) (ED),2017-05-25,,Director -  SD (Brd) (SD),,
