from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
TEGNA INC (Gannett Co Inc prior to 06/2015),12812,Brown University,60224,Emma Gilding,1257468,Vice President - Strategy (Non-Brd),2012-08-06,2013-05-01,Guest Lecturer (Non-Brd),2001-01-01,
NComputing Inc,1092911,Brown University,60224,Will Poole VIII,1250972,Independent Chairman (Brd) (SD),2012-01-01,2015-01-01,Advisor,,
OMNICOM GROUP INC,23113,Brown University,60224,Emma Gilding,1257468,Various Positions (Non-Brd),2005-01-01,2011-01-01,Guest Lecturer (Non-Brd),2001-01-01,
NComputing Inc,1092911,Brown University,60224,Will Poole VIII,1250972,Co-Chairman (Brd) (SD),2008-09-09,2012-01-01,Advisor,,
Social Finance Inc (SoFi),1803967,Brown University,60224,Nancy Zimmerman,1196809,Director -  SD,,,Trustee,,
STANLEY BLACK & DECKER INC (Stanley Works prior to 03/2010),29065,Brown University,60224,Rich Rapuano,1195672,,,,,,
AT&T INC (SBC Communications prior to 11/2005),27163,Brown University,60224,Todd Wilson,1202488,,,,,,
BLYTH INC (De-listed 10/2015),4686,Brown University,60224,Jane Dietze,1197285,Independent Director (Brd) (SD),2014-03-14,2015-10-14,MD (Non-Brd),2013-12-01,2018-07-01
BLYTH INC (De-listed 10/2015),4686,Brown University,60224,Jane Dietze,1197285,Independent Director (Brd) (SD),2012-05-16,2012-11-28,MD (Non-Brd),2013-12-01,2018-07-01
Social Finance Inc (SoFi),1803967,Brown University,60224,Nancy Zimmerman,1196809,Director -  SD,,,Trustee Emeritus,,
BROADSOFT INC (De-listed 02/2018),1648061,Brown University,60224,Jane Dietze,1197285,Independent Director (Brd) (SD),2016-03-01,2018-02-02,MD (Non-Brd),2013-12-01,2018-07-01
KKR REAL ESTATE FINANCE TRUST INC,2653804,Brown University,60224,Ralph Rosenberg,1111363,Chairman (Brd) (SD),2017-05-05,,Trustee,,
Kohlberg Kravis Roberts & Co LP (KKR),69867,Brown University,60224,Ralph Rosenberg,1111363,Partner/Division Head (Non-Brd),2012-01-01,,Trustee,,
Kohlberg Kravis Roberts & Co LP (KKR),69867,Brown University,60224,Ralph Rosenberg,1111363,MD/Head of Division (Non-Brd),2011-03-08,2012-01-01,Trustee,,
Stream Gas & Electric Ltd (Stream Energy Co),1605381,Brown University,60224,Vanessa Rush,1107857,General Counsel (Non-Brd),2010-10-01,,Member,,
CISCO SYSTEMS INC,6908,Brown University,60224,David Wadhwani,1085063,Senior VP/Division CEO (Non-Brd),2017-07-13,,Advisory Board Member,,
Kekst and Co Inc (Ceased Trading 10/2018),2531073,Brown University,60224,Larry Rand,1089245,President/CEO (Brd) (ED),2010-09-01,2013-01-01,Visiting Professor (Non-Brd),2013-06-01,
Kekst and Co Inc (Ceased Trading 10/2018),2531073,Brown University,60224,Larry Rand,1089245,Chairman (Executive) (Brd) (ED),,,Visiting Professor (Non-Brd),2013-06-01,
INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,Brown University,60224,Jon Dick,1083247,,,,,,
Kekst and Co Inc (Ceased Trading 10/2018),2531073,Brown University,60224,Larry Rand,1089245,Senior Counselor (Non-Brd),2015-01-01,2018-01-01,Visiting Professor (Non-Brd),2013-06-01,
MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002),21105,Brown University,60224,Erez Biala,1085783,,,,,,
AppDynamics LLC (Formerly known as AppDynamics Inc),1657558,Brown University,60224,David Wadhwani,1085063,President/CEO (Brd) (ED),2015-09-29,,Advisory Board Member,,
IMPERVA INC (De-listed 01/2019),1732906,Brown University,60224,Theresia Gouw,1122216,Independent Director (Brd) (SD),2011-11-09,2016-05-04,Fellow,,
Webroot Inc (Webroot Software Inc prior to 02/2012),1974752,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Fellow,,
TrustArc Inc (True Ultimate Standards Everywhere Inc (TRUSTe Inc) prior to 06/2017),1380733,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Fellow,,
TRULIA INC (De-listed 02/2015),1889905,Brown University,60224,Theresia Gouw,1122216,Independent Director (Brd) (SD),2012-09-20,2015-02-17,Fellow,,
LearnVest Inc,1616812,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Fellow,,
Mode Media Corporation (Glam Media Inc prior to 04/2014) (Ceased Trading 09/2016),743045,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Trustee,,
Hotel Tonight lnc (Hotel Tonight LLC prior to 2011),1822241,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Fellow,,
Webroot Inc (Webroot Software Inc prior to 02/2012),1974752,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Trustee,,
Accel Partners LP,52168,Brown University,60224,Theresia Gouw,1122216,Partner (Brd) (ED),1999-01-01,2014-02-01,Trustee,,
Deserve Inc (Tremus Inc prior to 2017),2630755,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Fellow,,
Exabeam Inc,2063088,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Fellow,,
FORESCOUT TECHNOLOGIES INC,2719470,Brown University,60224,Theresia Gouw,1122216,Independent Director (Brd) (SD),2017-10-27,2019-05-29,Fellow,,
Deserve Inc (Tremus Inc prior to 2017),2630755,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Treasurer,,
FORESCOUT TECHNOLOGIES INC,2719470,Brown University,60224,Theresia Gouw,1122216,Independent Director (Brd) (SD),2017-10-27,2019-05-29,Treasurer,,
IMPERVA INC (De-listed 01/2019),1732906,Brown University,60224,Theresia Gouw,1122216,Independent Director (Brd) (SD),2011-11-09,2016-05-04,Trustee,,
TrustArc Inc (True Ultimate Standards Everywhere Inc (TRUSTe Inc) prior to 06/2017),1380733,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Trustee,,
Exabeam Inc,2063088,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Treasurer,,
ForeScout Technologies Inc (Listed 10/2017),743477,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Fellow,,
Greenberg Traurig LLP,113127,Brown University,60224,Keith Reich,1755322,Shareholder (Non-Brd),1996-01-01,,Volunteer,,
FORESCOUT TECHNOLOGIES INC,2719470,Brown University,60224,Theresia Gouw,1122216,Independent Chairwoman (Brd) (SD),2019-05-29,,Treasurer,,
Accel Partners LP,52168,Brown University,60224,Theresia Gouw,1122216,Partner (Brd) (ED),1999-01-01,2014-02-01,Fellow,,
ForeScout Technologies Inc (Listed 10/2017),743477,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Trustee,,
Mode Media Corporation (Glam Media Inc prior to 04/2014) (Ceased Trading 09/2016),743045,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Fellow,,
LearnVest Inc,1616812,Brown University,60224,Theresia Gouw,1122216,Director -  SD (Brd) (SD),,,Trustee,,
PLAINS ALL AMERICAN PIPELINE LP,24561,Brown University,60224,Alie Pruner,1124453,Independent Director (Brd) (SD),2018-12-10,,Council Chairman,,
BOINGO WIRELESS INC,1700873,Brown University,60224,Chuck Davis,1132739,Independent Director (Brd) (SD),2011-08-10,,Trustee,,
SPECTRA SYSTEMS CORP,1714640,Brown University,60224,Don Stanford,1127972,Independent Director (Brd) (SD),2011-07-25,,Adjunct Professor (Non-Brd),2001-01-01,
BOINGO WIRELESS INC,1700873,Brown University,60224,Chuck Davis,1132739,Independent Director (Brd) (SD),2011-08-10,,Trustee Emeritus,,
INVIDI Technologies Corp,645561,Brown University,60224,Chuck Davis,1132739,Advisory Board Member (Non-Brd),2012-02-01,,Trustee,,
TCMI Inc (Technology Crossover Ventures (TCV)),103907,Brown University,60224,Chuck Davis,1132739,Venture Partner (Brd) (ED),2011-09-01,,Trustee,,
PLAINS GP HOLDINGS LP,1995392,Brown University,60224,Alie Pruner,1124453,Independent Director (Brd) (SD),2018-12-10,,Council Chairman,,
TCMI Inc (Technology Crossover Ventures (TCV)),103907,Brown University,60224,Chuck Davis,1132739,Venture Partner (Brd) (ED),2011-09-01,,Trustee Emeritus,,
