from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
JC PENNEY CO INC,24083,HASBRO INC,14399,Mary West,443412,Executive VP/Chief Customer and Marketing Officer (Non-Brd),2015-06-01,2017-04-01,Independent Director (Brd) (SD),2016-06-27,
HERSHEY CO (THE),14714,HASBRO INC,14399,Mary West,443412,Senior VP/Chief Growth Officer (Non-Brd),2017-05-01,,Independent Director (Brd) (SD),2016-06-27,
MONGODB INC,2715202,HASBRO INC,14399,Hope Cochran,550946,Independent Director (Brd) (SD),2017-10-19,,Independent Director (Brd) (SD),2016-06-27,
Madrona Venture Group LLC,95717,HASBRO INC,14399,Hope Cochran,550946,Venture Partner (Non-Brd),2017-01-01,2019-01-15,Independent Director (Brd) (SD),2016-06-27,
MongoDB Inc (10gen Inc prior to 08/2013) (Listed 10/2017),1581776,HASBRO INC,14399,Hope Cochran,550946,Independent Director (Brd) (SD),2016-12-12,2017-10-19,Independent Director (Brd) (SD),2016-06-27,
NEW RELIC INC,2176902,HASBRO INC,14399,Hope Cochran,550946,Independent Director (Brd) (SD),2018-05-01,,Independent Director (Brd) (SD),2016-06-27,
Madrona Venture Group LLC,95717,HASBRO INC,14399,Hope Cochran,550946,MD (Brd) (ED),2019-01-15,,Independent Director (Brd) (SD),2016-06-27,
LIONS GATE ENTERTAINMENT CORP,18962,HASBRO INC,14399,Michael Burns,594304,Vice Chairman (Brd) (ED),2000-03-01,,Independent Director (Brd) (SD),2014-12-11,
CORUS ENTERTAINMENT INC,7993,HASBRO INC,14399,John Frascotti,622124,Independent Director (Brd) (SD),2016-01-13,,President/COO (Brd) (ED),2018-08-01,
CORUS ENTERTAINMENT INC,7993,HASBRO INC,14399,John Frascotti,622124,Independent Director (Brd) (SD),2016-01-13,,Division President (Non-Brd),2014-10-15,2017-02-06
CORUS ENTERTAINMENT INC,7993,HASBRO INC,14399,John Frascotti,622124,Independent Director (Brd) (SD),2016-01-13,,President (Non-Brd),2017-02-06,2018-08-01
TENABLE HOLDINGS INC,2889444,HASBRO INC,14399,Linda Zecher,1050059,Independent Director (Brd) (SD),2019-08-08,,Independent Director (Brd) (SD),2014-10-02,
HOUGHTON MIFFLIN HARCOURT CO,2009646,HASBRO INC,14399,Linda Zecher,1050059,President/CEO (Brd) (ED),2013-11-14,2016-09-22,Independent Director (Brd) (SD),2014-10-02,
LEAPFROG ENTERPRISES INC (De-listed 04/2016),69432,HASBRO INC,14399,Ken Adams,1314485,Senior VP - Sales (Non-Brd),2013-06-11,2016-04-04,Vice President - Sales (Non-Brd),2001-01-01,2011-01-01
LEAPFROG ENTERPRISES INC (De-listed 04/2016),69432,HASBRO INC,14399,Ken Adams,1314485,Senior VP - Sales (Non-Brd),2013-06-11,2016-04-04,Vice President - Sales (Non-Brd),1999-01-01,2001-01-01
LEAPFROG ENTERPRISES INC (De-listed 04/2016),69432,HASBRO INC,14399,Ken Adams,1314485,Senior VP - Sales (Non-Brd),2013-06-11,2016-04-04,Vice President - Sales (Non-Brd),1992-01-01,1999-01-01
LEAPFROG ENTERPRISES INC (De-listed 04/2016),69432,HASBRO INC,14399,Ken Adams,1314485,Senior VP - Sales (Non-Brd),2013-06-11,2016-04-04,Vice President - Sales (Non-Brd),2011-01-01,2013-06-01
BOSTON BEER CO INC,4855,HASBRO INC,14399,Kim McCauley,1329185,Division Director (Non-Brd),1995-02-01,2003-03-01,HR Executive (Non-Brd),,2000-01-01
INNERWORKINGS INC,816868,HASBRO INC,14399,Rich Stoddart,1202069,President/CEO (Brd) (ED),2018-04-05,,Independent Director (Brd) (SD),2014-03-27,
WORLD WRESTLING ENTERTAINMENT INC (World Wrestling Federation prior to 07/2002),33722,HASBRO INC,14399,Casey Collins,1250086,Executive VP - Products (Non-Brd),2012-06-26,2018-08-01,Senior VP/General Manager (Non-Brd),2018-08-07,
GLOBAL PARTNERS LP,732330,HASBRO INC,14399,Jeff Popper,2178956,Chief Marketing Officer (Non-Brd),2015-01-01,2016-01-01,Vice President - Marketing/Strategy (Non-Brd),2001-04-01,2015-08-01
BRP INC,1954200,HASBRO INC,14399,Ted Philip,4512,Independent Corporate Director (Brd) (SD),2013-05-23,,Independent Director (Brd) (SD),2002-12-10,2009-05-21
Highland Capital Partners LLC,954604,HASBRO INC,14399,Ted Philip,4512,Executive (Non-Brd),2006-01-01,2013-01-01,Presiding Lead Independent Director (Brd) (SD),2009-05-21,2011-05-19
Highland Capital Partners LLC,954604,HASBRO INC,14399,Ted Philip,4512,Executive (Non-Brd),2006-01-01,2013-01-01,Independent Director (Brd) (SD),2002-12-10,2009-05-21
UNITED AIRLINES HOLDINGS INC (United Continental Holdings Inc prior to 07/2019),31575,HASBRO INC,14399,Ted Philip,4512,Independent Director (Brd) (SD),2016-07-14,,Independent Director (Brd) (SD),2002-12-10,2009-05-21
Pinkberry Inc,1143614,HASBRO INC,14399,Ted Philip,4512,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2011-05-19,2017-05-18
UNITED AIRLINES HOLDINGS INC (United Continental Holdings Inc prior to 07/2019),31575,HASBRO INC,14399,Ted Philip,4512,Independent Director (Brd) (SD),2016-07-14,,Lead Independent Director (Brd) (SD),2017-05-18,
TRUPANION INC,2125669,HASBRO INC,14399,Ted Philip,4512,Independent Director (Brd) (SD),2014-07-18,2014-12-17,Independent Director (Brd) (SD),2011-05-19,2017-05-18
Silver Lake Management LLC,461281,HASBRO INC,14399,Ted Philip,4512,General Partner (Non-Brd),2004-01-01,2004-05-01,Independent Director (Brd) (SD),2002-12-10,2009-05-21
Silver Lake Management LLC,461281,HASBRO INC,14399,Ted Philip,4512,General Partner (Non-Brd),2004-01-01,2004-05-01,Independent Director (Brd) (SD),2011-05-19,2017-05-18
Recreational Equipment Inc (REI),486833,HASBRO INC,14399,Ted Philip,4512,Director -  SD (Brd) (SD),,,Lead Independent Director (Brd) (SD),2017-05-18,
ALLSCRIPTS HEALTHCARE SOLUTIONS INC (Allscripts-Misys Healthcare Solutions Inc prior to 08/2010),1532,HASBRO INC,14399,Ted Philip,4512,Independent Director (Brd) (SD),2001-01-08,2003-06-12,Independent Director (Brd) (SD),2011-05-19,2017-05-18
TRUPANION INC,2125669,HASBRO INC,14399,Ted Philip,4512,Independent Director (Brd) (SD),2014-07-18,2014-12-17,Independent Director (Brd) (SD),2002-12-10,2009-05-21
UNITED AIRLINES HOLDINGS INC (United Continental Holdings Inc prior to 07/2019),31575,HASBRO INC,14399,Ted Philip,4512,Independent Director (Brd) (SD),2016-07-14,,Independent Director (Brd) (SD),2011-05-19,2017-05-18
Pinkberry Inc,1143614,HASBRO INC,14399,Ted Philip,4512,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2002-12-10,2009-05-21
BRP INC,1954200,HASBRO INC,14399,Ted Philip,4512,Independent Corporate Director (Brd) (SD),2013-05-23,,Independent Director (Brd) (SD),2011-05-19,2017-05-18
Pinkberry Inc,1143614,HASBRO INC,14399,Ted Philip,4512,Director -  SD (Brd) (SD),,,Lead Independent Director (Brd) (SD),2017-05-18,
ALLSCRIPTS HEALTHCARE SOLUTIONS INC (Allscripts-Misys Healthcare Solutions Inc prior to 08/2010),1532,HASBRO INC,14399,Ted Philip,4512,Independent Director (Brd) (SD),2001-01-08,2003-06-12,Independent Director (Brd) (SD),2002-12-10,2009-05-21
Pinkberry Inc,1143614,HASBRO INC,14399,Ted Philip,4512,Director -  SD (Brd) (SD),,,Presiding Lead Independent Director (Brd) (SD),2009-05-21,2011-05-19
BRP INC,1954200,HASBRO INC,14399,Ted Philip,4512,Independent Corporate Director (Brd) (SD),2013-05-23,,Lead Independent Director (Brd) (SD),2017-05-18,
Highland Capital Partners LLC,954604,HASBRO INC,14399,Ted Philip,4512,Executive (Non-Brd),2006-01-01,2013-01-01,Independent Director (Brd) (SD),2011-05-19,2017-05-18
JOHN HANCOCK FINANCIAL SERVICES INC (De-listed 04/2004),17470,HASBRO INC,14399,Jack Connors Jr,48491,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2004-03-04,2008-05-22
