from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
WALKER & DUNLOP INC,1677099,Walker & Dunlop Commercial Property Funding LLC,2080114,Jeff Taschler,1601524,Division COO/MD (Non-Brd),2015-08-18,2017-01-01,MD/COO (Non-Brd),2015-08-18,2017-01-01
Federal Home Loan Mortgage Corp (Freddie Mac),1652009,Walker & Dunlop Commercial Property Funding LLC,2080114,Mitch Resnick,1712003,Vice President - Capital Markets (Non-Brd),2011-11-01,2016-04-01,MD (Non-Brd),2016-04-01,2018-01-01
WALKER & DUNLOP INC,1677099,Walker & Dunlop Commercial Property Funding LLC,2080114,Mitch Resnick,1712003,MD (Non-Brd),2016-04-01,2018-01-01,MD (Non-Brd),2016-04-01,2018-01-01
WALKER & DUNLOP INC,1677099,Walker & Dunlop Commercial Property Funding LLC,2080114,Mitch Resnick,1712003,Senior VP/Treasurer (Non-Brd),2018-01-01,,Senior VP/Treasurer (Non-Brd),2018-01-01,
Summit Partners LP,246382,West Wing Group LLC,2080119,Christian Strain,1278011,MD (Brd) (ED),2012-01-03,,Director -  SD (Brd) (SD),,
MATTEL INC,19820,Sisal Group SpA (Sisal Holding Istituto di Pagamento SpA prior to 12/2013),2080120,Emilio Petrone,1658678,Regional CEO (Non-Brd),2007-01-01,2008-01-01,CEO (Brd) (ED),2008-05-01,
FEDEX CORP,11664,Ontex Group NV (Listed 06/2014),2080132,Paul Walsh,1392,Independent Director (Brd) (SD),1998-01-01,,Chairman (Brd) (SD),2014-06-02,2014-06-25
TPG Capital LP (Formerly known as Texas Pacific Group Inc),942896,Ontex Group NV (Listed 06/2014),2080132,Antonio Capo,1522261,Operations Partner (Non-Brd),2009-08-01,,Director -  SD (Brd) (SD),,
GOLDMAN SACHS GROUP INC,13564,Ontex Group NV (Listed 06/2014),2080132,Richard Butland,1522260,MD (Non-Brd),2006-11-01,2014-06-21,Permanent Representative (Brd) (SD),2014-06-02,2014-06-25
TPG Capital LP (Formerly known as Texas Pacific Group Inc),942896,ONTEX GROUP NV,2080133,Antonio Capo,1522261,Operations Partner (Non-Brd),2009-08-01,,Director -  SD (Brd) (SD),,
