from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Sherman & Howard LLC,90886,University of Colorado Law Review,916423,AnaLisa Valle,2156383,Associate (Non-Brd),2001-05-01,2002-08-01,Counsel (Non-Brd),2002-01-01,2003-01-01
Sherman & Howard LLC,90886,University of Colorado Law Review,916423,AnaLisa Valle,2156383,Associate (Non-Brd),2003-09-01,2010-08-01,Counsel (Non-Brd),2002-01-01,2003-01-01
Foundry Group LLC,1104562,University of Colorado Law Review,916423,Jenn Rosenthal,2017976,Intern (Non-Brd),2009-05-01,2009-08-01,Associate Editor (Non-Brd),,2009-01-01
Squire Patton Boggs (US) LLP (Squire Sanders (US) LLP prior to 05/2014),79403,University of Colorado Law Review,916423,Carolyn McIntosh,1751410,Partner (Non-Brd),2014-06-01,,Member,,
Holland & Hart LLP,783662,University of Colorado Law Review,916423,Rob Herrington,1769779,Associate (Non-Brd),2000-05-01,2004-05-01,Editor (Non-Brd),,2000-01-01
Holland & Hart LLP,783662,University of Colorado Law Review,916423,Lucy Stark,1736713,Partner (Non-Brd),2011-01-01,,Member,,
Holland & Hart LLP,783662,University of Colorado Law Review,916423,Nick Venetz,1812490,Associate (Non-Brd),2013-05-01,2013-07-01,Editor (Non-Brd),2011-01-01,2014-01-01
Sherman & Howard LLC,90886,University of Colorado Law Review,916423,Nick Venetz,1812490,Clerk (Non-Brd),2013-01-01,2013-04-01,Editor (Non-Brd),2011-01-01,2014-01-01
Holland & Hart LLP,783662,University of Colorado Law Review,916423,Nick Venetz,1812490,Clerk (Non-Brd),2014-01-01,2014-05-01,Editor (Non-Brd),2011-01-01,2014-01-01
Sherman & Howard LLC,90886,University of Colorado Law Review,916423,Nick Venetz,1812490,Intern (Non-Brd),2012-02-01,2012-05-01,Editor (Non-Brd),2011-01-01,2014-01-01
Brownstein Hyatt Farber Schreck LLP (Hatch & Parent prior to 01/2008),1573205,University of Colorado Law Review,916423,Aaron Hyatt,1629418,Shareholder (Non-Brd),2000-05-01,,Managing Editor (Non-Brd),,2001-01-01
OPSENS INC (DCB Capital Inc prior to 10/2006),1659834,Interfaith Outreach Community Partners (IOCP),916424,Denis Harrington,2095625,Independent Director (Brd) (SD),2018-01-01,,Director -  SD,,
OPSENS INC (DCB Capital Inc prior to 10/2006),1659834,Interfaith Outreach Community Partners (IOCP),916424,Denis Harrington,2095625,Director -  SD (Brd) (SD),,,Director -  SD,,
Blue Cross and Blue Shield of Minnesota Inc (BCBSM),423564,Interfaith Outreach Community Partners (IOCP),916424,Tom Vanderheyden,2101829,Executive VP/Division President (Non-Brd),2017-01-01,,Director -  SD,,
GENERAL MILLS INC,13034,Interfaith Outreach Community Partners (IOCP),916424,Chris Shea,36193,Senior VP/Division President (Non-Brd),1998-01-01,2005-05-01,Director -  SD,,
Cargill Inc,58110,Interfaith Outreach Community Partners (IOCP),916424,Frank Ravndal Jr,1294881,Division President/Division CEO (Non-Brd),2009-02-01,2012-09-01,Director -  SD,,
