from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
TUPPERWARE BRANDS CORP (Tupperware Corp prior to 12/2005),31495,SPRINT CORP (Sprint Nextel Corp prior to 07/2013),637487,Professor Warren Batts,34863,Chairman/CEO (Brd) (ED),1996-02-01,1997-09-30,Independent Director (Brd) (SD),1982-01-01,2002-04-16
SEARS ROEBUCK & CO (De-listed 03/2005),27427,SPRINT CORP (Sprint Nextel Corp prior to 07/2013),637487,Professor Warren Batts,34863,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1982-01-01,2002-04-16
BOEING CO,4730,SPRINT CORP (Sprint Nextel Corp prior to 07/2013),637487,Mike Sears,34631,Executive VP/CFO (Non-Brd),2002-08-01,2003-11-24,Director -  SD (Brd) (SD),,
CEVA INC (ParthusCeva prior to 12/2003),73200,SPRINT CORP (Sprint Nextel Corp prior to 07/2013),637487,Sven-Christer Nilsson,12778,Independent Director (Brd) (SD),2002-11-01,,Independent Director (Brd) (SD),2008-11-10,2013-07-10
F5 NETWORKS INC,11468,SPRINT CORP (Sprint Nextel Corp prior to 07/2013),637487,Michel Combes,13319,Independent Director (Brd) (SD),2018-07-16,,President/CEO (Brd) (ED),2018-05-31,
EMBARQ CORP (De-listed 07/2009),823523,SPRINT CORP (Sprint Nextel Corp prior to 07/2013),637487,Sean Nicholson,1490209,HR Manager (Non-Brd),2005-11-01,2008-05-01,Manager (Non-Brd),2005-11-01,2006-06-01
WALT DISNEY (HLDG) CO,33048,SPRINT CORP (Sprint Nextel Corp prior to 07/2013),637487,Karen Barker,1393445,Senior Manager (Non-Brd),2002-01-01,2005-01-01,Regional General Manager (Non-Brd),1997-01-01,2003-01-01
DELL INC (Dell Computer Corp prior to 07/2003) (De-listed 10/2013),8931,SPRINT CORP (Sprint Nextel Corp prior to 07/2013),637487,John Gould,1401836,Senior Manager - Sales (Non-Brd),1999-06-01,2001-07-01,Group Manager - Sales (Non-Brd),2001-06-01,2003-06-01
VIRGIN MOBILE USA INC (De-listed 11/2009),1005103,SPRINT CORP (Sprint Nextel Corp prior to 07/2013),637487,Erica Gessert,1536565,Director - Investor Relations (Non-Brd),2007-10-01,2009-10-01,Director - Planning and Development (Non-Brd),2009-01-01,2011-11-01
HARMAN INTERNATIONAL INDUSTRIES INC (De-listed 03/2017),14342,SPRINT CORP (Sprint Nextel Corp prior to 07/2013),637487,Yijing Brentano,1542964,Vice President - Strategy/Investor Relations (Non-Brd),2015-06-15,2017-03-10,VP/General Manager (Non-Brd),2011-01-01,2013-01-01
HARMAN INTERNATIONAL INDUSTRIES INC (De-listed 03/2017),14342,SPRINT CORP (Sprint Nextel Corp prior to 07/2013),637487,Yijing Brentano,1542964,Vice President - Strategy/Investor Relations (Non-Brd),2015-06-15,2017-03-10,VP/General Manager (Non-Brd),2013-01-01,2015-06-01
