from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
OPX Biotechnologies Inc,1018430,Almaz Capital Partners Inc,1240475,Jon Feiber,765379,Director -  SD (Brd) (SD),,,Advisor (Non-Brd),2013-08-01,
Personalis Inc (Listed 06/2019),1919261,Almaz Capital Partners Inc,1240475,Jon Feiber,765379,Director -  SD (Brd) (SD),,,Advisor (Non-Brd),2013-08-01,
PROOFPOINT INC,1813890,Almaz Capital Partners Inc,1240475,Jon Feiber,765379,Independent Director (Brd) (SD),2012-04-20,,Advisor (Non-Brd),2013-08-01,
Panasas Inc,91217,Almaz Capital Partners Inc,1240475,Jon Feiber,765379,Chairman (Brd) (SD),2004-01-01,2016-11-03,Advisor (Non-Brd),2013-08-01,
Carrier IQ Inc,927189,Almaz Capital Partners Inc,1240475,Jon Feiber,765379,Director -  SD (Brd) (SD),,,Advisor (Non-Brd),2013-08-01,
Alloy Ventures Inc (Formerly known as Asset Management Associates Inc),468219,Almaz Capital Partners Inc,1240475,Peter Loukianoff,752019,Partner (Brd) (ED),2001-01-01,2008-07-01,Managing Partner (Non-Brd),2008-01-01,2016-12-01
Silicon Valley Data Science LLC,2034742,Almaz Capital Partners Inc,1240475,Peter Loukianoff,752019,Advisor (Non-Brd),2013-04-01,2017-01-01,Managing Partner (Non-Brd),2008-01-01,2016-12-01
Acronis Inc,733353,Almaz Capital Partners Inc,1240475,Doctor Serguei Beloussov,981948,Co-Chairman (Brd) (SD),2007-06-01,2008-10-08,Venture Partner (Non-Brd),2009-01-01,
Parallels Inc (SWsoft Inc prior to 01/2008),1345835,Almaz Capital Partners Inc,1240475,Doctor Serguei Beloussov,981948,Chairman (Executive) (Brd) (ED),,,Venture Partner (Non-Brd),2009-01-01,
Acronis Inc,733353,Almaz Capital Partners Inc,1240475,Doctor Serguei Beloussov,981948,Co-Chairman (Brd) (SD),2009-01-01,2013-05-08,Venture Partner (Non-Brd),2009-01-01,
Acronis Inc,733353,Almaz Capital Partners Inc,1240475,Doctor Serguei Beloussov,981948,Co-Chairman/CEO (Brd) (ED),2013-05-08,,Venture Partner (Non-Brd),2009-01-01,
Parallels Inc (SWsoft Inc prior to 01/2008),1345835,Almaz Capital Partners Inc,1240475,Doctor Serguei Beloussov,981948,Chief Architect (Non-Brd),2018-12-20,,Venture Partner (Non-Brd),2009-01-01,
Parallels Inc (SWsoft Inc prior to 01/2008),1345835,Almaz Capital Partners Inc,1240475,Doctor Serguei Beloussov,981948,Chairman/CEO (Brd) (ED),2003-01-01,2011-02-23,Venture Partner (Non-Brd),2009-01-01,
Acronis Inc,733353,Almaz Capital Partners Inc,1240475,Doctor Sasha Galitsky,1261694,Advisory Board Member (Non-Brd),,2016-10-01,Managing Partner (Non-Brd),2007-03-01,
Acronis Inc,733353,Almaz Capital Partners Inc,1240475,Doctor Sasha Galitsky,1261694,Director -  SD (Brd) (SD),,,Managing Partner (Non-Brd),2007-03-01,
Parallels Inc (SWsoft Inc prior to 01/2008),1345835,Almaz Capital Partners Inc,1240475,Doctor Sasha Galitsky,1261694,Director -  SD (Brd) (SD),,,Managing Partner (Non-Brd),2007-03-01,
LINCOLN VENTURES LTD (Tekmodo Industries Inc prior to 07/2018),1235761,CHM Financial Services Inc,1240477,Jack Barley,762549,President/CEO (Brd) (ED),2006-08-11,2012-02-03,President/CEO (Non-Brd),1997-01-01,2010-02-12
CardioVascular BioTherapeutics Inc (CVBT),862796,Association for Research in Otolaryngology (ARO),1240480,Doctor David Ornitz,1944188,Scientific Advisor (Non-Brd),2018-08-31,,Member,,
Trefoil Therapeutics Inc (Formerly known as Trefoil Therapeutics LLC),2298773,Association for Research in Otolaryngology (ARO),1240480,Doctor David Ornitz,1944188,Scientific Advisor (Non-Brd),,,Member,,
EarLens Corp,1486553,Association for Research in Otolaryngology (ARO),1240480,Doctor Sunil Puria,1608884,Chief Scientist (Non-Brd),2005-01-01,2016-03-01,Member,,
EarLens Corp,1486553,Association for Research in Otolaryngology (ARO),1240480,Doctor Sunil Puria,1608884,Chief Scientist (Non-Brd),2005-01-01,2016-03-01,Committee Member,,
Nano3D Biosciences Inc,1914849,Association for Research in Otolaryngology (ARO),1240480,Doctor Rob Raphael,1469336,Director -  SD (Brd) (SD),,,Committee Member,,
Exterra Energy Inc (Green Gold Inc prior to 08/2007) (Ceased Trading 11/2012),1204684,Geotec Inc,1240492,Steve Chanslor,1051736,CFO (Non-Brd),2009-01-01,2010-01-01,CFO (Non-Brd),2005-04-25,2010-01-01
Wilson Bank Holding Co,1225243,Trice Appraisal Services Inc,1240493,John Trice,763960,Director -  SD (Brd) (SD),,,Owner (Non-Brd),1990-01-01,
Wilson Bank Holding Co,1225243,Trice Appraisal Services Inc,1240493,John Trice,763960,Director Emeritus (Non-Brd),2014-04-08,,Owner (Non-Brd),1990-01-01,
DYNASIL CORP OF AMERICA (De-listed 08/2019),1678345,AmeriSite LLC,1240502,Peter Sulick Jr,733025,Chairman/Interim President/CEO (Brd) (ED),2012-07-06,2014-09-18,President/CEO (Non-Brd),1998-01-01,
DYNASIL CORP OF AMERICA (De-listed 08/2019),1678345,AmeriSite LLC,1240502,Peter Sulick Jr,733025,Chairman/President/CEO (Brd) (ED),2014-09-18,2019-08-26,President/CEO (Non-Brd),1998-01-01,
DYNASIL CORP OF AMERICA (De-listed 08/2019),1678345,AmeriSite LLC,1240502,Peter Sulick Jr,733025,Independent Chairman (Brd) (SD),2010-12-17,2012-07-06,President/CEO (Non-Brd),1998-01-01,
Prism Microwave Inc,1908597,AmeriSite LLC,1240502,Peter Sulick Jr,733025,Chairman (Executive) (Brd) (ED),2009-06-01,2011-02-01,President/CEO (Non-Brd),1998-01-01,
Prism Microwave Inc,1908597,AmeriSite LLC,1240502,Peter Sulick Jr,733025,Chairman (Brd) (SD),2009-06-01,2011-02-01,President/CEO (Non-Brd),1998-01-01,
Prism Microwave Inc,1908597,AmeriSite LLC,1240502,Peter Sulick Jr,733025,Chairman/CEO (Brd) (ED),2011-02-01,2012-06-01,President/CEO (Non-Brd),1998-01-01,
Prism Microwave Inc,1908597,AmeriSite LLC,1240502,Peter Sulick Jr,733025,Director -  SD (Brd) (SD),,,President/CEO (Non-Brd),1998-01-01,
CABLEVISION SYSTEMS CORP (De-listed 06/2016),5460,Independence Broadcasting Corp,1240504,Peter Sulick Jr,733025,Corporate Controller (Non-Brd),1983-06-01,1985-12-01,President/CEO (Non-Brd),1985-01-01,2000-01-01
Council Capital (Council Ventures LP prior to 09/2011),2511149,SSPCS Corp,1240509,Charles Sutterfield,992476,Council Member (Non-Brd),,,President/CEO (Non-Brd),1995-01-01,
Orbsat Corp (Orbital Tracking Corp prior to 08/2019),34012,ZA Consulting LLC,1240510,David Zazoff,763800,Independent Director (Brd) (SD),2007-01-01,2009-02-13,MD (Non-Brd),2004-01-01,
Union National Financial Corp (PA) (Ceased Trading 05/2011),1224787,Gingrich Smith Klingensmith & Dolan,1240513,Kevin Dolan,763176,Independent Director (Brd) (SD),2005-06-16,2011-05-06,Partner (Non-Brd),2006-01-01,2018-01-01
Canon Nanotechnologies Inc (Molecular Imprints Inc prior to 04/2014),422956,Nexsil Communication Inc,1240520,Dan Rubin,752017,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Alloy Ventures Inc (Formerly known as Asset Management Associates Inc),468219,Nexsil Communication Inc,1240520,Dan Rubin,752017,General Partner (Brd) (ED),1999-01-01,,Director -  SD (Brd) (SD),,
Ellie Mae Inc (Listed 04/2011),468777,Nexsil Communication Inc,1240520,Dan Rubin,752017,Observer (Non-Brd),,2011-04-15,Director -  SD (Brd) (SD),,
Teradici Corp,927402,Nexsil Communication Inc,1240520,Dan Rubin,752017,Chairman (Brd) (SD),2018-01-01,,Director -  SD (Brd) (SD),,
Teradici Corp,927402,Nexsil Communication Inc,1240520,Dan Rubin,752017,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Seriosity Inc,1055871,IPExtreme Inc,1240562,Dan Rubin,752017,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
ELLIE MAE INC (De-listed 04/2019),1699093,Nexsil Communication Inc,1240520,Dan Rubin,752017,Observer (Non-Brd),2011-04-15,2014-01-01,Director -  SD (Brd) (SD),,
Scifiniti Inc (Formerly known as Integrated PhotoVoltaics Inc),1978626,Nexsil Communication Inc,1240520,Dan Rubin,752017,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Wilson Bank Holding Co,1225243,Horn Springs Angus Farm,1240522,Charles Bell,763936,Director -  SD (Brd) (SD),,,Owner (Non-Brd),1981-01-01,
Wilson Bank Holding Co,1225243,Horn Springs Angus Farm,1240522,Charles Bell,763936,Director Emeritus (Non-Brd),2018-04-24,,Owner (Non-Brd),1981-01-01,
Wilson Bank Holding Co,1225243,Lebanon Aluminum Products Inc,1240525,Jack Bell,763939,Director -  SD (Brd) (SD),,,Vice President - Ops (Non-Brd),,1995-01-01
Wilson Bank Holding Co,1225243,Lebanon Aluminum Products Inc,1240525,Charles Bell,763936,Director -  SD (Brd) (SD),,,President (Non-Brd),,1995-01-01
Wilson Bank Holding Co,1225243,Lebanon Aluminum Products Inc,1240525,Charles Bell,763936,Director -  SD (Brd) (SD),,,Consultant (Non-Brd),1995-01-01,
ALTABA INC (Yahoo Inc prior to 06/2017),33915,SimpleNet,1240530,Bob Roth,763753,Various Positions (Non-Brd),1998-05-01,,Various Positions (Non-Brd),1998-05-01,
e.Digital Corp (Norris Communications Corp prior to 01/1999) (Ceased Trading 07/2017),9842,SimpleNet,1240530,Allen Cocumelli,746244,Independent Chairman (Brd) (SD),2008-10-08,2017-07-06,Secretary/General Counsel (Non-Brd),2004-01-01,2009-01-01
e.Digital Corp (Norris Communications Corp prior to 01/1999) (Ceased Trading 07/2017),9842,SimpleNet,1240530,Allen Cocumelli,746244,Independent Director (Brd) (SD),2002-11-01,2008-10-08,Secretary/General Counsel (Non-Brd),2004-01-01,2009-01-01
Union National Financial Corp (PA) (Ceased Trading 05/2011),1224787,Elizabethtown Economic Development Corp,1240540,Kevin Dolan,763176,Independent Director (Brd) (SD),2005-06-16,2011-05-06,Vice President,,
