from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Moximed Inc,1477741,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Jason Lettmann,766710,Observer,,,Independent Director (Brd) (SD),2015-01-01,2016-10-26
Second Genome Inc,1728223,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Jason Lettmann,766710,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2015-01-01,2016-10-26
Promedior Inc,1237689,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Jim Broderick,770278,Chairman (Brd) (SD),2012-01-01,2014-01-01,Chairman (Brd) (SD),2008-01-01,2015-01-01
RADIUS HEALTH INC,2073903,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Debasish Roychowdhury,1075514,Independent Director (Brd) (SD),2015-07-16,,Advisor (Non-Brd),2016-01-07,2016-10-26
SIERRA ONCOLOGY INC (ProNAi Therapeutics Inc prior to 01/2017),2308022,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Debasish Roychowdhury,1075514,Consultant (Non-Brd),2015-07-16,,Advisor (Non-Brd),2016-01-07,2016-10-26
IDERA PHARMACEUTICALS INC (Hybridon prior to 09/2005),15273,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Debasish Roychowdhury,1075514,Advisor (Non-Brd),2014-07-01,2014-12-01,Acting Chief Medical Officer (Non-Brd),2014-12-04,2016-01-07
ProNAi Therapeutics Inc (Phenome Systems Inc prior to 04/2004) (Listed 07/2015),787969,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Debasish Roychowdhury,1075514,Consultant (Non-Brd),2015-01-01,2015-07-16,Acting Chief Medical Officer (Non-Brd),2014-12-04,2016-01-07
RADIUS HEALTH INC,2073903,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Debasish Roychowdhury,1075514,Independent Director (Brd) (SD),2015-07-16,,Acting Chief Medical Officer (Non-Brd),2014-12-04,2016-01-07
SIERRA ONCOLOGY INC (ProNAi Therapeutics Inc prior to 01/2017),2308022,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Debasish Roychowdhury,1075514,Consultant (Non-Brd),2015-07-16,,Acting Chief Medical Officer (Non-Brd),2014-12-04,2016-01-07
IRONWOOD PHARMACEUTICALS INC,1623243,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Jeff Johnston,1047229,VP/Chief Medical Officer (Non-Brd),2010-02-03,2016-01-01,Senior VP/Chief Medical Officer (Non-Brd),2016-01-07,2016-07-01
Outpost Medicine LLC,2463180,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Peter Bisgaard,1298487,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2015-01-01,2016-10-26
Entasis Therapeutics Inc,2301210,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Peter Bisgaard,1298487,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2015-01-01,2016-10-26
HTG MOLECULAR DIAGNOSTICS INC,2242661,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Peter Bisgaard,1298487,Independent Chairman (Brd) (SD),2015-05-06,2017-03-02,Independent Director (Brd) (SD),2015-01-01,2016-10-26
Ceterix Orthopaedics Inc (SuturePro Technologies Inc prior to 04/2011),2007748,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Peter Bisgaard,1298487,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2015-01-01,2016-10-26
OTONOMY INC,2134641,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Peter Bisgaard,1298487,Independent Chairman (Brd) (SD),2014-08-13,2015-08-27,Independent Director (Brd) (SD),2015-01-01,2016-10-26
Celladon Corp (Listed 01/2014),635869,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Lauren Silverman,1298431,Independent Director (Brd) (SD),2012-01-01,2014-01-29,Director -  SD (Brd) (SD),,
Viamet Pharmaceuticals Inc (Formerly known as Hephistics Inc),1262285,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Lauren Silverman,1298431,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Proteostasis Therapeutics Inc (Proteoguard Inc prior to 09/2007) (Listed 02/2016),1566801,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Lauren Silverman,1298431,Independent Director (Brd) (SD),2008-01-01,2014-10-01,Director -  SD (Brd) (SD),,
Aerpio Therapeutics Inc,1818326,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Lauren Silverman,1298431,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Effector Therapeutics Inc,1825649,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Markus Goebel,1260514,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Sorbent Therapeutics Inc,1091978,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Markus Goebel,1260514,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Cerecor Inc (Ceregen Corp prior to 03/2011) (Listed 10/2015),1715275,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Ron Borchardt,1328597,Advisory Board Member (Non-Brd),,2015-10-15,Advisor (Non-Brd),,2016-10-26
CERECOR INC,2350881,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Ron Borchardt,1328597,Advisory Board Member (Non-Brd),2015-10-15,2017-01-01,Advisor (Non-Brd),,2016-10-26
Moderna Inc (Moderna Therapeutics Inc prior to 08/2018) (Listed 12/2018),1809747,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Doctor Jack Szostak,1332034,Advisory Chairman (Non-Brd),2011-08-01,2018-12-07,Advisory Chairman (Non-Brd),,2016-10-26
OPKO HEALTH INC (eXegenics Inc prior to 06/2007),11369,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Professor Doctor Tom Kodadek,1316367,Scientific Advisor (Non-Brd),2009-01-01,,Advisor (Non-Brd),,2016-10-26
RA Capital Management LLC,881174,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Raj Shah,1254915,MD/Managing Partner (Brd) (ED),2004-06-01,,Independent Director (Brd) (SD),2015-07-01,2016-10-26
TARIS BioMedical Inc,1560857,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Raj Shah,1254915,Observer (Non-Brd),2015-10-27,,Independent Director (Brd) (SD),2015-07-01,2016-10-26
Kala Pharmaceuticals Inc (Hanes Newco Inc prior to 12/2009) (Listed 07/2017),1690038,Ra Pharmaceuticals Inc (Listed 10/2016),1721149,Raj Shah,1254915,Independent Director (Brd) (SD),2015-07-01,2017-07-20,Independent Director (Brd) (SD),2015-07-01,2016-10-26
