from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
WATERSTONE FINANCIAL INC (Wauwatosa Hldgs Inc prior to 08/2008),913664,WaterStone Bank (Formerly Known as Wauwatosa Savings Bank),926957,Kris Rapp,333215,Independent Director (Brd) (SD),2014-01-28,,Independent Director (Brd) (SD),2013-06-21,
WATERSTONE FINANCIAL INC (Wauwatosa Hldgs Inc prior to 08/2008),913664,WaterStone Bank (Formerly Known as Wauwatosa Savings Bank),926957,Julie Glynn,2180431,Division Senior VP (Non-Brd),2018-03-26,,Senior VP/Division Director (Non-Brd),2018-03-26,
WATERSTONE FINANCIAL INC (Wauwatosa Hldgs Inc prior to 08/2008),913664,WaterStone Bank (Formerly Known as Wauwatosa Savings Bank),926957,Kyle Mertz,1738255,Controller (Non-Brd),2016-06-27,,Controller (Non-Brd),2016-06-27,2018-12-01
WATERSTONE FINANCIAL INC (Wauwatosa Hldgs Inc prior to 08/2008),913664,WaterStone Bank (Formerly Known as Wauwatosa Savings Bank),926957,Kyle Mertz,1738255,Controller (Non-Brd),2016-06-27,,Assistant VP/Controller (Non-Brd),2018-12-01,
STRIDE RITE CORP (De-listed 08/2007),29388,Stride Rite Sourcing International Inc,926960,Tom Montgomery,530432,Executive Officer (Non-Brd),2006-04-01,2007-08-20,Senior VP/General Manager (Non-Brd),2006-04-01,2008-01-01
Equality Health LLC,2614477,Teen Challenge International Inc,926962,Chandra Merica,1890273,Senior VP - Analytics (Non-Brd),2019-01-01,,Member,,
Equality Health LLC,2614477,Teen Challenge International Inc,926962,Chandra Merica,1890273,Vice President - Analytics (Non-Brd),2017-04-01,2019-01-01,Member,,
Moore Landscapes LLC (Moore Landscapes Inc prior to 05/2017),2662108,Teen Challenge International Inc,926962,Joel Korte,1898406,CEO (Brd) (ED),2017-05-01,,Member,,
MANHATTAN PHARMACEUTICALS INC (De-listed 03/2008),481560,Tarpan Therapeutics Inc,926964,Doug Abel,530774,President/CEO (Brd) (ED),2005-04-01,2008-03-26,President/CEO (Brd) (ED),2004-11-01,2005-04-01
GOLD STANDARD VENTURES CORP (Devonshire Resources Ltd prior to 11/2009),1196541,DENTONIA RESOURCES LTD (De-listed 04/2019),926965,Doctor Felix Kaminsky,893877,Exploration Manager (Non-Brd),2005-07-01,2006-12-20,Consultant (Non-Brd),2005-10-13,
ALMADEN MINERALS LTD,924579,DENTONIA RESOURCES LTD (De-listed 04/2019),926965,James McInnes,735263,Director -  SD (Brd) (SD),,,Secretary (Brd) (SD),1993-09-01,2002-04-30
CORNING INC,7915,Waud Capital Partners LLC,926966,John Canning Jr,640906,Independent Director (Brd) (SD),2010-06-02,,Advisor (Non-Brd),,2016-12-01
EXELON CORP,11376,Waud Capital Partners LLC,926966,John Canning Jr,640906,Independent Director (Brd) (SD),2008-08-01,2016-04-26,Advisor (Non-Brd),,2016-12-01
