from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Federal Home Loan Bank of Atlanta (FHLBank Atlanta),551043,First Bank Virginia,2575012,Scott Harvard,511596,Chairman (Brd) (SD),2007-01-01,2012-12-18,President/CEO (Brd) (ED),2011-08-03,2015-07-06
First National Corp (Listed 04/2019),183,First Bank Virginia,2575012,Scott Harvard,511596,President/CEO (Brd) (ED),2011-08-03,2019-04-18,CEO (Brd) (ED),2015-07-06,
First National Corp (Listed 04/2019),183,First Bank Virginia,2575012,Scott Harvard,511596,President/CEO (Brd) (ED),2011-05-09,2011-08-03,CEO (Brd) (ED),2015-07-06,
Federal Home Loan Bank of Atlanta (FHLBank Atlanta),551043,First Bank Virginia,2575012,Scott Harvard,511596,Director -  SD (Brd) (SD),,,CEO (Brd) (ED),2015-07-06,
First National Corp (Listed 04/2019),183,First Bank Virginia,2575012,Jim Youngblood,454604,Division Executive VP (Non-Brd),2012-11-19,2019-04-18,Executive VP/Senior Loan Officer (Non-Brd),2012-11-19,
PREMIER COMMUNITY BANKSHARES INC (De-listed 07/2007),24955,First Bank Virginia,2575012,Jim Youngblood,454604,Director -  SD (Brd) (SD),,,CEO (Brd) (ED),2006-01-01,2007-07-01
INTERMAP TECHNOLOGIES CORP,484791,Food for the Hungry Canada (FH Canada),2575014,Tony Brown,626383,Vice President - Ops (Non-Brd),2000-07-01,2006-12-01,Team Leader,,
Vanjia Corp,3036559,Global Seed Corp (Formerly known as Global Seed Inc),2575015,Tian Jia,1911425,CFO/Treasurer (Non-Brd),2017-07-28,,President/CEO/CFO/Secretary/Treasurer (Brd) (ED),2017-06-30,2018-06-01
First National Corp (Listed 04/2019),183,Valley Proteins Inc,2575017,JJ Smith Jr,1824786,Independent Director (Brd) (SD),2007-10-03,2016-10-02,Chairman/President/CEO (Brd) (ED),2003-01-01,
First National Corp (Listed 04/2019),183,Valley Proteins Inc,2575017,JJ Smith Jr,1824786,Independent Vice Chairman/Secretary (Brd) (SD),2016-10-02,2019-04-18,Chairman/President/CEO (Brd) (ED),2003-01-01,
Rockbridge Growth Equity LLC (Rockbridge Equity Partners LLC prior to 07/2008),1581235,Bruin Sports Capital LLC,2575033,Brian Hermelin,874654,Managing Partner (Brd) (ED),2007-06-07,,Director -  SD (Brd) (SD),,
SUN COMMUNITIES INC,29508,Bruin Sports Capital LLC,2575033,Brian Hermelin,874654,Independent Director (Brd) (SD),2014-01-01,,Director -  SD (Brd) (SD),,
Jordan Company LP (The),563726,Bruin Sports Capital LLC,2575033,Rich Caputo Jr,345353,Chairman/Chief Executive Partner (Brd) (ED),2019-01-01,,Director -  SD (Brd) (SD),,
Jordan Company LP (The),563726,Bruin Sports Capital LLC,2575033,Rich Caputo Jr,345353,Managing Partner/Chief Executive Partner (Brd) (ED),2018-02-01,2019-01-01,Director -  SD (Brd) (SD),,
Venari Resources LLC,1917423,Bruin Sports Capital LLC,2575033,Rich Caputo Jr,345353,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
