from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Marlin Equity Partners LLC,1371946,Phoenix Technologies Ltd,1673778,Nick Kaiser,878479,Partner (Brd) (ED),2005-06-02,2018-01-01,Chairman (Brd) (SD),2010-11-23,
Marlin Equity Partners LLC,1371946,Phoenix Technologies Ltd,1673778,Nick Kaiser,878479,Senior MD (Brd) (ED),2018-01-01,,Chairman (Brd) (SD),2010-11-23,
INTERNATIONAL RECTIFIER CORPORATION (De-listed 01/2015),16575,Phoenix Technologies Ltd,1673778,Tom Lacey,377486,Independent Director (Brd) (SD),2008-03-01,2015-01-13,President/CEO (Brd) (ED),2010-11-23,2011-02-01
Marlin Equity Partners LLC,1371946,Phoenix Technologies Ltd,1673778,Bart Foster,204620,Operating Partner (Non-Brd),2010-01-01,2014-06-01,Director -  SD (Brd) (SD),,
ORRSTOWN FINANCIAL SERVICES INC,1560498,Perry County Chamber of Commerce,1673780,Barry Luckenbaugh,879671,Division Assistant VP (Non-Brd),2009-04-28,2014-01-01,Member,,
Self Storage Group Inc (Global Income Fund Inc prior to 11/2013) (Listed 01/2016),13386,New York Self Storage Association,1673781,Mark Winmill,514719,President/CEO (Brd) (ED),2012-06-30,2016-01-19,Director -  SD,,
Foxby Corp,916954,New York Self Storage Association,1673781,Mark Winmill,514719,Vice President (Non-Brd),2012-08-01,,Director -  SD,,
DIVIDEND AND INCOME FUND INC (Chartwell Dividend & Income Fund Inc prior to 02/2011),6526,New York Self Storage Association,1673781,Mark Winmill,514719,Vice President (Non-Brd),2012-01-01,,Director -  SD,,
JPMORGAN CHASE & CO,17528,Amprion GmbH,1673782,Doctor Jrgen Gromann,27793,Council Member (Non-Brd),2007-01-01,2015-01-01,Chairman (Brd) (SD),,2010-11-22
Fox Rothschild LLP (Formerly known as Fox Rothschild O'Brien & Frankel LLP),792455,John Stively Inn of Court,1673810,Randy Schauer,1853868,Partner (Non-Brd),2002-04-01,,Member,,
Saul Ewing Arnstein & Lehr LLP (Saul Ewing LLP prior to 09/2017),380162,John Stively Inn of Court,1673810,Marisa De Feo,1785993,Associate (Non-Brd),2014-01-01,,Member,,
Fox Rothschild LLP (Formerly known as Fox Rothschild O'Brien & Frankel LLP),792455,John Stively Inn of Court,1673810,Craig Styer,876124,Managing Partner (Non-Brd),1997-01-01,2016-04-01,Member,,
Fox Rothschild LLP (Formerly known as Fox Rothschild O'Brien & Frankel LLP),792455,John Stively Inn of Court,1673810,Craig Styer,876124,Partner (Non-Brd),2016-04-01,,Member,,
