from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
ARRIS INTERNATIONAL PLC (ARRIS Group Inc prior to 01/2016) (De-listed 04/2019),2616,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,David Potts,273844,Executive VP/CFO/Chief Accounting Officer (Non-Brd),2004-03-15,2019-04-04,Independent Director (Brd) (SD),2017-08-22,
AQUANTIVE INC (Avenue A prior to 02/2003) (De-listed 08/2007),3200,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Fred Harman,201616,Independent Director (Brd) (SD),1999-05-01,2004-07-27,Independent Director (Brd) (SD),1999-01-01,2007-03-15
Aspect Software Parent Inc,2348734,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Fred Harman,201616,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1999-01-01,2007-03-15
US AUTO PARTS NETWORK INC,638735,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Fred Harman,201616,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1999-01-01,2007-03-15
Oak Investment Partners LP,105366,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Fred Harman,201616,General Partner (Non-Brd),1994-01-01,2007-01-01,Independent Director (Brd) (SD),1999-01-01,2007-03-15
DELTA AIR LINES INC,8946,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Patricia Higgins,90917,Independent Director (Brd) (SD),2005-07-15,2007-04-30,Independent Director (Brd) (SD),2004-12-17,2018-06-07
BARNES & NOBLE INC (De-listed 08/2019),3593,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Patricia Higgins,90917,Independent Director (Brd) (SD),2006-06-07,2011-10-28,Independent Director (Brd) (SD),2004-12-17,2018-06-07
BARNES & NOBLE INC (De-listed 08/2019),3593,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Patricia Higgins,90917,Lead Independent Director (Brd) (SD),2011-10-28,2019-08-07,Independent Director (Brd) (SD),2004-12-17,2018-06-07
OTELCO INC (Rural LEC Acquisition LLC prior to 12/2004),641978,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Patricia Higgins,90917,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2004-12-17,2018-06-07
DYCOM INDUSTRIES INC,9793,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Patricia Higgins,90917,Independent Director (Brd) (SD),2008-05-20,,Independent Director (Brd) (SD),2004-12-17,2018-06-07
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007),469152,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Patricia Higgins,90917,Independent Director (Brd) (SD),2007-05-01,,Independent Director (Brd) (SD),2004-12-17,2018-06-07
VISTEON CORP (De-listed 03/2009),32804,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Patricia Higgins,90917,Independent Director (Brd) (SD),2004-09-09,2009-03-06,Independent Director (Brd) (SD),2004-12-17,2018-06-07
INTELLISYNC CORP (Pumatech prior to 02/2004) (De-listed 02/2006),25410,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Tyrone Pike,81547,Director -  SD (Brd) (SD),,,Vice President (Non-Brd),2000-08-01,2001-07-01
CITRIX SYSTEMS INC,6959,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Tyrone Pike,81547,Independent Director (Brd) (SD),1993-03-01,2005-02-17,Vice President (Non-Brd),2000-08-01,2001-07-01
MICROSOFT CORP,20601,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Rob Shurtleff Jr,339665,Various Positions (Non-Brd),1988-01-01,1998-01-01,Director -  SD (Brd) (SD),,
IntelePeer Inc (Voex Inc prior to 09/2007),1007924,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Doctor Bill Harding,339627,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1999-01-01,2009-10-20
AVIZA TECHNOLOGY INC (De-listed 06/2009),810460,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Doctor Bill Harding,339627,Independent Director (Brd) (SD),2007-11-27,2009-02-26,Independent Director (Brd) (SD),1999-01-01,2009-10-20
LUCENT TECHNOLOGIES INC (De-listed 11/2006),19249,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Jim DeBlasio,339621,Vice President (Non-Brd),1996-01-01,2002-01-01,Independent Director (Brd) (SD),2003-07-01,2005-09-30
NUANCE COMMUNICATIONS INC (Scansoft Inc prior to 10/2005),27190,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Doctor Bill Harding,339627,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1999-01-01,2009-10-20
LUCENT TECHNOLOGIES INC (De-listed 11/2006),19249,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Jim DeBlasio,339621,Vice President (Non-Brd),2003-01-01,2005-09-01,Independent Director (Brd) (SD),2003-07-01,2005-09-30
General Electric Capital Corp (GE Capital Corp),12985,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Bob Jenks,339713,Various Positions (Non-Brd),,2003-02-01,VP/CFO (Non-Brd),2003-02-01,2004-05-26
Nexsan Corp,1809247,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Doctor Bill Harding,339627,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1999-01-01,2009-10-20
FORMFACTOR INC,81913,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Doctor Bill Harding,339627,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1999-01-01,2009-10-20
Racemi Inc,889971,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Dave Buckel,339734,Director -  SD (Brd) (SD),,,Employee (Non-Brd),2007-11-19,2007-12-01
LUCENT TECHNOLOGIES INC (De-listed 11/2006),19249,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Jim DeBlasio,339621,Vice President (Non-Brd),2002-01-01,2003-01-01,Independent Director (Brd) (SD),2003-07-01,2005-09-30
GIGABEAM CORP (De-listed 01/2008),637392,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,David Buckel,339734,Independent Director (Brd) (SD),2004-10-13,2007-03-29,VP/CFO (Non-Brd),2004-05-01,2007-11-18
Racemi Inc,889971,INTERNAP CORP (Internap Network Services Corp prior to 11/2014),16379,Dave Buckel,339734,Director -  SD (Brd) (SD),,,VP/CFO (Non-Brd),2004-05-01,2007-11-18
MICHAELS STORES INC (De-listed 11/2006),20536,INTERNET AMERICA INC (De-listed 08/2001),16384,Bill Hunt,140770,Director -  SD (Brd) (SD),,,Chairman (Brd) (SD),1995-05-01,2001-08-15
ANDREW CORP (De-listed 12/2007),2186,INTERNET AMERICA INC (De-listed 08/2001),16384,Bill Hunt,140770,Independent Director (Brd) (SD),1999-11-18,2004-07-20,Chairman (Brd) (SD),1995-05-01,2001-08-15
IGO INC (Mobility Electronics Inc prior to 05/2008) (De-listed 11/2013),20928,INTERNET AMERICA INC (De-listed 08/2001),16384,Bill Hunt,140770,Lead Independent Director (Brd) (SD),1999-12-01,2008-03-06,Chairman (Brd) (SD),1995-05-01,2001-08-15
EASTGROUP PROPERTIES INC,9938,INTERNET AMERICA INC (De-listed 08/2001),16384,Ambassador John Palmer Sr,50681,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
AMSOUTH BANCORP (De-listed 11/2006),2116,INTERNET AMERICA INC (De-listed 08/2001),16384,Ambassador John Palmer Sr,50681,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Bolt Solutions Inc (SeaPass Solutions Inc prior to 04/2013),550560,ACTUA CORPORATION (ICG Group Inc prior to 09/2014) (De-listed 02/2018),16388,John Loftus,334388,Director -  SD (Brd) (SD),,,MD (Non-Brd),2008-09-01,2018-02-08
BizEquity LLC (BizEquity Inc prior to 2016),1976140,ACTUA CORPORATION (ICG Group Inc prior to 09/2014) (De-listed 02/2018),16388,John Loftus,334388,Director -  SD (Brd) (SD),,,MD (Non-Brd),2008-09-01,2018-02-08
Dreamit Ventures LLC,1681671,ACTUA CORPORATION (ICG Group Inc prior to 09/2014) (De-listed 02/2018),16388,John Loftus,334388,Mentor (Non-Brd),,2017-01-01,MD (Non-Brd),2008-09-01,2018-02-08
InstaMed Communications LLC,1214228,ACTUA CORPORATION (ICG Group Inc prior to 09/2014) (De-listed 02/2018),16388,John Loftus,334388,Director -  SD (Brd) (SD),,,MD (Non-Brd),2008-09-01,2018-02-08
GENESEE & WYOMING INC,13057,ACTUA CORPORATION (ICG Group Inc prior to 09/2014) (De-listed 02/2018),16388,Philip Ringo,322936,Independent Director (Brd) (SD),1978-01-01,2016-05-17,Lead Independent Director (Brd) (SD),2004-12-01,2006-06-16
GENESEE & WYOMING INC,13057,ACTUA CORPORATION (ICG Group Inc prior to 09/2014) (De-listed 02/2018),16388,Philip Ringo,322936,Director Emeritus (Non-Brd),2016-10-01,,Independent Director (Brd) (SD),2003-01-01,2004-12-01
GENESEE & WYOMING INC,13057,ACTUA CORPORATION (ICG Group Inc prior to 09/2014) (De-listed 02/2018),16388,Philip Ringo,322936,Director Emeritus (Non-Brd),2016-10-01,,Independent Director (Brd) (SD),2006-06-16,2018-02-08
GENESEE & WYOMING INC,13057,ACTUA CORPORATION (ICG Group Inc prior to 09/2014) (De-listed 02/2018),16388,Philip Ringo,322936,Independent Director (Brd) (SD),1978-01-01,2016-05-17,Independent Director (Brd) (SD),2003-01-01,2004-12-01
GENESEE & WYOMING INC,13057,ACTUA CORPORATION (ICG Group Inc prior to 09/2014) (De-listed 02/2018),16388,Philip Ringo,322936,Independent Director (Brd) (SD),1978-01-01,2016-05-17,Independent Director (Brd) (SD),2006-06-16,2018-02-08
FS KKR CAPITAL CORP (FS Investment Corp prior to 12/2018),2062760,ACTUA CORPORATION (ICG Group Inc prior to 09/2014) (De-listed 02/2018),16388,Mike Hagan,337954,Lead Independent Director (Brd) (SD),2014-04-16,,Independent Director (Brd) (SD),2007-06-15,2018-02-08
FS Investment Corp (Franklin Square Investment Corp prior to 06/2008) (Listed 04/2014),1696619,ACTUA CORPORATION (ICG Group Inc prior to 09/2014) (De-listed 02/2018),16388,Mike Hagan,337954,Independent Director (Brd) (SD),2011-04-13,2013-10-01,Independent Director (Brd) (SD),2007-06-15,2018-02-08
NUTRI SYSTEM INC (De-listed 03/2019),22730,ACTUA CORPORATION (ICG Group Inc prior to 09/2014) (De-listed 02/2018),16388,Mike Hagan,337954,Independent Chairman (Brd) (SD),2012-04-04,2019-03-08,Independent Director (Brd) (SD),2007-06-15,2018-02-08
NUTRI SYSTEM INC (De-listed 03/2019),22730,ACTUA CORPORATION (ICG Group Inc prior to 09/2014) (De-listed 02/2018),16388,Mike Hagan,337954,Chairman (Non-Executive) (Brd) (SD),,,Independent Director (Brd) (SD),2007-06-15,2018-02-08
