from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
LINEAGE CELL THERAPEUTICS INC (BioTime Inc prior to 08/2019),1601866,Angel Flight Inc,1624039,Doctor Glenn Prestwich,1324461,Scientific Advisor (Non-Brd),2011-04-01,2015-04-01,Member,,
Modern Meadow Inc,1878540,Angel Flight Inc,1624039,Doctor Glenn Prestwich,1324461,Scientific Advisor (Non-Brd),2012-01-01,,Member,,
ORGANOVO HOLDINGS INC,1964532,Angel Flight Inc,1624039,Doctor Glenn Prestwich,1324461,Scientific Advisor (Non-Brd),2013-07-11,2015-01-01,Member,,
Acosta Inc (Acosta Sales & Marketing Co) (Formerly known as LT Acosta Co Inc),633366,Angel Flight Inc,1624039,Brian Baldwin,1336253,Executive VP (Non-Brd),1990-01-01,2012-11-01,Pilot (Non-Brd),2008-01-01,2008-01-01
Sidley Austin LLP (Sidley Austin Brown & Wood LLP prior to 01/2006),836052,Angel Flight Inc,1624039,Richard Grad,1301430,Partner (Non-Brd),1991-05-01,2014-07-01,Member,,
JARDEN CORP (Alltrista prior to 05/2002) (De-listed 04/2016),1539,Angel Flight Inc,1624039,Tanios Viviani,496072,Division COO (Non-Brd),2015-01-01,2016-04-15,Member,,
Amway Corp,142327,Angel Flight Inc,1624039,Tanios Viviani,496072,Regional President (Non-Brd),2011-01-01,2014-01-01,Member,,
Element Partners LLC,1379418,Angel Flight Inc,1624039,Bill Massa,1844217,Operating Partner (Non-Brd),2016-01-01,,Pilot (Non-Brd),,
Kilpatrick Townsend & Stockton LLP (Kilpatrick Stockton LLP prior to 01/2011),374167,Angel Flight Inc,1624039,Randall Hafer,1932567,Partner (Non-Brd),1998-01-01,,Pilot,,
RiskVision Inc (Agiliance Inc prior to 02/2016),1054160,Angel Flight Inc,1624039,Mark Strutner,1645446,Vice President - Worldwide Sales (Non-Brd),2015-07-01,2016-08-01,Member,,
Sherman & Howard LLC,90886,Angel Flight Inc,1624039,Doug Towns,1677118,Partner (Non-Brd),2015-01-01,2016-05-01,Committee Member,,
Jones Day (Jones Day Reavis & Pogue prior to 01/2003),1204724,Angel Flight Inc,1624039,Doug Towns,1677118,Partner (Non-Brd),1992-09-01,2012-05-01,Committee Member,,
CISCO SYSTEMS INC,6908,Angel Flight Inc,1624039,Matt Speare,1623240,Advisory Council Member (Non-Brd),,,Volunteer,,
REGIONS FINANCIAL CORP,550049,Angel Flight Inc,1624039,Matt Speare,1623240,Division CIO (Non-Brd),2015-12-31,2017-04-01,Volunteer,,
REGIONS FINANCIAL CORP,550049,Angel Flight Inc,1624039,Matt Speare,1623240,Executive VP (Non-Brd),2013-10-01,2015-12-31,Volunteer,,
Carter Bank & Trust (Listed 03/2019),1550015,Angel Flight Inc,1624039,Matt Speare,1623240,Executive VP/Chief Information Officer (Non-Brd),2017-07-03,2019-03-25,Volunteer,,
CARTER BANK & TRUST,3012944,Angel Flight Inc,1624039,Matt Speare,1623240,Executive VP/Chief Information Officer (Non-Brd),2019-03-25,,Volunteer,,
Building Engines Inc (RequestCom Inc prior to 08/2004),1013212,Your Choice Living Inc,1624041,Dave Devereaux,207765,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Kutak Rock LLP,80757,Child Saving Institute Inc,1624042,Lucinda Newberry,1635344,Partner (Non-Brd),,,Member,,
VALMONT INDUSTRIES INC,32263,Child Saving Institute Inc,1624042,Renee Campbell,2000474,Various Positions (Non-Brd),1995-01-01,2014-01-01,Director -  SD,,
Endeavor Global Inc (Endeavor Initiative Inc prior to 11/2004),87096,Wahanda.com,1624043,Alex Zubillaga,454798,Advisor (Non-Brd),,,NED (Brd) (SD),2009-01-01,
TangoMe Inc (dba Tango) (Formerly known as Sgiggle Inc),2045010,Wahanda.com,1624043,Alex Zubillaga,454798,Director -  SD (Brd) (SD),,,NED (Brd) (SD),2009-01-01,
CENTERPOINT PROPERTIES TRUST (De-listed 03/2006),6272,Montana & Idaho Community Development Corp (Montana Community Development Corp prior to 06/2016),1624045,Nick Babson,180936,Independent Trustee (Brd) (SD),1993-12-01,2006-03-09,Chairman (Brd) (SD),2004-01-01,2014-01-01
GEHL CO (De-listed 10/2008),12943,Montana & Idaho Community Development Corp (Montana Community Development Corp prior to 06/2016),1624045,Nick Babson,180936,Independent Director (Brd) (SD),1999-04-22,2006-10-27,Chairman (Brd) (SD),2004-01-01,2014-01-01
FIRST INTERSTATE BANCSYSTEM INC,1635433,Montana & Idaho Community Development Corp (Montana Community Development Corp prior to 06/2016),1624045,James Scott Jr,1699416,Branch Manager (Non-Brd),2015-09-01,2016-01-01,Committee Member (Non-Brd),,
FIRST INTERSTATE BANCSYSTEM INC,1635433,Montana & Idaho Community Development Corp (Montana Community Development Corp prior to 06/2016),1624045,James Scott Jr,1699416,Director -  SD (Brd) (SD),,,Committee Member (Non-Brd),,
Shook Hardy & Bacon LLP,52983,Fulbright Academy of Science & Technology (FAST),1624052,Tom Moga,1636273,Partner (Non-Brd),2008-11-01,2015-03-01,Director -  SD,,
CISCO SYSTEMS INC,6908,Hathaway Global Strategies LLC,1624053,Melissa Hathaway,1072785,Strategic Advisor (Non-Brd),,,President (Non-Brd),,
TERREMARK WORLDWIDE INC (Amtec prior to 04/2000) (De-listed 04/2011),30456,Hathaway Global Strategies LLC,1624053,Melissa Hathaway,1072785,Director -  SD (Brd) (SD),,,President (Non-Brd),,
MANTECH INTERNATIONAL CORP,122662,Hathaway Global Strategies LLC,1624053,Melissa Hathaway,1072785,Strategic Advisor (Non-Brd),,,President (Non-Brd),,
Optiv Security Inc (Accuvant Inc prior to 08/2015),1684943,Hathaway Global Strategies LLC,1624053,Melissa Hathaway,1072785,Advisory Board Member (Non-Brd),2011-09-13,2012-01-01,President (Non-Brd),,
CYRUSONE INC,1925418,Hathaway Global Strategies LLC,1624053,Melissa Hathaway,1072785,Independent Director (Brd) (SD),2013-01-18,2015-05-04,President (Non-Brd),,
Port Authority of New York and New Jersey (PANYNJ),96972,John Jay College of Criminal Justice Foundation,1624056,Governor Rossana Rosado,1078909,Commissioner (Brd) (SD),2012-06-21,2015-05-01,Trustee,,
Port Authority of New York and New Jersey (PANYNJ),96972,John Jay College of Criminal Justice Foundation,1624056,Governor Rossana Rosado,1078909,Commissioner (Brd) (SD),2017-07-02,,Trustee,,
MARSH & MCLENNAN COMPANIES INC,19713,John Jay College of Criminal Justice Foundation,1624056,Zachary Carter,183932,Independent Director (Brd) (SD),2004-05-20,2014-01-17,Trustee,,
CABLEVISION SYSTEMS CORP (De-listed 06/2016),5460,John Jay College of Criminal Justice Foundation,1624056,Zachary Carter,183932,Independent Director (Brd) (SD),2006-10-27,2014-01-07,Trustee,,
Dorsey & Whitney LLP,581688,John Jay College of Criminal Justice Foundation,1624056,Zachary Carter,183932,Partner (Non-Brd),1999-07-01,2013-01-01,Trustee,,
Metalmark Capital LLC,591813,John Jay College of Criminal Justice Foundation,1624056,Jules Kroll,183431,Advisory Board Member (Non-Brd),2007-01-01,,Chairman,,
K2 Intelligence LLC (Formerly known as K2 Global Consulting NA LLC),1971692,John Jay College of Criminal Justice Foundation,1624056,Jules Kroll,183431,Chairman (Brd) (SD),2009-01-01,,Chairman,,
MARSH & MCLENNAN COMPANIES INC,19713,John Jay College of Criminal Justice Foundation,1624056,Jules Kroll,183431,Advisor (Non-Brd),2004-07-09,2008-07-01,Chairman,,
COWEN INC (Cowen Group Inc prior to 05/2017),1602333,John Jay College of Criminal Justice Foundation,1624056,Jules Kroll,183431,Independent Director (Brd) (SD),2009-11-02,2010-12-13,Chairman,,
Kroll Bond Ratings Agency Inc (KBRA),1677018,John Jay College of Criminal Justice Foundation,1624056,Jules Kroll,183431,Chairman (Brd) (ED),2017-02-01,,Chairman,,
