from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
RUBY TUESDAY INC (De-listed 12/2017),26700,Daily Voice (Formerly known as Main Street Connect LLC),1656367,Steve Sadove,33786,Lead Independent Chairman (Brd) (SD),2016-09-13,2017-12-21,Senior Advisor (Non-Brd),2015-03-05,
RUBY TUESDAY INC (De-listed 12/2017),26700,Daily Voice (Formerly known as Main Street Connect LLC),1656367,Steve Sadove,33786,Lead Independent Director (Brd) (SD),2013-10-27,2016-09-13,Senior Advisor (Non-Brd),2015-03-05,
ARAMARK (ARAMARK Holdings Corp prior to 05/2014),2022894,Daily Voice (Formerly known as Main Street Connect LLC),1656367,Steve Sadove,33786,Independent Director (Brd) (SD),2013-12-12,2019-01-30,Senior Advisor (Non-Brd),2015-03-05,
ARAMARK (ARAMARK Holdings Corp prior to 05/2014),2022894,Daily Voice (Formerly known as Main Street Connect LLC),1656367,Steve Sadove,33786,Lead Independent Director (Brd) (SD),2019-01-30,2019-08-25,Senior Advisor (Non-Brd),2015-03-05,
Lead Edge Capital Management LLC (Formerly known as Lead Edge Capital LLC),2032299,Daily Voice (Formerly known as Main Street Connect LLC),1656367,Steve Sadove,33786,Limited Partner (Non-Brd),,,Senior Advisor (Non-Brd),2015-03-05,
BORDERFREE INC (De-listed 06/2015),2056214,Daily Voice (Formerly known as Main Street Connect LLC),1656367,Steve Sadove,33786,Advisory Chairman (Non-Brd),2014-04-09,2015-06-10,Senior Advisor (Non-Brd),2015-03-05,
PARK HOTELS & RESORTS INC,2593891,Daily Voice (Formerly known as Main Street Connect LLC),1656367,Steve Sadove,33786,Independent Director (Brd) (SD),2017-01-04,,Senior Advisor (Non-Brd),2015-03-05,
COLGATE-PALMOLIVE CO,7293,Daily Voice (Formerly known as Main Street Connect LLC),1656367,Steve Sadove,33786,Independent Director (Brd) (SD),2007-06-07,2012-01-01,Senior Advisor (Non-Brd),2015-03-05,
CRAWFORD & CO,8117,Smt Kamala and Sri Venkappa Magadi College of Engineering and Technology (SKSVMA),1656368,Harsha Agadi,1085998,Independent Director (Brd) (SD),2010-08-03,2015-08-21,Chairman,,
CRAWFORD & CO,8117,Smt Kamala and Sri Venkappa Magadi College of Engineering and Technology (SKSVMA),1656368,Harsha Agadi,1085998,Interim President/Interim CEO (Brd) (ED),2015-08-21,2016-06-21,Chairman,,
CRAWFORD & CO,8117,Smt Kamala and Sri Venkappa Magadi College of Engineering and Technology (SKSVMA),1656368,Harsha Agadi,1085998,President/CEO (Brd) (ED),2016-06-21,,Chairman,,
