from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
CareCentrix Inc,1379602,Boston Children's Hospital Trust,2161781,Marty Mannion,346667,Director -  SD (Brd) (SD),,,Council Member,,
Ability Network Inc (VisionShare Inc prior to 01/2005),1703770,Boston Children's Hospital Trust,2161781,Marty Mannion,346667,Director -  SD (Brd) (SD),,,Council Member,,
Summit Partners LP,246382,Boston Children's Hospital Trust,2161781,Marty Mannion,346667,MD (Brd) (ED),2017-01-01,2018-01-01,Council Member,,
Summit Partners LP,246382,Boston Children's Hospital Trust,2161781,Marty Mannion,346667,MD (Brd) (ED),1985-08-01,2015-01-01,Council Member,,
Summit Partners LP,246382,Boston Children's Hospital Trust,2161781,Marty Mannion,346667,MD/COO/Chief Investment Officer (Brd) (ED),2015-01-01,2017-01-01,Council Member,,
Summit Partners LP,246382,Boston Children's Hospital Trust,2161781,Marty Mannion,346667,Senior Advisor (Non-Brd),2018-01-01,,Council Member,,
Liquidnet Holdings Inc,252767,Boston Children's Hospital Trust,2161781,Marty Mannion,346667,Director -  SD (Brd) (SD),,,Council Member,,
Spark Capital LLC,1043981,Boston Children's Hospital Trust,2161781,Todd Dagres,183179,General Partner (Brd) (ED),2005-01-01,,Director -  SD,,
Kateeva Inc (TJet Technologies Inc prior to 02/2009),1680873,Boston Children's Hospital Trust,2161781,Todd Dagres,183179,Director -  SD (Brd) (SD),,,Director -  SD,,
1stdibs.com Inc,1732007,Boston Children's Hospital Trust,2161781,Todd Dagres,183179,Director -  SD (Brd) (SD),,,Director -  SD,,
Jana Mobile Inc (Txteagle Inc prior to 09/2011),1947570,Boston Children's Hospital Trust,2161781,Todd Dagres,183179,Director -  SD (Brd) (SD),,,Director -  SD,,
Apex Tool Group LLC,1651276,Boston Children's Hospital Trust,2161781,Steve Barnes,221320,Director -  SD (Brd) (SD),,,Director -  SD,,
EVERSOURCE ENERGY (Northeast Utilities prior to 02/2015),22660,Boston Children's Hospital Trust,2161781,Joe Nolan Jr,206006,Executive VP - Customer Relations (Non-Brd),2016-08-08,,Director -  SD,,
AFFILIATED MANAGERS GROUP INC (AMG),1002,Boston Children's Hospital Trust,2161781,Sam Byrne,1051087,Independent Director (Brd) (SD),2009-10-20,2019-01-01,Committee Member,,
AFFILIATED MANAGERS GROUP INC (AMG),1002,Boston Children's Hospital Trust,2161781,Sam Byrne,1051087,Lead Independent Director (Brd) (SD),2019-01-01,,Committee Member,,
Massachusetts Biotechnology Council Inc (MassBio),421269,Boston Children's Hospital Trust,2161781,Jay Calnan Jr,982618,Member,,,Committee Member,,
J Calnan & Associates Inc,1475738,Boston Children's Hospital Trust,2161781,Jay Calnan Jr,982618,CEO (Brd) (ED),2011-03-25,,Committee Member,,
General Catalyst Partners LLC,489015,Boston Children's Hospital Trust,2161781,Joel Cutler,766582,MD (Brd) (ED),2000-01-01,,Vice Chairman,,
Citizens Financial Group Inc (RBS Citizens Financial Group Inc prior to 04/2014) (Listed 09/2014),1900448,Boston Children's Hospital Trust,2161781,Douglass Karp,1362385,Advisory Board Member (Non-Brd),,2014-09-24,Director -  SD,,
CITIZENS FINANCIAL GROUP INC,2150201,Boston Children's Hospital Trust,2161781,Douglass Karp,1362385,Advisory Board Member (Non-Brd),2014-09-24,2015-01-01,Director -  SD,,
DISCOVER FINANCIAL SERVICES INC,78171,Boston Children's Hospital Trust,2161781,Eduardo Tobon,1272736,Division President (Non-Brd),2012-09-24,2015-12-01,Advisory Council Member,,
Spencer Stuart LLP,253372,Boston Children's Hospital Trust,2161781,Eduardo Tobon,1272736,Consultant (Non-Brd),2015-12-01,,Advisory Council Member,,
Gilbane Inc,747679,Boston Children's Hospital Trust,2161781,Tom Gilbane III,1125961,Director -  SD (Brd) (SD),,,Committee Member,,
Bain Capital LP,46283,Boston Children's Hospital Trust,2161781,Jonathan Lavine,1109826,Co-Managing Partner (Brd) (ED),1993-01-01,,Director -  SD,,
CRESCENT POINT ENERGY CORP (Formerly known as Crescent Point Energy Trust),1013070,Petrowest Energy Services Trust (Listed 09/2006),2161786,Gerry Romanzin,1202455,Independent Director (Brd) (SD),2004-01-01,2019-06-14,Independent Director (Brd) (SD),2006-07-06,2006-09-07
TRIMAC TRANSPORTATION LTD (Trimac Income Fund prior to 01/2011) (De-listed 07/2016),1986210,Petrowest Energy Services Trust (Listed 09/2006),2161786,Gerry Romanzin,1202455,Independent Corporate Director (Brd) (SD),2005-02-25,2016-07-06,Independent Director (Brd) (SD),2006-07-06,2006-09-07
CRESCENT POINT ENERGY CORP (Formerly known as Crescent Point Energy Trust),1013070,Petrowest Energy Services Trust (Listed 09/2006),2161786,D Gillard,1202453,Independent Director (Brd) (SD),2003-01-01,2018-05-04,Chairman (Brd) (SD),2006-07-06,2006-09-07
Sun Catalytix Corporation (Formerly known as Nocera Newco Inc),1567434,5 Fulton Consulting,2161790,Doctor Arthur Esswein,1474361,Scientist (Non-Brd),2008-08-05,2014-08-01,Principal (Non-Brd),2014-03-01,2015-09-01
SUN MICROSYSTEMS INC (De-listed 01/2010),29526,Oregon Motorcycle Road Racing Association (OMRRA),2161792,Brian Moe,1474947,Division Manager (Non-Brd),2007-01-01,2008-01-01,Committee Member,,
SUN MICROSYSTEMS INC (De-listed 01/2010),29526,Oregon Motorcycle Road Racing Association (OMRRA),2161792,Brian Moe,1474947,Program Manager (Non-Brd),2003-01-01,2007-01-01,Committee Member,,
FEDEX CORP,11664,Petkoff & Lancaster,2161795,Colby Morgan Jr,1472458,Senior Counsel (Non-Brd),1992-06-01,2014-08-01,Associate (Non-Brd),1991-01-01,1992-01-01
Austin Ventures LP,1234762,Austin Achieve Public Schools,2161797,Dai Truong,1641082,Associate (Non-Brd),2013-07-01,2015-07-01,Committee Member,,
FORESTAR GROUP INC (Forestar Real Estate Group Inc prior to 11/2008),1025487,Austin Achieve Public Schools,2161797,George Crowe III,1693492,Vice President - Development (Non-Brd),2008-07-01,2016-02-01,Vice Chairman,,
