from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
CAPITAL POWER INCOME LP (EPCOR Power LP prior to 11/2009) (De-listed 11/2011),663867,EPCOR Utilities Inc (Edmonton Power Corp prior to 05/1996),592044,Jim Oosterbaan,1086279,Director -  SD (Brd) (SD),,,Senior VP (Non-Brd),2004-01-01,2009-01-01
TECK RESOURCES LTD (Teck Cominco Ltd prior to 04/2009),30169,MATRIKON INC (De-listed 06/2010),592047,Hugh Bolton,331070,Independent Director (Brd) (SD),2001-07-20,2015-04-22,Lead Director (Brd) (SD),2001-03-29,2002-12-01
EPCOR Utilities Inc (Edmonton Power Corp prior to 05/1996),592044,MATRIKON INC (De-listed 06/2010),592047,Hugh Bolton,331070,Independent Chairman/Corporate Director (Brd) (SD),2000-01-01,2018-05-02,Lead Director (Brd) (SD),2001-03-29,2002-12-01
WESTJET AIRLINES LTD,484490,MATRIKON INC (De-listed 06/2010),592047,Hugh Bolton,331070,Independent Director (Brd) (SD),2005-09-02,2019-05-07,Independent Chairman (Brd) (SD),2002-12-01,2010-06-30
TORONTO-DOMINION BANK,30956,MATRIKON INC (De-listed 06/2010),592047,Hugh Bolton,331070,Independent Director (Brd) (SD),2003-04-01,2014-04-03,Independent Chairman (Brd) (SD),2002-12-01,2010-06-30
EPCOR Utilities Inc (Edmonton Power Corp prior to 05/1996),592044,MATRIKON INC (De-listed 06/2010),592047,Hugh Bolton,331070,Independent Chairman/Corporate Director (Brd) (SD),2000-01-01,2018-05-02,Independent Chairman (Brd) (SD),2002-12-01,2010-06-30
CAPITAL POWER CORP,1661220,MATRIKON INC (De-listed 06/2010),592047,Hugh Bolton,331070,Independent Director (Brd) (SD),2009-07-09,2015-04-24,Independent Chairman (Brd) (SD),2002-12-01,2010-06-30
CANADIAN NATIONAL RAILWAY CO,6129,MATRIKON INC (De-listed 06/2010),592047,Hugh Bolton,331070,Independent Director (Brd) (SD),2003-04-15,2014-04-23,Independent Chairman (Brd) (SD),2002-12-01,2010-06-30
TECK RESOURCES LTD (Teck Cominco Ltd prior to 04/2009),30169,MATRIKON INC (De-listed 06/2010),592047,Hugh Bolton,331070,Independent Director (Brd) (SD),2001-07-20,2015-04-22,Independent Chairman (Brd) (SD),2002-12-01,2010-06-30
METHANEX CORP,20421,MATRIKON INC (De-listed 06/2010),592047,Janice Rennie,335062,Independent Corporate Director (Brd) (SD),2006-05-09,,Independent Director (Brd) (SD),2003-01-21,2010-06-30
NOVA CHEMICALS CORP (De-listed 07/2009),22559,MATRIKON INC (De-listed 06/2010),592047,Janice Rennie,335062,Independent Director (Brd) (SD),1991-04-23,2004-12-01,Independent Director (Brd) (SD),2003-01-21,2010-06-30
EPCOR Utilities Inc (Edmonton Power Corp prior to 05/1996),592044,MATRIKON INC (De-listed 06/2010),592047,Janice Rennie,335062,Senior VP - HR (Non-Brd),2004-09-30,2005-09-09,Independent Director (Brd) (SD),2003-01-21,2010-06-30
EPCOR Utilities Inc (Edmonton Power Corp prior to 05/1996),592044,MATRIKON INC (De-listed 06/2010),592047,Janice Rennie,335062,Senior VP - HR/Organisation (Non-Brd),2004-01-01,2004-09-30,Independent Director (Brd) (SD),2003-01-21,2010-06-30
WEST FRASER TIMBER CO LTD,604818,MATRIKON INC (De-listed 06/2010),592047,Janice Rennie,335062,Independent Corporate Director (Brd) (SD),2004-04-28,,Independent Director (Brd) (SD),2003-01-21,2010-06-30
CAPITAL POWER CORP,1661220,MATRIKON INC (De-listed 06/2010),592047,Janice Rennie,335062,Independent Director (Brd) (SD),2009-07-09,2012-04-27,Independent Director (Brd) (SD),2003-01-21,2010-06-30
TECK RESOURCES LTD (Teck Cominco Ltd prior to 04/2009),30169,MATRIKON INC (De-listed 06/2010),592047,Janice Rennie,335062,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2003-01-21,2010-06-30
NOVA CHEMICALS CORP (De-listed 07/2009),22559,MATRIKON INC (De-listed 06/2010),592047,Janice Rennie,335062,Independent Director (Brd) (SD),2006-01-01,2007-04-12,Independent Director (Brd) (SD),2003-01-21,2010-06-30
TECK RESOURCES LTD (Teck Cominco Ltd prior to 04/2009),30169,MATRIKON INC (De-listed 06/2010),592047,Janice Rennie,335062,Independent Corporate Director (Brd) (SD),2007-04-01,2015-04-22,Independent Director (Brd) (SD),2003-01-21,2010-06-30
CPI AEROSTRUCTURES INC (Consortium of Precision Industries Inc prior to 07/1992),8090,MATRIKON INC (De-listed 06/2010),592047,Eric Rosenfeld,371733,Independent Chairman (Brd) (SD),2005-01-01,2018-11-08,Independent Director (Brd) (SD),2007-07-12,2010-06-30
HILL INTERNATIONAL INC (Arpeggio Acquisition Corp prior to 06/2006),864414,MATRIKON INC (De-listed 06/2010),592047,Eric Rosenfeld,371733,Independent Director (Brd) (SD),2008-01-01,2010-06-04,Independent Director (Brd) (SD),2007-07-12,2010-06-30
COTT CORPORATION,8032,MATRIKON INC (De-listed 06/2010),592047,Eric Rosenfeld,371733,Lead Independent Director (Brd) (SD),2008-06-18,,Independent Director (Brd) (SD),2007-07-12,2010-06-30
HILL INTERNATIONAL INC (Arpeggio Acquisition Corp prior to 06/2006),864414,MATRIKON INC (De-listed 06/2010),592047,Eric Rosenfeld,371733,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2007-07-12,2010-06-30
PRIMORIS SERVICES CORP (Rhapsody Acquisition Corp prior to 08/2008),1331942,MATRIKON INC (De-listed 06/2010),592047,Eric Rosenfeld,371733,Independent Director (Brd) (SD),2008-08-04,2014-05-02,Independent Director (Brd) (SD),2007-07-12,2010-06-30
CANELSON DRILLING INC (De-listed 08/2015),1519349,MATRIKON INC (De-listed 06/2010),592047,C Jespersen,514685,Independent Director (Brd) (SD),2008-12-10,2015-08-14,Director -  SD (Brd) (SD),,
COMPUTER MODELLING GROUP LTD,598752,MATRIKON INC (De-listed 06/2010),592047,John Zaozirny,514425,Independent Director (Brd) (SD),1996-11-10,2013-05-22,Director -  SD (Brd) (SD),,
Mouvement des Caisses Desjardins (Desjardins Group),1280960,Ordre des comptables agrs du Qubec,592049,Marc Laplante,1262500,Division VP (Non-Brd),1997-01-01,2001-01-01,Member,,
CANADIAN OIL SANDS LTD (Canadian Oil Sands Trust prior to 01/2011) (De-listed 03/2016),265077,MATRIKON INC (De-listed 06/2010),592047,John Zaozirny,514425,Independent Corporate Director (Brd) (SD),1996-01-01,2016-02-08,Director -  SD (Brd) (SD),,
FORDING CANADIAN COAL TRUST (De-listed 10/2008),576514,MATRIKON INC (De-listed 06/2010),592047,John Zaozirny,514425,Independent Trustee (Brd) (SD),2003-01-01,2008-10-31,Director -  SD (Brd) (SD),,
BOW VALLEY ENERGY LTD (De-listed 05/2009),420538,MATRIKON INC (De-listed 06/2010),592047,C Jespersen,514685,Corporate Director (Brd) (SD),1998-05-29,2004-01-01,Director -  SD (Brd) (SD),,
IPSCO INC (De-listed 07/2007),16965,MATRIKON INC (De-listed 06/2010),592047,John Zaozirny,514425,Independent Director (Brd) (SD),1987-01-01,2007-07-19,Director -  SD (Brd) (SD),,
HIGH ARCTIC ENERGY SERVICES INC (High Arctic Energy Services Trust prior to 06/2007),1093749,MATRIKON INC (De-listed 06/2010),592047,John Zaozirny,514425,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
ORVANA MINERALS CORP (Pan Orvana Resources Inc prior to 02/1992),633681,MATRIKON INC (De-listed 06/2010),592047,C Jespersen,514685,Chairman (Brd) (SD),2007-12-03,2012-03-01,Director -  SD (Brd) (SD),,
CANACCORD GENUITY GROUP INC (Canaccord Financial Inc prior to 10/2013),603809,MATRIKON INC (De-listed 06/2010),592047,John Zaozirny,514425,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
McCarthy Ttrault LLP,592014,MATRIKON INC (De-listed 06/2010),592047,John Zaozirny,514425,Counsel (Non-Brd),1986-01-01,2009-01-01,Director -  SD (Brd) (SD),,
BANKERS PETROLEUM LTD (Goldpark China Ltd prior to 06/2004) (De-listed 10/2016),635863,MATRIKON INC (De-listed 06/2010),592047,John Zaozirny,514425,Independent Director (Brd) (SD),2004-08-04,2016-10-04,Director -  SD (Brd) (SD),,
TRANSALTA CORP,31132,MATRIKON INC (De-listed 06/2010),592047,C Jespersen,514685,Independent Corporate Director (Brd) (SD),2004-01-01,2015-04-28,Director -  SD (Brd) (SD),,
CANDAX ENERGY INC (De-listed 09/2015),917269,MATRIKON INC (De-listed 06/2010),592047,John Zaozirny,514425,Lead Independent Director (Brd) (SD),2005-05-04,2009-02-10,Director -  SD (Brd) (SD),,
TERRAVEST INDUSTRIES INC (TerraVest Capital Inc prior to 02/2018),1985857,MATRIKON INC (De-listed 06/2010),592047,John Zaozirny,514425,Chairman (Brd) (SD),2004-01-01,2011-12-31,Director -  SD (Brd) (SD),,
AXIA NETMEDIA CORPORATION (Axia Multimedia Corp prior to 11/1998) (De-listed 08/2016),3292,MATRIKON INC (De-listed 06/2010),592047,C Jespersen,514685,Independent Director (Brd) (SD),2000-11-01,2016-08-02,Director -  SD (Brd) (SD),,
K BRO LINEN INC (K-Bro Linen Income Fund prior to 01/2011),1268090,MATRIKON INC (De-listed 06/2010),592047,Doctor Mike Percy,1261648,Independent Director (Brd) (SD),2007-05-03,2014-09-12,Director -  SD (Brd) (SD),,
K BRO LINEN INC (K-Bro Linen Income Fund prior to 01/2011),1268090,MATRIKON INC (De-listed 06/2010),592047,Doctor Mike Percy,1261648,Independent Director (Brd) (SD),2015-06-16,,Director -  SD (Brd) (SD),,
EPCOR Utilities Inc (Edmonton Power Corp prior to 05/1996),592044,MATRIKON INC (De-listed 06/2010),592047,Doctor Mike Percy,1261648,Independent Director (Brd) (SD),1998-01-01,2014-09-11,Director -  SD (Brd) (SD),,
