from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
VIGNETTE CORP (De-listed 07/2009),32672,DIGITAL INSIGHT CORP (De-listed 02/2007),9252,Henry DeNero,89227,Independent Director (Brd) (SD),2005-01-21,2009-07-21,Independent Director (Brd) (SD),2002-10-17,2007-02-07
PORTALPLAYER INC (De-listed 01/2007),565742,DIGITAL INSIGHT CORP (De-listed 02/2007),9252,Henry DeNero,89227,Independent Director (Brd) (SD),2005-02-15,2007-01-08,Independent Director (Brd) (SD),2002-10-17,2007-02-07
Arcturus Capital,2317657,DIGITAL INSIGHT CORP (De-listed 02/2007),9252,Henry DeNero,89227,Executive-in-Residence (Non-Brd),2004-01-01,,Independent Director (Brd) (SD),2002-10-17,2007-02-07
WESTERN DIGITAL CORP,33382,DIGITAL INSIGHT CORP (De-listed 02/2007),9252,Henry DeNero,89227,Independent Director (Brd) (SD),2000-06-13,,Independent Director (Brd) (SD),2002-10-17,2007-02-07
LAUREATE EDUCATION INC (Sylvan Learning Systems Inc prior to 05/2004) (De-listed 08/2007),29771,DIGITAL INSIGHT CORP (De-listed 02/2007),9252,Jim McGuire,180472,Independent Director (Brd) (SD),1995-12-01,2007-07-12,Chairman (Brd) (SD),1997-03-01,1999-06-01
PROXYMED INC (De-listed 08/2008),25326,DIGITAL INSIGHT CORP (De-listed 02/2007),9252,Jim McGuire,180472,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1999-06-01,2007-02-07
LAUREATE EDUCATION INC (Sylvan Learning Systems Inc prior to 05/2004) (De-listed 08/2007),29771,DIGITAL INSIGHT CORP (De-listed 02/2007),9252,Jim McGuire,180472,Independent Director (Brd) (SD),1995-12-01,2007-07-12,Independent Director (Brd) (SD),1999-06-01,2007-02-07
HP INC (Hewlett-Packard Co prior to 11/2015),14722,DIGITAL ISLAND INC (De-listed 08/2001),9253,Doctor Ruann Ernst,140154,General Manager (Non-Brd),1994-06-01,1998-01-01,President/CEO (Brd) (ED),1998-06-01,1999-12-01
Xtera Communications Inc (Bandwith Solutions Inc prior to 1999) (Listed 11/2015),786765,DIGITAL ISLAND INC (De-listed 08/2001),9253,Cliff Higgerson,140151,Independent Director (Brd) (SD),2000-01-01,2015-11-12,Director -  SD (Brd) (SD),,
ADVANCED FIBRE COMMUNICATIONS INC (De-listed 11/2004),920,DIGITAL ISLAND INC (De-listed 08/2001),9253,Cliff Higgerson,140151,Independent Director (Brd) (SD),1993-01-01,2004-11-30,Director -  SD (Brd) (SD),,
TUT SYSTEMS INC (De-listed 04/2007),31520,DIGITAL ISLAND INC (De-listed 08/2001),9253,Cliff Higgerson,140151,Independent Director (Brd) (SD),1993-07-01,2007-04-02,Director -  SD (Brd) (SD),,
ADVANCED FIBRE COMMUNICATIONS INC (De-listed 11/2004),920,DIGITAL ISLAND INC (De-listed 08/2001),9253,Doctor Ruann Ernst,140154,Independent Director (Brd) (SD),1998-05-01,2004-11-30,Chairman/CEO (Brd) (ED),1999-12-01,2001-07-01
ADVANCED FIBRE COMMUNICATIONS INC (De-listed 11/2004),920,DIGITAL ISLAND INC (De-listed 08/2001),9253,Doctor Ruann Ernst,140154,Independent Director (Brd) (SD),1998-05-01,2004-11-30,President/CEO (Brd) (ED),1998-06-01,1999-12-01
STAMPS.COM INC,29032,DIGITAL ISLAND INC (De-listed 08/2001),9253,Brad Jones,344945,Independent Director (Brd) (SD),1998-10-01,,Director -  SD (Brd) (SD),,
Redpoint Ventures,580183,DIGITAL ISLAND INC (De-listed 08/2001),9253,Brad Jones,344945,Partner (Brd) (ED),1999-08-01,2015-01-01,Director -  SD (Brd) (SD),,
Conmed Healthcare Management Inc (Pace Health Management Systems Inc prior to 03/2007) (Listed 07/2009),23565,DIGITAL ISLAND INC (De-listed 08/2001),9253,R Spreng,329360,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
TUT SYSTEMS INC (De-listed 04/2007),31520,DIGITAL ISLAND INC (De-listed 08/2001),9253,R Spreng,329360,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
AECOM (AECOM Technology Corp prior to 01/2015),114467,DIGITAL ISLAND INC (De-listed 08/2001),9253,Shahan Soghikian,449734,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
CISCO SYSTEMS INC,6908,DIGITAL ISLAND INC (De-listed 08/2001),9253,Allan Leinwand,1331064,Manager (Non-Brd),1990-01-01,1997-01-01,Vice President (Non-Brd),1997-02-01,2000-06-01
CISCO SYSTEMS INC,6908,DIGITAL ISLAND INC (De-listed 08/2001),9253,Mark Culpepper,775080,Engineer (Non-Brd),1995-01-01,1997-01-01,Director - Product Management (Non-Brd),1996-11-01,2000-07-01
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003),11117,DIGITAL ISLAND INC (De-listed 08/2001),9253,Tom Bevilacqua,752727,Chief Investment Officer (Non-Brd),1998-01-01,2003-03-01,Director -  SD (Brd) (SD),,
NATIONAL PROCESSING INC (De-listed 10/2004),21625,DIGITAL ISLAND INC (De-listed 08/2001),9253,Doctor Christos Cotsakos,41631,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003),11117,DIGITAL ISLAND INC (De-listed 08/2001),9253,Doctor Christos Cotsakos,41631,President/CEO (Brd) (ED),1996-03-01,1998-12-01,Director -  SD (Brd) (SD),,
FOX ENTERTAINMENT GROUP INC (De-listed 03/2005),12396,DIGITAL ISLAND INC (De-listed 08/2001),9253,Doctor Christos Cotsakos,41631,Independent Director (Brd) (SD),1999-05-01,2005-03-21,Director -  SD (Brd) (SD),,
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003),11117,DIGITAL ISLAND INC (De-listed 08/2001),9253,Doctor Christos Cotsakos,41631,Chairman/CEO (Brd) (ED),1998-12-01,2003-01-01,Director -  SD (Brd) (SD),,
SOCKET MOBILE INC (Socket Communications Inc prior to 05/2008) (De-listed 07/2012),28415,DIGITAL ISLAND INC (De-listed 08/2001),9253,Doctor Charlie Bass,11320,Chairman/Interim CEO (Brd) (ED),1996-01-01,1996-02-28,Director -  SD (Brd) (SD),,
SOCKET MOBILE INC (Socket Communications Inc prior to 05/2008) (De-listed 07/2012),28415,DIGITAL ISLAND INC (De-listed 08/2001),9253,Doctor Charlie Bass,11320,Chairman/Interim CEO (Brd) (ED),1997-04-24,1998-02-01,Director -  SD (Brd) (SD),,
SOCKET MOBILE INC (Socket Communications Inc prior to 05/2008) (De-listed 07/2012),28415,DIGITAL ISLAND INC (De-listed 08/2001),9253,Doctor Charlie Bass,11320,Chairman (Brd) (SD),1996-02-28,1997-04-24,Director -  SD (Brd) (SD),,
SOCKET MOBILE INC (Socket Communications Inc prior to 05/2008) (De-listed 07/2012),28415,DIGITAL ISLAND INC (De-listed 08/2001),9253,Doctor Charlie Bass,11320,Chairman (Brd) (SD),1992-03-01,1996-01-01,Director -  SD (Brd) (SD),,
