from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
UNITED BANCSHARES INC (OHIO),31822,Union Banking Co,1650350,Paul Cira,1879512,Division VP (Non-Brd),2015-01-01,,Vice President (Non-Brd),2015-01-01,
UNITED BANCSHARES INC (OHIO),31822,Union Banking Co,1650350,Chris Ramsey,1879510,Division VP (Non-Brd),2015-05-01,2017-01-01,Vice President (Non-Brd),2015-05-01,2017-01-01
UNITED BANCSHARES INC (OHIO),31822,Union Banking Co,1650350,Donna Brown,1879503,Division VP (Non-Brd),2011-04-01,,Vice President (Non-Brd),2011-04-01,
UNITED BANCSHARES INC (OHIO),31822,Union Banking Co,1650350,Herbert Huffman III,1998271,Independent Director (Brd) (SD),2018-04-25,,Director -  SD (Brd) (SD),,
AMN HEALTHCARE SERVICES INC,2086,Mental Health Systems Inc (MHS),1650352,Jeanette Sanchez,1380307,Chief Information Officer (Non-Brd),2014-07-22,2017-11-01,Director -  SD,,
AMN HEALTHCARE SERVICES INC,2086,Mental Health Systems Inc (MHS),1650352,Jeanette Sanchez,1380307,Senior VP - IT (Non-Brd),2013-04-01,2014-07-22,Director -  SD,,
UNITED SECURITY BANCSHARES,31828,Girl Scouts of Central California South,1650361,Keith Pretzer,1315550,Vice President/Commercial Loan Officer (Non-Brd),2012-01-01,,Chairman,,
UNITED SECURITY BANCSHARES,31828,Girl Scouts of Central California South,1650361,Denise Flynn,2029052,Vice President (Non-Brd),2019-01-01,,Director -  SD,,
UNITED SECURITY BANCSHARES,31828,Girl Scouts of Central California South,1650361,Denise Flynn,2029052,Vice President/Commercial Loan Officer (Non-Brd),2018-01-01,2019-01-01,Director -  SD,,
Network-1 Technologies Inc (Network-1 Security Solutions Inc prior to 10/2013) (Listed 11/2014),21916,Azigo Inc,1650365,Laurent Ohana,756460,Independent Director (Brd) (SD),2005-09-16,2013-08-09,Investor (Non-Brd),2010-11-01,2011-03-25
Network-1 Technologies Inc (Network-1 Security Solutions Inc prior to 10/2013) (Listed 11/2014),21916,Azigo Inc,1650365,Laurent Ohana,756460,Independent Director (Brd) (SD),2005-09-16,2013-08-09,Chairman (Executive) (Brd) (ED),,
Netpulse Inc (Transcape Systems prior to 10/1997),1883922,Azigo Inc,1650365,Laurent Ohana,756460,Investor (Non-Brd),2009-12-01,2015-12-01,Chairman (Executive) (Brd) (ED),,
Netpulse Inc (Transcape Systems prior to 10/1997),1883922,Azigo Inc,1650365,Laurent Ohana,756460,Investor (Non-Brd),2009-12-01,2015-12-01,Investor (Non-Brd),2010-11-01,2011-03-25
Attivio Inc,1103846,Azigo Inc,1650365,Ali Riaz,454260,Advisor (Non-Brd),2014-12-04,2016-01-01,Director -  SD (Brd) (SD),,
POPEYES LOUISIANA KITCHEN INC (AFC Enterprises Inc prior to 01/2014) (De-listed 03/2017),998,Supply Management Services Inc (SMS),1650367,Alice LeBlanc,1080918,Chief Quality Officer (Non-Brd),2009-10-01,2016-04-01,Director -  SD,,
