from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
HNI CORP (Hon Industries prior to 05/2004),15023,Edgerton Women's Health Center,1326577,Jack Herring,1858289,Investor Relations Manager (Non-Brd),2016-01-01,2016-12-01,Chairman,,
HNI CORP (Hon Industries prior to 05/2004),15023,Edgerton Women's Health Center,1326577,Jack Herring,1858289,Various Positions (Non-Brd),2012-05-01,2016-01-01,Chairman,,
HNI CORP (Hon Industries prior to 05/2004),15023,Edgerton Women's Health Center,1326577,Jack Herring,1858289,Various Positions (Non-Brd),2012-05-01,2016-01-01,Treasurer,,
Endeavor Global Inc (Endeavor Initiative Inc prior to 11/2004),87096,HOUSING FINANCE COMPANY OF KENYA LTD,1326579,Doctor Ben Wairegi,831521,Director -  Non-Brd (Non-Brd),,,Director -  SD (Brd) (SD),,
Pennsylvania NanoMaterials Commercialization Center,1016234,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Bob Kumpf,1367347,Director -  SD (Brd) (SD),,,Chief Technology Officer (Non-Brd),2014-01-23,2016-08-01
SYMYX TECHNOLOGIES INC (De-listed 07/2010),29787,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Robin Weitkamp,1298827,Various Positions (Non-Brd),2006-05-01,2009-10-01,Vice President - Development (Non-Brd),2009-07-01,2013-01-01
BIOAMBER INC (De-listed 03/2018),1951351,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Robert Frost,1257805,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
GEVO INC,1687123,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Vronique Hervouet,1114908,Independent Director (Brd) (SD),2011-02-09,2011-06-14,Director -  SD (Brd) (SD),,
FMC CORP,12164,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,K'Lynne Johnson,1131609,Independent Director (Brd) (SD),2013-09-23,,President/CEO (Brd) (ED),2007-11-01,2015-10-23
TPC GROUP INC (De-listed 12/2012),1648834,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,K'Lynne Johnson,1131609,Independent Director (Brd) (SD),2011-10-07,2012-12-20,President/CEO (Brd) (ED),2007-11-01,2015-10-23
FMC CORP,12164,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,K'Lynne Johnson,1131609,Independent Director (Brd) (SD),2013-09-23,,Chairwoman (Executive) (Brd) (ED),,
SCHIFF NUTRITION INTERNATIONAL INC (Weider Nutrition International prior to 10/2005) (De-listed 12/2012),33237,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Bill McGlashan Jr,989429,Independent Director (Brd) (SD),2010-10-14,2012-12-15,Director -  SD (Brd) (SD),,
Endeavor Global Inc (Endeavor Initiative Inc prior to 11/2004),87096,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Bill McGlashan Jr,989429,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
SUCCESSFACTORS INC (De-listed 02/2012),622925,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Bill McGlashan Jr,989429,Independent Director (Brd) (SD),2007-11-19,2012-02-23,Director -  SD (Brd) (SD),,
TPG Capital LP (Formerly known as Texas Pacific Group Inc),942896,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Bill McGlashan Jr,989429,Managing Partner (Brd) (ED),2004-04-01,2019-03-14,Director -  SD (Brd) (SD),,
XOJET Inc,1080051,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Bill McGlashan Jr,989429,Vice Chairman (Brd) (SD),2007-01-01,2015-01-01,Director -  SD (Brd) (SD),,
Red Book Connect LLC (HotSchedules),1966271,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Bill McGlashan Jr,989429,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
SVMK Inc (SurveyMonkey) (Listed 09/2018),1989910,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Bill McGlashan Jr,989429,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
STX Financing LLC (STX Entertainment),2365465,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Bill McGlashan Jr,989429,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Synthetic Genomics Inc,921362,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Tan Sri Kok Lim,793839,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Applied Proteomics Inc,1827739,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Tan Sri Kok Lim,793839,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
NORWEGIAN CRUISE LINE HOLDINGS LTD,1925428,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Tan Sri Kok Lim,793839,Chairman (Brd) (SD),2013-01-18,2015-03-03,Director -  SD (Brd) (SD),,
Human Longevity Inc,2068282,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Tan Sri Kok Lim,793839,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
EPIRUS BIOPHARMACEUTICALS INC (Zalicus Inc prior to 07/2014) (De-listed 08/2016),421272,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Independent Director (Brd) (SD),2014-07-15,2016-07-25,Director -  SD (Brd) (SD),,
Jackson Laboratory (The),625180,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Counsellor (Non-Brd),,2018-01-01,Director -  SD (Brd) (SD),,
Genomatica Inc,831255,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Galleon Pharmaceuticals Inc,937558,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
AMYRIS INC,1664727,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Independent Acting Chairman (Brd) (SD),2014-05-01,,Director -  SD (Brd) (SD),,
DNAnexus Inc,1809756,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
AERIE PHARMACEUTICALS INC,2000812,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Independent Director (Brd) (SD),2013-10-25,2017-06-08,Director -  SD (Brd) (SD),,
Concentric Agriculture Inc (Inocucor Technologies Inc prior to 05/2018),2142643,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
DNAnexus Inc,1809756,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Director -  SD (Brd) (SD),,,Chairman (Brd) (SD),2007-11-01,2015-09-01
Galleon Pharmaceuticals Inc,937558,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Director -  SD (Brd) (SD),,,Chairman (Brd) (SD),2007-11-01,2015-09-01
EPIRUS BIOPHARMACEUTICALS INC (Zalicus Inc prior to 07/2014) (De-listed 08/2016),421272,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Independent Director (Brd) (SD),2014-07-15,2016-07-25,Chairman (Brd) (SD),2007-11-01,2015-09-01
AMYRIS INC,1664727,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Independent Acting Chairman (Brd) (SD),2014-05-01,,Chairman (Brd) (SD),2007-11-01,2015-09-01
CARDIOVASCULAR SYSTEMS INC (Replidyne Inc prior to 02/2009),469033,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Independent Director (Brd) (SD),2004-06-01,2009-02-25,Chairman (Brd) (SD),2007-11-01,2015-09-01
Moksha8 Pharmaceuticals Inc,1100345,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Director -  SD (Brd) (SD),,,Chairman (Brd) (SD),2007-11-01,2015-09-01
AMYRIS INC,1664727,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Independent Director (Brd) (SD),2010-09-28,2011-05-02,Chairman (Brd) (SD),2007-11-01,2015-09-01
Alphabet Energy Inc,1872999,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Observer (Non-Brd),2011-09-15,2012-01-01,Chairman (Brd) (SD),2007-11-01,2015-09-01
AERIE PHARMACEUTICALS INC,2000812,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Independent Director (Brd) (SD),2013-10-25,2017-06-08,Chairman (Brd) (SD),2007-11-01,2015-09-01
AMYRIS INC,1664727,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Independent Director (Brd) (SD),2012-05-03,2014-05-01,Chairman (Brd) (SD),2007-11-01,2015-09-01
Genomatica Inc,831255,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Director -  SD (Brd) (SD),,,Chairman (Brd) (SD),2007-11-01,2015-09-01
Ultragenyx Pharmaceutical Inc (Listed 01/2014),1735832,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Doctor Geoff Duyk,272794,Observer (Non-Brd),,2013-01-01,Chairman (Brd) (SD),2007-11-01,2015-09-01
WR GRACE & CO,13714,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Mark Tomkins,205579,Independent Director (Brd) (SD),2006-09-06,,Independent Director (Brd) (SD),2007-11-01,2014-01-01
CVR ENERGY INC,1025142,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Mark Tomkins,205579,Independent Director (Brd) (SD),2007-01-01,2012-05-07,Independent Director (Brd) (SD),2007-11-01,2014-01-01
GRANITE CONSTRUCTION INC,13769,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,David Kelsey,64052,Independent Director (Brd) (SD),2003-01-31,,CFO (Non-Brd),2011-08-15,2015-11-01
AMYRIS INC,1664727,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Carole Piwnica,3482,Independent Director (Brd) (SD),2010-09-28,,Vice Chairman (Brd) (SD),2010-12-01,2012-01-01
AMYRIS INC,1664727,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Carole Piwnica,3482,Independent Director (Brd) (SD),2010-09-28,,Director -  SD (Brd) (SD),,
BLACK HILLS CORP,4560,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Steve Mills,37901,Independent Director (Brd) (SD),2011-10-26,,Director -  SD (Brd) (SD),,
AMYRIS INC,1664727,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Steve Mills,37901,Consultant (Non-Brd),2013-12-06,2014-01-01,Director -  SD (Brd) (SD),,
Farmers Edge Inc,2358258,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Steve Mills,37901,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
AMYRIS INC,1664727,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Steve Mills,37901,Consultant (Non-Brd),2012-03-28,2012-05-02,Director -  SD (Brd) (SD),,
Theranos Inc (Ceased Trading 09/2018),855259,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Bob Shapiro,32346,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2009-06-01,2016-01-01
Intrexon Corp (Genomatix Ltd prior to 04/2004) (Listed 08/2013),1075524,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Bob Shapiro,32346,Lead Independent Director (Brd) (SD),2011-11-28,2013-08-08,Independent Director (Brd) (SD),2009-06-01,2016-01-01
Chromatin Inc,1251222,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Bob Shapiro,32346,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2009-06-01,2016-01-01
Sapphire Energy Inc,1262194,Elevance Renewable Sciences Inc (Renewable Chemicals Corp prior to 04/2009),1326581,Bob Shapiro,32346,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2009-06-01,2016-01-01
