from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
RSM US LLP (McGladrey LLP prior to 10/2015),103392,Florida Institute of Certified Public Accountants (FICPA),128552,Bruce Jorth,1086633,Executive Partner (Non-Brd),2009-05-01,2011-01-01,Member,,
RSM US LLP (McGladrey LLP prior to 10/2015),103392,Florida Institute of Certified Public Accountants (FICPA),128552,Bruce Jorth,1086633,Chief Risk Officer (Non-Brd),2011-01-01,,Member,,
WALTER ENERGY INC (Walter Industries Inc prior to 04/2009) (De-listed 07/2015),33052,Florida Institute of Certified Public Accountants (FICPA),128552,Michael Hurley,1085710,Vice President - Tax (Non-Brd),2010-01-01,2015-07-09,Member,,
Walter Energy Inc,2304849,Florida Institute of Certified Public Accountants (FICPA),128552,Michael Hurley,1085710,Vice President - Tax (Non-Brd),2015-07-09,2016-01-20,Member,,
HEICO CORP,14568,Florida Institute of Certified Public Accountants (FICPA),128552,Carlos Macau Jr,1205149,Executive VP/CFO/Treasurer (Non-Brd),2012-06-01,,Member,,
Ping Identity Corporation,534794,Florida Institute of Certified Public Accountants (FICPA),128552,Raj Dani,1198922,CFO (Non-Brd),2016-11-14,,Member,,
SMF ENERGY CORP (Streicher Mobile Fueling Inc prior to 02/2007) (De-listed 04/2012),29384,Florida Institute of Certified Public Accountants (FICPA),128552,Soneet Kapila,1195236,Chief Restructuring Officer (Non-Brd),2012-03-20,2012-04-25,Committee Member,,
GULF POWER CO (De-listed 05/2016),84537,Florida Institute of Certified Public Accountants (FICPA),128552,J O'Sullivan III,1144310,Independent Director (Brd) (SD),2011-05-23,2016-05-18,Member,,
GelTech Solutions Inc,1057368,Florida Institute of Certified Public Accountants (FICPA),128552,Michael Becker,1142750,Independent Director (Brd) (SD),2012-01-03,2019-06-30,Committee Member,,
Holland & Knight LLP,464601,Florida Institute of Certified Public Accountants (FICPA),128552,Larry Kemm,2195976,Partner (Non-Brd),2019-07-23,,Member,,
CAPITAL CITY BANK GROUP INC,5716,Florida Institute of Certified Public Accountants (FICPA),128552,Robert Antoine,2196753,Independent Director (Brd) (SD),2019-07-24,,Member,,
Super Micro Computer Inc,2902795,Florida Institute of Certified Public Accountants (FICPA),128552,Tally Liu,58632,Independent Director (Brd) (SD),2019-01-30,,Member,,
MASTEC INC,19778,Florida Institute of Certified Public Accountants (FICPA),128552,Sherrill Hudson,55366,Director -  SD (Brd) (SD),,,Member,,
STANDARD REGISTER CO (De-listed 03/2015),29056,Florida Institute of Certified Public Accountants (FICPA),128552,Sherrill Hudson,55366,Independent Director (Brd) (SD),2002-12-12,2008-04-24,Member,,
Publix Super Markets Inc,25387,Florida Institute of Certified Public Accountants (FICPA),128552,Sherrill Hudson,55366,Independent Director (Brd) (SD),2003-01-01,2015-04-14,Member,,
TECO ENERGY INC (De-listed 07/2016),30181,Florida Institute of Certified Public Accountants (FICPA),128552,Sherrill Hudson,55366,Chairman (Brd) (SD),2012-12-31,2016-07-01,Member,,
