from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
LUMINEX CORP (DEL),19270,JSciMed Central LLC,2314628,Doctor Stephen Eck,1699394,Independent Director (Brd) (SD),2016-03-07,,Editor (Non-Brd),,
Qualia Inc (LocalResponse Inc prior to 09/2014),1881041,Track.com LLC,2314631,John Frankel,1593752,Director -  SD (Brd) (SD),,,Partner (Non-Brd),,
Parsely Inc,1966723,Track.com LLC,2314631,John Frankel,1593752,Observer (Non-Brd),,,Partner (Non-Brd),,
ff Asset Management LLC (ff Venture Capital),2005653,Track.com LLC,2314631,John Frankel,1593752,Partner (Brd) (ED),2008-02-01,,Partner (Non-Brd),,
Tackk Inc,2483343,Track.com LLC,2314631,John Frankel,1593752,Director -  SD (Brd) (SD),,,Partner (Non-Brd),,
Transactis Inc,785998,Track.com LLC,2314631,John Frankel,1593752,Advisor (Non-Brd),,,Partner (Non-Brd),,
ff Asset Management LLC (ff Venture Capital),2005653,Track.com LLC,2314631,Bob Savage,1842598,Advisory Board Member (Non-Brd),2017-01-01,,CEO (Non-Brd),2010-01-01,
ff Asset Management LLC (ff Venture Capital),2005653,Track.com LLC,2314631,Bob Savage,1842598,Director - Accounting (Non-Brd),2010-09-01,2017-01-01,CEO (Non-Brd),2010-01-01,
NOVA Chemicals Corp,1553142,CEPSA Chimie Bcancou Inc,2314635,Doctor Pedro Roig,743926,Director -  SD (Brd) (SD),,,Chairman (Brd) (SD),,
TIME WARNER INC (AOL Time Warner Inc prior to 10/2003) (De-listed 06/2018),2296,Center for Community and Ethnic Media (CCEM),2314637,Richard Siklos,1089810,Vice President - Corporate Affairs (Non-Brd),2010-10-04,2017-11-01,Advisor,,
Wyng Inc (Offerpop Corp prior to 10/2016),2022463,Center for Community and Ethnic Media (CCEM),2314637,Mark Cooper,1616073,Co-Founder (Non-Brd),2016-01-01,,Advisory Board Member,,
Wyng Inc (Offerpop Corp prior to 10/2016),2022463,Center for Community and Ethnic Media (CCEM),2314637,Mark Cooper,1616073,Co-Founder (Non-Brd),2009-01-01,2010-01-01,Advisory Board Member,,
Wyng Inc (Offerpop Corp prior to 10/2016),2022463,Center for Community and Ethnic Media (CCEM),2314637,Mark Cooper,1616073,Senior VP - Business Development (Non-Brd),2015-01-01,2016-01-01,Advisory Board Member,,
Wyng Inc (Offerpop Corp prior to 10/2016),2022463,Center for Community and Ethnic Media (CCEM),2314637,Mark Cooper,1616073,Senior VP - Products (Non-Brd),2014-01-01,2015-01-01,Advisory Board Member,,
Morgan Lewis & Bockius LLP,250597,Center for Community and Ethnic Media (CCEM),2314637,Jon Albano,1647317,Partner (Non-Brd),,,Advisory Board Member,,
Open Road Integrated Media Inc,1810189,Semi-Linear Inc,2314638,Laurie Racine,1890700,Director -  SD (Brd) (SD),,,Advisory Board Member (Non-Brd),2013-01-01,
SafeBreach Inc,2551549,LearnUp Inc,2314639,Moti Rafalin,1698966,Advisor (Non-Brd),2015-09-01,,President/CEO (Non-Brd),2016-08-01,2017-02-01
New Enterprise Associates (NEA) Inc,117537,LearnUp Inc,2314639,Sheel Tyle,1530246,Principal (Non-Brd),2015-04-01,2017-01-01,Director -  SD (Brd) (SD),,
Bright Market LLC (FastSpring),2211560,LearnUp Inc,2314639,Jim Drill,1258951,Director -  SD (Brd) (SD),,,Advisor (Non-Brd),2015-03-01,2016-03-01
Shasta Ventures Management LLC,639440,LearnUp Inc,2314639,Ravi Mohan,338259,MD (Brd) (ED),2011-01-01,,Director -  SD (Brd) (SD),,
Zuora Inc (Listed 04/2018),1140123,LearnUp Inc,2314639,Ravi Mohan,338259,Business Partner (Non-Brd),2009-08-01,2018-04-12,Director -  SD (Brd) (SD),,
Khoros LLC (Lithium Technologies Inc prior to 03/2019),1214236,LearnUp Inc,2314639,Ravi Mohan,338259,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Apptio Inc (Listed 09/2016),1361408,LearnUp Inc,2314639,Ravi Mohan,338259,Independent Director (Brd) (SD),2010-08-01,2016-09-23,Director -  SD (Brd) (SD),,
Finsphere Corporation,1389085,LearnUp Inc,2314639,Ravi Mohan,338259,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Anaplan Inc (Listed 10/2018),1628350,LearnUp Inc,2314639,Ravi Mohan,338259,Independent Director (Brd) (SD),2012-01-01,2018-10-12,Director -  SD (Brd) (SD),,
Lightbend Inc (Typesafe Inc prior to 02/2016),1720375,LearnUp Inc,2314639,Ravi Mohan,338259,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
LeanData Inc (LD),2314967,LearnUp Inc,2314639,Ravi Mohan,338259,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
APPTIO INC (De-listed 01/2019),2542426,LearnUp Inc,2314639,Ravi Mohan,338259,Independent Director (Brd) (SD),2016-09-23,2018-07-27,Director -  SD (Brd) (SD),,
M&F Bancorp Inc,19326,Woodall CFO Resources LLC,2314640,Jon Woodall,730920,Senior VP/CFO/Secretary (Non-Brd),2006-04-10,2007-10-19,MD (Non-Brd),2002-11-01,2014-10-01
PROGRESS ENERGY RESOURCES CORP (ProEx Energy Ltd prior to 01/2009) (De-listed 12/2012),1205882,Westmount Charter School,2314642,Cindy Rutherford,790122,Vice President - Land (Non-Brd),2009-01-15,2012-12-18,Director -  SD,,
Madrona Venture Group LLC,95717,RewardLoop Inc,2314649,Scott Jacobson,1594300,MD (Brd) (ED),2012-01-10,,Director -  SD (Brd) (SD),,
Mobilewalla Inc (Wordster Inc prior to 02/2013),2201646,RewardLoop Inc,2314649,Scott Jacobson,1594300,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
REDFIN CORP,2686069,RewardLoop Inc,2314649,Scott Jacobson,1594300,Observer (Non-Brd),,,Director -  SD (Brd) (SD),,
ALTABA INC (Yahoo Inc prior to 06/2017),33915,InBay Ltd,2314655,Doctor Jeff Russakow,884428,Executive VP/Chief Customer Officer (Non-Brd),2009-04-01,2011-12-01,Advisor (Non-Brd),2011-10-01,2012-12-01
Santander Holdings USA Inc (Sovereign Bancorp Inc prior to 02/2010),1340607,Geoban SA,2314656,Jose Doncel Razola,531436,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
SANTANDER CONSUMER USA HOLDINGS INC,2037422,Geoban SA,2314656,Jose Doncel Razola,531436,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
TESLA INC (Tesla Motors Inc prior to 02/2017),1650150,Move Guides US Inc,2314659,Susan Repo,1874568,VP/Corporate Treasurer (Non-Brd),2015-10-01,2018-01-01,CFO (Non-Brd),2018-03-22,2018-06-01
AfterMaster Inc (Studio One Media Inc prior to 10/2015),1222677,Henry Carter Hull Library (The),2314660,Dave Reynolds,1594538,Independent Director (Brd) (SD),2015-07-27,2015-12-01,Treasurer,,
AfterMaster Inc (Studio One Media Inc prior to 10/2015),1222677,Clinton Country Club Inc,2314662,Dave Reynolds,1594538,Independent Director (Brd) (SD),2015-07-27,2015-12-01,Treasurer,,
GRAY TELEVISION INC (Gray Communications Systems prior to 07/2002),13794,Neuhoff Communications Inc,2314664,Beth Neuhoff,1594475,Director -  SD (Brd) (SD),,,President/CEO (Non-Brd),2012-08-01,
West Bend Mutual Insurance Co,624566,Neuhoff Communications Inc,2314664,Beth Neuhoff,1594475,Director -  SD (Brd) (SD),,,President/CEO (Non-Brd),2012-08-01,
LINKEDIN CORP (De-listed 12/2016),1702669,Pureprofile Ltd (Listed 07/2015),2314674,Cliff Rosenberg,1074571,Regional MD (Non-Brd),2011-05-19,2016-12-08,Independent NED (Brd) (SD),2015-06-01,2015-07-29
LINKEDIN CORP (De-listed 12/2016),1702669,PUREPROFILE LTD,2314676,Cliff Rosenberg,1074571,Regional MD (Non-Brd),2011-05-19,2016-12-08,Independent NED (Brd) (SD),2015-07-29,2019-02-28
AbleTo Inc (AbilTo Inc prior to 06/2016),1647426,FitAd Inc,2314677,Dorothy Gemmell,1594510,Chief Commercial Officer (Non-Brd),2016-09-08,2018-11-01,Committee Member,,
Practice Fusion Inc,1667978,FitAd Inc,2314677,Dorothy Gemmell,1594510,Senior VP (Non-Brd),2015-07-30,2016-01-01,Committee Member,,
BLACKSTONE GROUP INC (Blackstone Group LP prior to 07/2019),55498,MENHADEN PLC (Menhaden Capital PLC prior to 12/2018),2314687,Chad Pike,330973,Senior MD (Non-Brd),2007-06-01,,Strategic Advisor (Non-Brd),,
DHI GROUP INC (Dice Holdings Inc prior to 04/2015),1025143,Patreon Inc,2314699,Goli Sheikholeslami,1084662,Independent Director (Brd) (SD),2012-09-24,,Independent Director (Brd) (SD),2018-04-03,
Oportun Inc (Formerly known as Progreso Financiero),25194,Patreon Inc,2314699,Saar Gur,1205077,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Charles River Ventures Inc (CRV),258167,Patreon Inc,2314699,Saar Gur,1205077,General Partner (Brd) (ED),2007-03-01,,Director -  SD (Brd) (SD),,
Altius Education Inc,1610513,Patreon Inc,2314699,Saar Gur,1205077,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Magnetic Media Online Inc (Domdex Inc prior to 03/2010),1878887,Patreon Inc,2314699,Saar Gur,1205077,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Magnetic Media Online Inc (Domdex Inc prior to 03/2010),1878887,Patreon Inc,2314699,Saar Gur,1205077,Observer (Non-Brd),2014-01-01,2015-01-01,Director -  SD (Brd) (SD),,
Recurly Inc,1967199,Patreon Inc,2314699,Betty Kayton,1321632,Financial Consultant (Non-Brd),2010-02-01,2016-05-01,Financial Consultant (Non-Brd),2014-11-01,2015-03-01
Oanda Corp,889861,Patreon Inc,2314699,Danny Rimer,483963,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Rightscale Inc,1345157,Patreon Inc,2314699,Danny Rimer,483963,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
DropBox Inc (Evenflow Inc prior to 2009) (Listed 03/2018),1649487,Patreon Inc,2314699,Danny Rimer,483963,Observer (Non-Brd),2010-01-01,2015-09-01,Director -  SD (Brd) (SD),,
Anki Inc,1975350,Patreon Inc,2314699,Danny Rimer,483963,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
1stdibs.com Inc,1732007,Patreon Inc,2314699,Danny Rimer,483963,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
TWITTER INC,2006706,Patreon Inc,2314699,Dick Costolo,481563,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Science Exchange Inc,2431805,Patreon Inc,2314699,Terrence Rohan,1854345,Observer (Non-Brd),2013-02-01,2017-01-01,Investor (Non-Brd),2014-05-01,
Welsh Carson Anderson & Stowe,950345,RTi Technical Consulting,2314701,Jeff Gallant,751172,Operating Partner (Non-Brd),2008-10-01,,Advisor (Non-Brd),,
5AM Venture Management LLC,273062,Foresight Group International AG,2314709,Doctor Arjun Goyal,1593764,Senior Associate (Non-Brd),2014-03-01,2017-01-01,Co-Founder (Non-Brd),2009-09-01,2014-05-01
Menlo Ventures Inc,631039,Scout RFP Inc,2314710,Matt Murphy,1206202,Partner (Brd) (ED),2018-01-01,,Director -  SD (Brd) (SD),,
Menlo Ventures Inc,631039,Scout RFP Inc,2314710,Matt Murphy,1206202,MD (Brd) (ED),2015-06-01,2018-01-01,Director -  SD (Brd) (SD),,
Drawbridge Inc (Formerly known as Adsymptotic Inc),2000876,Scout RFP Inc,2314710,Matt Murphy,1206202,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Session M Inc (Meblur Inc prior to 06/2011),1715605,Scout RFP Inc,2314710,Matt Murphy,1206202,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Booyah Inc,1642641,Scout RFP Inc,2314710,Matt Murphy,1206202,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Puppet Inc (Puppet Labs Inc prior to 04/2016),1792749,Scout RFP Inc,2314710,Matt Murphy,1206202,Observer (Non-Brd),2014-01-01,2019-05-01,Director -  SD (Brd) (SD),,
AppDynamics LLC (Formerly known as AppDynamics Inc),1657558,Scout RFP Inc,2314710,Matt Murphy,1206202,Observer (Non-Brd),2011-12-01,2017-02-01,Director -  SD (Brd) (SD),,
DataStax Inc (Riptano Inc prior to 01/2011),1879462,Scout RFP Inc,2314710,Matt Murphy,1206202,Observer (Non-Brd),2014-08-01,,Director -  SD (Brd) (SD),,
Egnyte Inc,1667613,Scout RFP Inc,2314710,Matt Murphy,1206202,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Instart Logic Inc,1984761,Scout RFP Inc,2314710,Matt Murphy,1206202,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Datameer Inc,1670482,Scout RFP Inc,2314710,Matt Murphy,1206202,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
InsideSales.com Inc (Formerly known as Sales Team Automation LLC),1988695,Scout RFP Inc,2314710,Matt Murphy,1206202,Observer (Non-Brd),2014-04-01,,Director -  SD (Brd) (SD),,
SimpliVity Corp,1899645,Scout RFP Inc,2314710,Matt Murphy,1206202,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Usermind Inc,2285832,Scout RFP Inc,2314710,Matt Murphy,1206202,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Docusign Inc (Listed 04/2018),1245605,Scout RFP Inc,2314710,Paul Melchiorre,1666434,Advisory Board Member (Non-Brd),,2018-04-27,Advisory Board Member (Non-Brd),2014-06-01,
Anaplan Inc (Listed 10/2018),1628350,Scout RFP Inc,2314710,Paul Melchiorre,1666434,Chief Revenue Officer (Non-Brd),2016-02-04,2018-02-27,Advisory Board Member (Non-Brd),2014-06-01,
BizEquity LLC (BizEquity Inc prior to 2016),1976140,Scout RFP Inc,2314710,Paul Melchiorre,1666434,Advisory Board Member (Non-Brd),2012-01-01,,Advisory Board Member (Non-Brd),2014-06-01,
DOCUSIGN INC,2811194,Scout RFP Inc,2314710,Paul Melchiorre,1666434,Advisory Board Member (Non-Brd),2018-04-27,,Advisory Board Member (Non-Brd),2014-06-01,
Coupa Software Inc (Listed 10/2016),941058,Scout RFP Inc,2314710,Greg Tennyson,1858925,Executive Advisor (Non-Brd),2016-04-21,2016-10-06,Advisory Board Member (Non-Brd),2016-07-01,
COUPA SOFTWARE INC,2538518,Scout RFP Inc,2314710,Greg Tennyson,1858925,Executive Advisor (Non-Brd),2016-10-06,2017-01-01,Advisory Board Member (Non-Brd),2016-07-01,
OMNOVA SOLUTIONS INC,23125,Eliokem International SAS,2314734,Olivier Faussadier,1655189,VP/General Manager (Non-Brd),2011-03-10,2013-01-01,Chairman (Brd) (SD),2010-12-01,2013-01-01
CRAFT BREW ALLIANCE INC (Craft Brewers Alliance Inc prior to 01/2012),25908,Sisters of Providence Pension Trustees,2314735,Doctor Kevin Kelly,627369,Independent Director (Brd) (SD),2008-07-01,,Director -  SD,,
CRAFT BREW ALLIANCE INC (Craft Brewers Alliance Inc prior to 01/2012),25908,Western Capital Corp,2314736,Doctor Kevin Kelly,627369,Independent Director (Brd) (SD),2008-07-01,,Director -  SD (Brd) (SD),,
Bank of the Cascades,489857,Western Capital Corp,2314736,Rob Perez,1738256,Executive VP/Regional President (Non-Brd),2016-03-03,,President/CEO (Non-Brd),2008-03-01,2016-03-01
PETIQ INC,2682912,Western Capital Corp,2314736,Gary Michael,35852,Independent Director (Brd) (SD),2017-07-21,,Director -  SD (Brd) (SD),,
IGNYTA INC (De-listed 02/2018),2054150,Mount Sinai Innovations Partners (MSIP) (Formerly known as Office of Technology & Business Development),2314740,Mark Junewicz,1686346,Advisor (Non-Brd),2014-06-01,2015-01-01,Advisory Board Member,,
MATINAS BIOPHARMA HOLDINGS INC,2626288,Mount Sinai Innovations Partners (MSIP) (Formerly known as Office of Technology & Business Development),2314740,Doctor Eric Ende,1081935,Independent Director (Brd) (SD),2017-04-03,,Committee Member (Non-Brd),2015-06-01,
Transactis Inc,785998,Estify Inc,2314741,John Frankel,1593752,Advisor (Non-Brd),,,Director -  SD (Brd) (SD),,
Qualia Inc (LocalResponse Inc prior to 09/2014),1881041,Estify Inc,2314741,John Frankel,1593752,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Parsely Inc,1966723,Estify Inc,2314741,John Frankel,1593752,Observer (Non-Brd),,,Director -  SD (Brd) (SD),,
ff Asset Management LLC (ff Venture Capital),2005653,Estify Inc,2314741,John Frankel,1593752,Partner (Brd) (ED),2008-02-01,,Director -  SD (Brd) (SD),,
Tackk Inc,2483343,Estify Inc,2314741,John Frankel,1593752,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
