from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Accolade Inc (Formerly known as Accolade LLC),574409,American Academy of Pediatrics,89331,Doctor Ivor Horn,850789,Advisor (Non-Brd),2014-10-07,2016-10-06,Member,,
Raptor Pharmaceuticals Corp (Rap Pharma) (Ceased Trading 12/2011),937727,American Academy of Pediatrics,89331,Doctor Jerry Schneider,836796,Advisory Board Member (Non-Brd),2009-09-29,2011-01-01,Member,,
Accolade Inc (Formerly known as Accolade LLC),574409,American Academy of Pediatrics,89331,Doctor Ivor Horn,850789,Advisor (Non-Brd),2019-01-01,,Member,,
Accolade Inc (Formerly known as Accolade LLC),574409,American Academy of Pediatrics,89331,Doctor Ivor Horn,850789,Chief Medical Officer (Non-Brd),2016-10-06,2019-01-01,Member,,
INTERMUNE INC (De-listed 09/2014),16377,American Academy of Pediatrics,89331,Doctor Alan Cohen,843300,Senior VP - Medical Affairs (Non-Brd),2009-11-01,2012-12-01,Fellow,,
MAP PHARMACEUTICALS INC (De-listed 03/2013),634355,American Academy of Pediatrics,89331,Doctor Alan Cohen,843300,Vice President - Clinical Development (Non-Brd),2008-09-03,2009-11-01,Fellow,,
MEDIMMUNE INC (De-listed 06/2007),20139,American Academy of Pediatrics,89331,Doctor Alan Cohen,843300,Senior Director (Non-Brd),2001-01-01,2005-01-01,Fellow,,
CYCLERION THERAPEUTICS INC,3017437,American Academy of Pediatrics,89331,Doctor Kevin Churchwell,837805,Independent Director (Brd) (SD),2019-04-02,,Member,,
DOW CHEMICAL CO (De-listed 08/2017),9559,American Academy of Pediatrics,89331,Doctor Lynn Goldman,843942,Advisory Council Member (Non-Brd),1999-01-01,2001-01-01,Member,,
ORTHOPEDIATRICS CORP,2714649,American Academy of Pediatrics,89331,Doctor Peter Armstrong,852475,Chief Medical Officer (Non-Brd),2017-10-12,,Fellow,,
USANA HEALTH SCIENCES INC (Usana prior to 04/2000),32027,American Academy of Pediatrics,89331,Doctor Christine Wood,889191,Advisory Chairman (Non-Brd),2000-01-01,2016-01-01,Committee Member,,
Team Health Holdings Inc,2610907,American Academy of Pediatrics,89331,Doctor Charles Welborn,1070047,Division Director (Non-Brd),2017-02-06,2017-01-01,Fellow,,
Mayo Clinic,1483379,American Academy of Pediatrics,89331,Doctor Randall Flick,1070642,Medical Director (Non-Brd),2011-07-01,,Executive Committee Member,,
