from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
ENBRIDGE ENERGY PARTNERS LP (Lakehead Pipe Line Co Inc prior to 09/2001) (De-listed 12/2018),10606,ENBRIDGE ENERGY MANAGEMENT LLC (De-listed 12/2018),531213,Chris Johnston,1521603,Vice President - Finance (Non-Brd),2017-07-28,2018-12-20,Vice President - Finance (Non-Brd),2017-07-28,2018-12-20
ENBRIDGE ENERGY PARTNERS LP (Lakehead Pipe Line Co Inc prior to 09/2001) (De-listed 12/2018),10606,ENBRIDGE ENERGY MANAGEMENT LLC (De-listed 12/2018),531213,Roni Cappadonna,1525334,General Manager - Investor Relations (Non-Brd),2017-01-01,2018-10-01,General Manager - Investor Relations (Non-Brd),2017-01-01,2018-12-20
ENBRIDGE ENERGY PARTNERS LP (Lakehead Pipe Line Co Inc prior to 09/2001) (De-listed 12/2018),10606,ENBRIDGE ENERGY MANAGEMENT LLC (De-listed 12/2018),531213,Valorie Wanner,1681232,Corporate Secretary (Non-Brd),2016-01-01,2018-08-01,Corporate Secretary (Non-Brd),2016-01-01,2018-08-01
ENBRIDGE ENERGY PARTNERS LP (Lakehead Pipe Line Co Inc prior to 09/2001) (De-listed 12/2018),10606,ENBRIDGE ENERGY MANAGEMENT LLC (De-listed 12/2018),531213,Leo Golden,1680615,Vice President - Projects (Non-Brd),2015-04-30,2018-12-20,Vice President - Projects (Non-Brd),2015-04-30,2018-12-20
BLUEKNIGHT ENERGY PARTNERS LP,1702333,Enbridge Energy Co Inc,531215,Joel Kanvik,1811365,Chief Legal Officer/General Counsel (Non-Brd),2016-11-07,2018-09-30,Director -  Non-Brd (Non-Brd),,
ENBRIDGE INC,10607,Enbridge Energy Co Inc,531215,Chris Johnston,1521603,Division VP - Finance (Non-Brd),2016-09-01,,Vice President - Finance (Non-Brd),2017-07-28,
ENBRIDGE ENERGY PARTNERS LP (Lakehead Pipe Line Co Inc prior to 09/2001) (De-listed 12/2018),10606,Enbridge Energy Co Inc,531215,Chris Johnston,1521603,Vice President - Finance (Non-Brd),2017-07-28,2018-12-20,Vice President - Finance (Non-Brd),2017-07-28,
ENBRIDGE ENERGY MANAGEMENT LLC (De-listed 12/2018),531213,Enbridge Energy Co Inc,531215,Chris Johnston,1521603,Vice President - Finance (Non-Brd),2017-07-28,2018-12-20,Vice President - Finance (Non-Brd),2017-07-28,
ENBRIDGE ENERGY MANAGEMENT LLC (De-listed 12/2018),531213,Enbridge Energy Co Inc,531215,Brad Shamla,1398924,Vice President - Ops (Non-Brd),2013-04-01,2018-12-20,Vice President - Ops (Non-Brd),2013-10-01,
ENBRIDGE ENERGY PARTNERS LP (Lakehead Pipe Line Co Inc prior to 09/2001) (De-listed 12/2018),10606,Enbridge Energy Co Inc,531215,Brad Shamla,1398924,Vice President - Ops (Non-Brd),2013-04-01,2018-12-20,Vice President - Ops (Non-Brd),2013-10-01,
BLACK HILLS CORP,4560,Enbridge Energy Co Inc,531215,Rebecca Roberts,42986,Independent Director (Brd) (SD),2011-05-25,,Independent Director (Brd) (SD),2012-07-30,2015-03-19
