from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
LEADIS TECHNOLOGY INC (De-listed 11/2009),465805,Mindtree Consulting Ltd (Listed 03/2007),2044110,Lip-Bu Tan,182411,Lead Independent Director (Brd) (SD),2004-01-01,2006-11-29,Director -  SD (Brd) (SD),,
Ambarella Inc (Listed 10/2012),664214,Mindtree Consulting Ltd (Listed 03/2007),2044110,Lip-Bu Tan,182411,Independent Director (Brd) (SD),2004-02-01,2012-10-10,Director -  SD (Brd) (SD),,
CADENCE DESIGN SYSTEMS INC,5480,Mindtree Consulting Ltd (Listed 03/2007),2044110,George Scalise,67992,Independent Director (Brd) (SD),1989-01-01,2017-05-04,Independent Director (Brd) (SD),2006-10-24,2007-03-07
Mu Sigma Inc,1091505,Info Edge (India) Ltd (Listed 11/2006),2044113,Doctor Ashish Gupta,1285578,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2006-04-01,2006-11-21
Bloom Energy Corp (Listed 07/2018),956484,Alta Loma LLC,2044117,Eddy Zervigon,1038567,Independent Director (Brd) (SD),2007-10-01,2018-07-25,Principal (Non-Brd),2012-07-01,2015-12-01
DIGITALGLOBE INC (De-listed 10/2017),1383236,Alta Loma LLC,2044117,Eddy Zervigon,1038567,Independent Director (Brd) (SD),2014-03-01,2017-10-05,Principal (Non-Brd),2012-07-01,2015-12-01
DIGITALGLOBE INC (De-listed 10/2017),1383236,Alta Loma LLC,2044117,Eddy Zervigon,1038567,Independent Director (Brd) (SD),2009-05-14,2013-01-31,Principal (Non-Brd),2012-07-01,2015-12-01
BOEING CO,4730,Boeing Integrated Defense Systems Inc,2044120,Shelley Lavender,1359191,Division President (Non-Brd),2013-12-31,2017-01-01,President (Non-Brd),2013-12-31,2017-01-01
BOEING CO,4730,Boeing Integrated Defense Systems Inc,2044120,Tom Bell,1316021,Division Senior VP - Sales/Mktg (Non-Brd),2015-06-01,2018-01-30,Senior VP - Global Sales (Non-Brd),2015-06-01,2018-01-30
BOEING CO,4730,Boeing Integrated Defense Systems Inc,2044120,Doctor Roger Roberts,1852389,Division Senior VP/General Manager (Non-Brd),1997-01-01,2005-08-01,Senior VP/Division Head (Non-Brd),1997-01-01,2005-08-01
BOEING CO,4730,Boeing Integrated Defense Systems Inc,2044120,Karl Jeppesen,1869010,Division VP (Non-Brd),1990-01-01,2017-01-01,Vice President - Procurement (Non-Brd),,2017-01-01
BOEING CO,4730,Boeing Integrated Defense Systems Inc,2044120,Karl Jeppesen,1869010,Division VP (Non-Brd),2017-01-01,,Vice President - Procurement (Non-Brd),,2017-01-01
HRL Laboratories LLC (Hughes Research Laboratories Inc prior to 12/1997),266097,Boeing Integrated Defense Systems Inc,2044120,Rick Baily,1471981,Director -  SD (Brd) (SD),,,Vice President - Engineering (Non-Brd),2010-01-07,2015-03-01
BOEING CO,4730,Boeing Integrated Defense Systems Inc,2044120,Jim Zrust,1519578,Division VP/Division CFO (Non-Brd),2015-02-11,2017-05-01,VP/CFO (Non-Brd),2015-02-11,2017-05-01
CMG Holdings Group Inc (CMG Holdings Inc prior to 06/2011),1200220,Burkhardt Ltd,2044122,Ron Burkhardt,1371592,Director -  SD (Brd) (SD),,,CEO (Non-Brd),2003-01-01,2014-12-01
Mosaica Group LLC (La Crosse Litho Supply LLC prior to 10/2012),1482224,Big Systems LLC,2044126,Mark Six,1371550,Business Development Manager (Non-Brd),2013-02-01,2015-01-01,Sales Manager (Non-Brd),1998-01-01,2013-01-01
Quirky Inc,1639293,Natural Areas Conservancy Inc,2044136,Rochelle DiRe,1371429,Chief People Officer (Non-Brd),2014-01-01,2015-08-01,Director -  SD,,
Quirky Inc,1639293,Natural Areas Conservancy Inc,2044136,Rochelle DiRe,1371429,Vice President - People (Non-Brd),2013-08-01,2014-01-01,Director -  SD,,
Pension Reserves Investment Management Board (PRIM),484477,McCall & Almy Inc,2044137,Bill McCall,1369132,Committee Member (Non-Brd),,,President (Non-Brd),1990-01-01,
Rockland Trust Co,750624,McCall & Almy Inc,2044137,Mary Lentz,1810974,Director -  SD (Brd) (SD),,,Executive VP/Partner (Non-Brd),1996-01-01,
INDEPENDENT BANK CORP,1053695,McCall & Almy Inc,2044137,Mary Lentz,1810974,Independent Director (Brd) (SD),2016-11-07,,Executive VP/Partner (Non-Brd),1996-01-01,
Cleary Gottlieb Steen & Hamilton LLP,39236,Evan A Davis LLC,2044139,Evan Davis,103132,Senior Counsel (Non-Brd),2012-07-01,,Mediator (Non-Brd),,
REEDS INC,1481494,ValueDriven CFO,2044140,David Williams,1371376,Interim CFO (Non-Brd),2014-02-07,2014-05-22,Founding Partner (Non-Brd),2010-01-01,
PUMA BIOTECHNOLOGY INC,1897609,SINTX TECHNOLOGIES INC (Amedica Corp prior to 11/2018),2044141,Jay Moyes,274679,Independent Director (Brd) (SD),2012-10-19,2017-01-01,CFO (Brd) (ED),2014-02-13,2014-08-08
Integrated Diagnostics Inc ((InDi Dx) (Formerly known as Integrative Diagnostics Inc),1665476,SINTX TECHNOLOGIES INC (Amedica Corp prior to 11/2018),2044141,Jay Moyes,274679,Independent Director (Brd) (SD),2011-03-09,2018-07-01,CFO (Brd) (ED),2014-02-13,2014-08-08
OSIRIS THERAPEUTICS INC (De-listed 03/2017),74414,AMEDICA CORP,2044141,Jay Moyes,274679,Independent Director (Brd) (SD),2006-08-09,2017-03-14,CFO (Brd) (ED),2014-02-13,2014-08-08
WRIGHT MEDICAL GROUP INC (De-listed 10/2015),33771,SINTX TECHNOLOGIES INC (Amedica Corp prior to 11/2018),2044141,Eric Stookey,504111,Consultant (Non-Brd),2014-08-20,2015-02-01,Independent Director (Brd) (SD),2014-10-06,
Cartiva Inc,2162680,AMEDICA CORP,2044141,Eric Stookey,504111,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2014-10-06,
MIMEDX GROUP INC (De-listed 11/2018),1948281,SINTX TECHNOLOGIES INC (Amedica Corp prior to 11/2018),2044141,Jeff White,1377246,Vice President - Product Management (Non-Brd),2015-08-01,2017-03-01,Independent Director (Brd) (SD),2014-02-13,
