from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
MEDICINES COMPANY (THE),20121,"University of North Carolina, Eshelman School of Pharmacy (School of Pharmacy, University of North Carolina prior to 05/2008)",381387,Doctor Fred Eshelman,105362,Chairman (Executive) (Brd) (ED),,,Adjunct Professor (Non-Brd),2008-05-01,
BAUSCH HEALTH COMPANIES INC (Valeant Pharmaceuticals International Inc prior to 07/2018),4427,"University of North Carolina, Eshelman School of Pharmacy (School of Pharmacy, University of North Carolina prior to 05/2008)",381387,Doctor Fred Eshelman,105362,Independent Corporate Director (Brd) (SD),2016-03-08,2018-04-30,Adjunct Professor (Non-Brd),2008-05-01,
BIOCRYST PHARMACEUTICALS INC,4327,"University of North Carolina, Eshelman School of Pharmacy (School of Pharmacy, University of North Carolina prior to 05/2008)",381387,George Abercrombie,852044,Independent Director (Brd) (SD),2011-10-10,2013-02-07,Director -  SD,,
PHARMACEUTICAL PRODUCT DEVELOPMENT INC (De-listed 12/2011),24316,"University of North Carolina, Eshelman School of Pharmacy (School of Pharmacy, University of North Carolina prior to 05/2008)",381387,Doctor Fred Eshelman,105362,Chairman (Executive) (Brd) (ED),,,Adjunct Professor (Non-Brd),2008-05-01,
FURIEX PHARMACEUTICALS INC (De-listed 07/2014),1676413,"University of North Carolina, Eshelman School of Pharmacy (School of Pharmacy, University of North Carolina prior to 05/2008)",381387,Doctor Fred Eshelman,105362,Chairman (Brd) (SD),2010-05-28,2014-07-02,Adjunct Professor (Non-Brd),2008-05-01,
MEDICINES COMPANY (THE),20121,"University of North Carolina, Eshelman School of Pharmacy (School of Pharmacy, University of North Carolina prior to 05/2008)",381387,Doctor Fred Eshelman,105362,Director -  SD (Brd) (SD),,,Adjunct Professor (Non-Brd),2008-05-01,
MEDICINES COMPANY (THE),20121,"University of North Carolina, Eshelman School of Pharmacy (School of Pharmacy, University of North Carolina prior to 05/2008)",381387,Doctor Fred Eshelman,105362,Independent Chairman (Brd) (SD),2015-08-28,2017-11-13,Adjunct Professor (Non-Brd),2008-05-01,
G1 Therapeutics Inc (G-Zero Therapeutics Inc prior to 09/2012) (Listed 05/2017),1965623,"University of North Carolina, Eshelman School of Pharmacy",381387,Doctor Fred Eshelman,105362,Independent Director (Brd) (SD),2015-02-05,2017-05-17,Adjunct Professor (Non-Brd),2008-05-01,
PHARMACEUTICAL PRODUCT DEVELOPMENT INC (De-listed 12/2011),24316,"University of North Carolina, Eshelman School of Pharmacy (School of Pharmacy, University of North Carolina prior to 05/2008)",381387,Doctor Fred Eshelman,105362,Vice Chairman/CEO (Brd) (ED),1993-07-01,2009-07-01,Adjunct Professor (Non-Brd),2008-05-01,
G1 THERAPEUTICS INC,2657879,"University of North Carolina, Eshelman School of Pharmacy (School of Pharmacy, University of North Carolina prior to 05/2008)",381387,Doctor Fred Eshelman,105362,Independent Director (Brd) (SD),2017-05-17,,Adjunct Professor (Non-Brd),2008-05-01,
EYENOVIA INC,2767032,"University of North Carolina, Eshelman School of Pharmacy (School of Pharmacy, University of North Carolina prior to 05/2008)",381387,Doctor Fred Eshelman,105362,Independent Chairman (Brd) (SD),2018-01-25,,Adjunct Professor (Non-Brd),2008-05-01,
