from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
BOJANGLES INC (De-listed 01/2019),2243725,"School of Arts and Sciences, University of Pennsylvania",111971,Will Kussell,801441,Chairman (Non-Executive) (Brd) (SD),,,Overseer,,
Symphony Teleca Corp (Symphony Service Corp prior to 02/2012),567522,"School of Arts and Sciences, University of Pennsylvania",111971,Ramanan Raghavendran,860290,Director -  SD (Brd) (SD),,,Overseer,,
BANK OF AMERICA CORP,4504,"School of Arts and Sciences, University of Pennsylvania",111971,Doctor Hayley Boesky,1075884,Division Vice Chairman/MD (Non-Brd),2010-04-01,,Overseer,,
Weil Gotshal & Manges LLP,262182,"School of Arts and Sciences, University of Pennsylvania",111971,Lori Fife,997230,Partner (Non-Brd),1983-09-01,2014-12-01,Council Member,,
Weil Gotshal & Manges LLP,262182,"School of Arts and Sciences, University of Pennsylvania",111971,Lori Fife,997230,Partner (Non-Brd),1983-09-01,2014-12-01,Overseer,,
LEXINGTON REALTY TRUST,18770,"School of Arts and Sciences, University of Pennsylvania",111971,Jamie Handwerker,746924,Independent Trustee (Brd) (SD),2017-03-27,,Overseer,,
Warburg Pincus LLC,461930,"School of Arts and Sciences, University of Pennsylvania",111971,Dalip Pathak,774310,Limited Partner (Non-Brd),2013-04-01,,Overseer,,
Warburg Pincus LLC,461930,"School of Arts and Sciences, University of Pennsylvania",111971,Dalip Pathak,774310,Regional MD (Brd) (ED),1994-01-01,2013-04-01,Overseer,,
Vanguard Group Inc,108927,"School of Arts and Sciences, University of Pennsylvania",111971,Doctor Amy Gutmann,776824,Director -  SD (Brd) (SD),,,Professor (Non-Brd),,
EVERCORE INC (Evercore Partners Inc prior to 08/2017),502603,"School of Arts and Sciences, University of Pennsylvania",111971,Michael Price,645529,Senior MD (Non-Brd),,,Overseer,,
BROOKFIELD ASSET MANAGEMENT INC (Brascan prior to 11/2005),5011,"School of Arts and Sciences, University of Pennsylvania",111971,David Brush,623280,Managing Partner (Non-Brd),2012-07-13,2014-02-01,Overseer,,
AMEREN CORP,1976,"School of Arts and Sciences, University of Pennsylvania",111971,Jim Johnson,332913,Independent Director (Brd) (SD),2005-04-26,,Overseer,,
HANESBRANDS INC,882407,"School of Arts and Sciences, University of Pennsylvania",111971,Jim Johnson,332913,Independent Director (Brd) (SD),2006-09-01,,Overseer,,
