from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
BANK OF NEW YORK MELLON CORP (THE),945834,BNY Mellon International Operations (India) Pvt Ltd,1728953,Shekar Ranganathan,1778482,Regional CFO/Chief Administrative Officer (Non-Brd),2004-12-01,2009-01-01,CFO/Chief Administrative Officer (Non-Brd),2004-12-01,2009-08-01
BANK OF NEW YORK MELLON CORP (THE),945834,BNY Mellon International Operations (India) Pvt Ltd,1728953,Shekar Ranganathan,1778482,Regional Financial Controller (Non-Brd),2009-01-01,,CFO/Chief Administrative Officer (Non-Brd),2004-12-01,2009-08-01
BANK OF NEW YORK MELLON CORP (THE),945834,BNY Mellon International Operations (India) Pvt Ltd,1728953,Sudish Panicker,2103593,Division MD/Head (Non-Brd),2018-01-01,,MD/Head of Operations (Non-Brd),2018-01-01,
ADTALEM GLOBAL EDUCATION INC (DeVry Education Group Inc prior to 05/2017),9109,Texas Organization for Associate Degree Nursing Inc,1728954,Doctor Mary Yoho,1131373,Division President (Non-Brd),2011-09-01,2014-08-12,Member,,
AMERICAN EXPRESS CO,1815,Vente-Privee USA Inc,1728957,Eric Feldstein,488891,Division Executive VP (Non-Brd),2010-11-01,2016-04-01,Director -  SD (Brd) (SD),,
AMERICAN EXPRESS CO,1815,Vente-Privee USA Inc,1728957,Glenda McNeal,532773,VP/General Manager (Non-Brd),2000-02-01,2003-07-01,Director -  SD (Brd) (SD),,
Summit Partners LP,246382,Vente-Privee USA Inc,1728957,Scott Collins,1277993,MD (Brd) (ED),2001-06-12,2017-01-01,Director -  SD (Brd) (SD),,
Summit Partners LP,246382,Vente-Privee USA Inc,1728957,Scott Collins,1277993,MD/COO (Brd) (ED),2017-01-01,,Director -  SD (Brd) (SD),,
Calypso Technology Inc,642214,Vente-Privee USA Inc,1728957,Scott Collins,1277993,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
PrismHR Inc (FW Davison & Co Inc prior to 02/2015),2466226,Vente-Privee USA Inc,1728957,Scott Collins,1277993,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
SUPERMEDIA INC (Idearc Inc prior to 01/2010) (De-listed 04/2013),1616276,Vente-Privee USA Inc,1728957,Robin Domeniconi,1069727,Independent Director (Brd) (SD),2010-01-04,2013-04-30,Vice President - Mktg (Non-Brd),2011-10-13,2013-09-01
NexPhase Capital LLC (Moelis Capital Partners LLC prior to 01/2016),1728933,Win Holdings Inc,1728961,Andy Kieffer,1130748,Partner (Brd) (ED),2013-01-01,,Director -  SD (Brd) (SD),,
ZEDGE INC,2470350,GENIE ENERGY LTD,1731142,Howard Jonas,141232,Vice Chairman (Brd) (SD),2016-11-14,,Chairman/CEO (Brd) (ED),2014-01-01,2017-11-01
NexPhase Capital LLC (Moelis Capital Partners LLC prior to 01/2016),1728933,Win Holdings Inc,1728961,Andy Kieffer,1130748,Principal (Non-Brd),,2013-01-01,Director -  SD (Brd) (SD),,
North American Partners in Anesthesia LLP (NAPA) (North Shore Anesthesia Associates LLP prior to 09/2000),2289312,Win Holdings Inc,1728961,Andy Kieffer,1130748,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
NexPhase Capital LLC (Moelis Capital Partners LLC prior to 01/2016),1728933,Win Holdings Inc,1728961,Ted Yun,1131832,Managing Partner (Brd) (ED),2010-04-07,,Director -  SD (Brd) (SD),,
KINSALE CAPITAL GROUP INC,2497838,Win Holdings Inc,1728961,Ted Yun,1131832,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
ST JUDE MEDICAL INC (De-listed 01/2017),28985,Win Holdings Inc,1728961,Barbara Hill,59261,Independent Director (Brd) (SD),2007-12-06,2017-01-04,Director -  SD (Brd) (SD),,
NexPhase Capital LLC (Moelis Capital Partners LLC prior to 01/2016),1728933,Win Holdings Inc,1728961,Barbara Hill,59261,Operating Partner (Non-Brd),2011-03-24,,Director -  SD (Brd) (SD),,
FIRSTCASH INC (First Cash Financial Services Inc prior to 09/2016),50,Girl Scouts of Texas Oklahoma Plains,1728968,Shoshana Thoma-Isgur,1736698,Associate General Counsel (Non-Brd),2016-11-01,,Director -  SD,,
FIRSTCASH INC (First Cash Financial Services Inc prior to 09/2016),50,Girl Scouts of Texas Oklahoma Plains,1728968,Anna Alvarado Gomez,1516013,Assistant General Counsel (Non-Brd),2011-01-01,2015-01-26,Director -  SD,,
FIRSTCASH INC (First Cash Financial Services Inc prior to 09/2016),50,Girl Scouts of Texas Oklahoma Plains,1728968,Anna Alvarado Gomez,1516013,General Counsel (Non-Brd),2015-01-26,,Director -  SD,,
JETPAY CORP (Universal Business Payment Solutions Acquisition Corp prior to 08/2013) (De-listed 12/2018),1701598,Lubert Family Foundation Inc,1728970,Jon Lubert,1131244,Independent Director (Brd) (SD),2011-05-10,2018-01-09,Member,,
American Infrastructure MLP Fund LP,1244517,Lubert Family Foundation Inc,1728970,Jon Lubert,1131244,Advisor (Non-Brd),,2014-01-01,Member,,
MSCI INC,1041062,Global Chinese Real Estate Congress (GCREC),1728979,Doctor David Zhang,1881726,MD/Head of Division (Non-Brd),2017-01-17,,Member,,
Porter Wright Morris & Arthur LLP (PWMA),126832,Girl Scouts of Ohios Heartland,1728980,Molly Crabtree,1638828,Partner (Non-Brd),2001-09-01,,Director -  SD,,
AMERICAN ELECTRIC POWER CO INC,1809,Girl Scouts of Ohios Heartland,1728980,Julie Sloat,594901,Senior VP/Treasurer (Non-Brd),2013-01-01,2016-05-02,Second Vice Chairman,,
AMERICAN ELECTRIC POWER CO INC,1809,Girl Scouts of Ohios Heartland,1728980,Julie Sloat,594901,Vice President (Non-Brd),2008-01-01,2013-01-01,Second Vice Chairman,,
