from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
ARUBA NETWORKS INC (De-listed 05/2015),957345,JUNIPER NETWORKS INC,17580,Hitesh Sheth,602943,COO (Non-Brd),2009-08-14,2012-06-01,Group Executive VP (Non-Brd),2007-01-01,2009-08-01
Docusign Inc (Listed 04/2018),1245605,JUNIPER NETWORKS INC,17580,Brad Brooks,601880,Chief Product and Marketing Officer (Non-Brd),2015-01-14,2017-03-01,Senior VP/Chief Marketing Officer (Non-Brd),2013-07-01,2015-01-01
CYAN INC (De-listed 08/2015),1951091,JUNIPER NETWORKS INC,17580,Christian Alvarez,1318773,Regional VP - Sales (Non-Brd),2013-05-09,2015-08-03,Senior Director (Non-Brd),2015-07-01,2017-06-01
Guavus Inc,1800792,JUNIPER NETWORKS INC,17580,Sanjay Kalra,1320853,VP/Division General Manager (Non-Brd),2011-08-01,2014-07-01,Senior Director - Product Management (Non-Brd),2000-07-01,2012-04-01
3COM CORP (De-listed 04/2010),275,JUNIPER NETWORKS INC,17580,Steve Pataky,1335306,Senior Director (Non-Brd),1999-01-01,2004-01-01,Vice President - Program (Non-Brd),2004-04-01,2013-08-01
Sonatype Inc,1645374,JUNIPER NETWORKS INC,17580,Jeff Deal,1369684,Vice President - Sales (Non-Brd),2013-02-01,2014-12-01,Sales Director (Non-Brd),2001-09-01,2013-04-01
NORTEL NETWORKS CORP (De-listed 06/2009),22451,JUNIPER NETWORKS INC,17580,Stephen Bates,1261212,Leader (Non-Brd),2003-02-01,2006-01-01,Sales Executive (Non-Brd),2000-01-01,2003-01-01
OPLINK COMMUNICATIONS INC (De-listed 12/2014),23243,JUNIPER NETWORKS INC,17580,Domenico Di Mola,1271149,Chief Technology Advisor (Non-Brd),2012-02-01,2013-01-01,VP/Division Head (Non-Brd),2013-05-01,
AppDynamics LLC (Formerly known as AppDynamics Inc),1657558,JUNIPER NETWORKS INC,17580,Susan Lovegren,1307507,Chief People Officer (Non-Brd),2016-08-15,2017-04-01,Senior VP - HR (Non-Brd),2015-07-15,2016-08-01
EXFO INC (EXFO Electro-Optical Engineering Inc prior to 03/2010),11388,JUNIPER NETWORKS INC,17580,Randy Tornes,1293680,Independent Director (Brd) (SD),2013-02-01,,Head of Sales (Non-Brd),2012-05-01,2014-06-01
EXFO INC (EXFO Electro-Optical Engineering Inc prior to 03/2010),11388,JUNIPER NETWORKS INC,17580,Randy Tornes,1293680,Independent Director (Brd) (SD),2013-02-01,,Vice President - Strategic Alliances (Non-Brd),2016-06-01,2017-11-01
