from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
PHOTRONICS INC,24404,QUADLOGIC CONTROLS CORP,25510,Walter Fiederowicz,341979,Independent Director (Brd) (SD),1984-01-01,2012-01-01,Director -  SD (Brd) (SD),,
PHOTRONICS INC,24404,QUADLOGIC CONTROLS CORP,25510,Walter Fiederowicz,341979,Lead Independent Director (Brd) (SD),2012-01-01,,Director -  SD (Brd) (SD),,
CURATIVE HEALTH SERVICES INC (De-listed 06/2006),8433,QUADRAMED CORP (De-listed 03/2010),25512,Lawrence English,372902,Independent Director (Brd) (SD),2000-05-01,2006-06-12,Chairman/President/CEO/COO (Brd) (ED),2005-01-05,2005-10-17
CURATIVE HEALTH SERVICES INC (De-listed 06/2006),8433,QUADRAMED CORP (De-listed 03/2010),25512,Lawrence English,372902,Independent Director (Brd) (SD),2000-05-01,2006-06-12,CEO (Brd) (ED),2000-06-12,2000-12-31
CURATIVE HEALTH SERVICES INC (De-listed 06/2006),8433,QUADRAMED CORP (De-listed 03/2010),25512,Lawrence English,372902,Independent Director (Brd) (SD),2000-05-01,2006-06-12,Chairman/CEO (Brd) (ED),2000-12-31,2005-01-05
CURATIVE HEALTH SERVICES INC (De-listed 06/2006),8433,QUADRAMED CORP (De-listed 03/2010),25512,Lawrence English,372902,Independent Director (Brd) (SD),2000-05-01,2006-06-12,Chairman (Brd) (ED),2005-10-17,2005-12-31
CURATIVE HEALTH SERVICES INC (De-listed 06/2006),8433,QUADRAMED CORP (De-listed 03/2010),25512,Lawrence English,372902,Independent Director (Brd) (SD),2000-05-01,2006-06-12,Independent Director (Brd) (SD),2006-01-01,2010-03-18
DITECH NETWORKS INC (Ditech Communications prior to 05/2006) (De-listed 12/2012),9386,QUADRAMED CORP (De-listed 03/2010),25512,Ken Jones,323834,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
MAGELLAN HEALTH INC (Magellan Health Services Inc prior to 06/2014),19429,QUADRAMED CORP (De-listed 03/2010),25512,Professor Bob Miller,220564,Independent Director (Brd) (SD),2001-03-01,2004-01-01,Independent Director (Brd) (SD),2003-05-01,2010-03-18
OTIX GLOBAL INC (Sonic Innovations Inc prior to 06/2009) (De-listed 12/2010),28573,QUADRAMED CORP (De-listed 03/2010),25512,Professor Bob Miller,220564,Independent Director (Brd) (SD),2006-12-11,2010-12-01,Independent Director (Brd) (SD),2003-05-01,2010-03-18
WATSON WYATT WORLDWIDE INC (Watson Wyatt & Co Hldgs prior to 01/2006) (De-listed 01/2010),33145,QUADRAMED CORP (De-listed 03/2010),25512,John Wright,201306,Independent Director (Brd) (SD),2002-11-18,2010-01-01,Advisor (Non-Brd),2003-01-01,2003-07-01
WATSON WYATT WORLDWIDE INC (Watson Wyatt & Co Hldgs prior to 01/2006) (De-listed 01/2010),33145,QUADRAMED CORP (De-listed 03/2010),25512,John Wright,201306,Independent Director (Brd) (SD),2002-11-18,2010-01-01,Consultant (Non-Brd),2005-08-09,2005-08-31
WATSON WYATT WORLDWIDE INC (Watson Wyatt & Co Hldgs prior to 01/2006) (De-listed 01/2010),33145,QUADRAMED CORP (De-listed 03/2010),25512,John Wright,201306,Independent Director (Brd) (SD),2002-11-18,2010-01-01,Executive VP/CFO/Secretary (Non-Brd),2004-04-01,2005-08-09
WATSON WYATT WORLDWIDE INC (Watson Wyatt & Co Hldgs prior to 01/2006) (De-listed 01/2010),33145,QUADRAMED CORP (De-listed 03/2010),25512,John Wright,201306,Independent Director (Brd) (SD),2002-11-18,2010-01-01,Executive VP/Secretary (Non-Brd),2003-09-01,2004-04-01
MCKESSON CORP (McKesson HBOC Inc prior to 08/2001),19966,QUADRAMED CORP (De-listed 03/2010),25512,Michael Simpson,1056259,Senior VP/Chief Technology Officer (Non-Brd),2004-01-01,2009-12-01,Senior VP - Development (Non-Brd),2009-12-03,2010-03-18
NUANCE COMMUNICATIONS INC (Scansoft Inc prior to 10/2005),27190,QUADRAMED CORP (De-listed 03/2010),25512,Bonnie Cassidy,1014148,Senior Advisor (Non-Brd),2009-08-01,2015-11-01,Vice President (Non-Brd),2009-09-01,2010-03-18
NORCAL Mutual Insurance Co,1042555,QUADRAMED CORP (De-listed 03/2010),25512,Denis Dillon,1326044,Finance Manager (Non-Brd),2003-06-01,2009-01-01,Finance Manager (Non-Brd),,2003-01-01
HarbourVest Partners LLC (Formerly known as Hancock Venture Partners Inc),94322,QUADRAMED CORP (De-listed 03/2010),25512,Laurie Thomsen,43731,General Partner (Non-Brd),1988-12-01,1995-11-01,Director -  SD (Brd) (SD),,
MCKESSON CORP (McKesson HBOC Inc prior to 08/2001),19966,QUADRAMED CORP (De-listed 03/2010),25512,Doctor Will O'Connor,2090410,Senior VP - Medical Affairs (Non-Brd),2003-03-01,2010-02-01,Director - Informatics (Non-Brd),2002-01-01,2003-01-01
MCKESSON CORP (McKesson HBOC Inc prior to 08/2001),19966,QUADRAMED CORP (De-listed 03/2010),25512,Doctor Bill O'Connor,1671578,Senior VP - Medical Affairs (Non-Brd),2003-03-01,2010-02-01,Director -  Non-Brd (Non-Brd),,
Welch Allyn Inc,98327,QUADRATECH INC,25517,John Poreda,895296,Project Manager (Non-Brd),2010-05-01,2011-03-01,Various Positions (Non-Brd),2007-03-01,2012-04-01
APPLIED INDUSTRIAL TECHNOLOGIES INC,2376,QUAKER CHEMICAL CORP,25523,Mary Hall,1299772,Independent Director (Brd) (SD),2019-08-13,,VP/CFO/Treasurer (Non-Brd),2015-11-30,
SUNCOKE ENERGY PARTNERS LP (De-listed 06/2019),1925431,QUAKER CHEMICAL CORP,25523,Fay West,1135154,Senior VP/CFO (Brd) (ED),2014-10-27,2019-06-28,Independent Director (Brd) (SD),2016-02-24,
SUNCOKE ENERGY INC,1713614,QUAKER CHEMICAL CORP,25523,Fay West,1135154,Senior VP/CFO (Non-Brd),2014-10-27,,Independent Director (Brd) (SD),2016-02-24,
SAFEGUARD SCIENTIFICS INC,26825,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,President/COO (Brd) (ED),1996-02-01,1999-03-01,Independent Director (Brd) (SD),1997-05-07,2016-05-04
ROGERS CORP,26497,QUAKER CHEMICAL CORP,25523,Michael Barry,341189,Independent Director (Brd) (SD),2010-06-15,2017-05-04,Chairman/President/CEO (Brd) (ED),2015-11-30,
InsPro Technologies Corp (Health Benefits Direct Corp prior to 12/2010),791530,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Chairman/CEO (Brd) (ED),2015-01-26,2017-10-09,Independent Director (Brd) (SD),1997-05-07,2016-05-04
ROGERS CORP,26497,QUAKER CHEMICAL CORP,25523,Michael Barry,341189,Independent Director (Brd) (SD),2010-06-15,2017-05-04,Chairman/President/CEO (Brd) (ED),2009-05-13,2015-10-22
SIMPLICITY ESPORTS AND GAMING CO (Smaaash Entertainment Inc prior to 01/2019) (De-listed 01/2019),2691922,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Independent Chairman (Brd) (SD),2017-08-17,2019-01-25,Lead Independent Director (Brd) (SD),2016-05-04,
Haverford Trust Co (Rittenhouse Trust Co prior to 09/2003),379712,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1997-05-07,2016-05-04
InsPro Technologies Corp (Health Benefits Direct Corp prior to 12/2010),791530,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Co-Chairman (Brd) (SD),2008-04-01,2009-11-24,Independent Director (Brd) (SD),1997-05-07,2016-05-04
FOX CHASE BANCORP INC (De-listed 07/2016),1004985,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Independent Director (Brd) (SD),2014-10-29,2016-07-01,Independent Director (Brd) (SD),1997-05-07,2016-05-04
AMBER ROAD INC (De-listed 07/2019),2056218,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Independent Director (Brd) (SD),2014-03-21,2016-12-31,Lead Independent Director (Brd) (SD),2016-05-04,
Rootstock Software (Danville Group Inc),1798155,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1997-05-07,2016-05-04
KANBAY INTERNATIONAL INC (De-listed 02/2007),584590,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Independent Director (Brd) (SD),1998-08-01,2007-02-12,Independent Director (Brd) (SD),1997-05-07,2016-05-04
GARTNER INC (Gartner Group Inc prior to 08/2001),12862,QUAKER CHEMICAL CORP,25523,Irving Tyler,341206,Division VP (Non-Brd),2008-01-01,2017-11-01,VP/Chief Information Officer (Non-Brd),2001-01-01,2009-01-01
InsPro Technologies Corp (Health Benefits Direct Corp prior to 12/2010),791530,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Chairman (Brd) (SD),2017-10-09,,Lead Independent Director (Brd) (SD),2016-05-04,
InsPro Technologies Corp (Health Benefits Direct Corp prior to 12/2010),791530,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Chairman/CEO (Brd) (ED),2015-01-26,2017-10-09,Lead Independent Director (Brd) (SD),2016-05-04,
LUBRIZOL CORP (De-listed 09/2011),19243,QUAKER CHEMICAL CORP,25523,Joe Bauer,341188,Corporate VP/General Counsel (Non-Brd),1992-04-01,2011-01-03,President/COO (Brd) (ED),1998-03-09,2005-07-01
AMBER ROAD INC (De-listed 07/2019),2056218,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Independent Director (Brd) (SD),2014-03-21,2016-12-31,Independent Director (Brd) (SD),1997-05-07,2016-05-04
Rootstock Software (Danville Group Inc),1798155,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Director -  SD (Brd) (SD),,,Lead Independent Director (Brd) (SD),2016-05-04,
RUBICON TECHNOLOGY INC,631792,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Independent Director (Brd) (SD),2007-11-21,2017-11-16,Independent Director (Brd) (SD),1997-05-07,2016-05-04
DIAMOND MANAGEMENT & TECHNOLOGY CONSULTANTS INC (Diamond Cluster International Inc prior to 08/2006) (De-listed 11/2010),9163,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Independent Director (Brd) (SD),1994-06-01,2006-05-01,Independent Director (Brd) (SD),1997-05-07,2016-05-04
DIAMOND MANAGEMENT & TECHNOLOGY CONSULTANTS INC (Diamond Cluster International Inc prior to 08/2006) (De-listed 11/2010),9163,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Lead Independent Director (Brd) (SD),2006-05-01,2010-11-02,Independent Director (Brd) (SD),1997-05-07,2016-05-04
FIRST CONSULTING GROUP INC (De-listed 01/2008),79,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1997-05-07,2016-05-04
NUTRI SYSTEM INC (De-listed 03/2019),22730,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Independent Director (Brd) (SD),2000-03-01,2003-02-01,Independent Director (Brd) (SD),1997-05-07,2016-05-04
LIVENT CORP,2927431,QUAKER CHEMICAL CORP,25523,Michael Barry,341189,Independent Director (Brd) (SD),2018-10-11,,Chairman/President/CEO (Brd) (ED),2015-11-30,
ROGERS CORP,26497,QUAKER CHEMICAL CORP,25523,Michael Barry,341189,Independent Director (Brd) (SD),2010-06-15,2017-05-04,Chairman/President/CEO/Interim CFO (Brd) (ED),2015-10-22,2015-11-30
RUBICON TECHNOLOGY INC,631792,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Independent Director (Brd) (SD),2007-11-21,2017-11-16,Lead Independent Director (Brd) (SD),2016-05-04,
LUBRIZOL CORP (De-listed 09/2011),19243,QUAKER CHEMICAL CORP,25523,Joe Bauer,341188,Corporate VP/General Counsel (Non-Brd),1992-04-01,2011-01-03,Consultant (Non-Brd),2005-07-02,2006-06-30
ROGERS CORP,26497,QUAKER CHEMICAL CORP,25523,Michael Barry,341189,Lead Independent Director (Brd) (SD),2017-05-04,,Chairman/President/CEO (Brd) (ED),2009-05-13,2015-10-22
VOXWARE INC (De-listed 09/2010),32939,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Independent Director (Brd) (SD),2004-12-14,2010-09-13,Independent Director (Brd) (SD),1997-05-07,2016-05-04
ROGERS CORP,26497,QUAKER CHEMICAL CORP,25523,Michael Barry,341189,Lead Independent Director (Brd) (SD),2017-05-04,,Chairman/President/CEO (Brd) (ED),2015-11-30,
InsPro Technologies Corp (Health Benefits Direct Corp prior to 12/2010),791530,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Independent Chairman (Brd) (SD),2009-11-24,2015-01-26,Independent Director (Brd) (SD),1997-05-07,2016-05-04
FOX CHASE BANCORP INC (De-listed 07/2016),1004985,QUAKER CHEMICAL CORP,25523,Don Caldwell,341173,Independent Director (Brd) (SD),2014-10-29,2016-07-01,Lead Independent Director (Brd) (SD),2016-05-04,
