from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Public Relations Society of America Inc (PRSA),79221,Wake Technical Community College,631891,Chuck Norman,1003180,Director -  ED (Brd) (ED),,,Advisory Board Member,,
Public Relations Society of America Inc (PRSA),79221,Wake Technical Community College,631891,Chuck Norman,1003180,Executive Committee Member,,,Advisory Board Member,,
Public Relations Society of America Inc (PRSA),79221,Wake Technical Community College,631891,Chuck Norman,1003180,President (Non-Brd),2008-01-01,2010-01-01,Advisory Board Member,,
North State Bancorp,781058,Wake Technical Community College,631891,Jack Stancil,756380,Independent Director (Brd) (SD),2002-06-01,,Treasurer,,
VANTAGESOUTH BANCSHARES INC (Crescent Financial Bancshares Inc prior to 07/2013) (De-listed 07/2014),8233,Wake Technical Community College,631891,Sheila Ogle,505256,Independent Director (Brd) (SD),2001-04-27,2010-05-25,Trustee (Brd) (SD),,
VANTAGESOUTH BANCSHARES INC (Crescent Financial Bancshares Inc prior to 07/2013) (De-listed 07/2014),8233,Wake Technical Community College,631891,Doctor Bruce Howell,505228,Independent Chairman (Brd) (SD),2001-04-27,2011-02-21,President (Non-Brd),1980-01-01,2003-01-01
BB&T CORP,3718,Wake Technical Community College,631891,Doctor Bruce Howell,505228,Director -  Non-Brd (Non-Brd),,,President (Non-Brd),1980-01-01,2003-01-01
WASTE INDUSTRIES USA INC (De-listed 05/2008),623263,Wake Technical Community College,631891,Jim Perry,449595,President/CEO (Brd) (ED),2002-07-01,2008-05-09,Trustee,,
METLIFE INC,20426,Wake Technical Community College,631891,Geoff Lang,1831579,VP/General Manager (Non-Brd),2013-01-01,,Trustee,,
CISCO SYSTEMS INC,6908,Wake Technical Community College,631891,Ed Paradise,1470105,Vice President - Engineering (Non-Brd),2011-07-01,,Trustee,,
MARTIN MARIETTA MATERIALS INC,19739,Wake Technical Community College,631891,John Tiberi,1536568,Division President (Non-Brd),2006-10-17,2017-12-01,Trustee,,
REHABCARE GROUP INC (De-listed 06/2011),25986,Symphony Health Services Inc,631894,R Jones,511501,President/CEO (Non-Brd),2004-10-01,2007-01-01,President/CEO (Brd) (ED),2004-10-01,2006-07-01
