from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
BROOKFIELD OFFICE PROPERTIES INC (Brookfield Properties Corp prior to 05/2011) (De-listed 06/2014),5190,MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010),7319,Michael Hegarty,595980,Independent Director (Brd) (SD),2010-01-01,2014-06-03,Independent Trustee (Brd) (SD),2007-06-29,
MFS MUNICIPAL INCOME TRUST,20504,MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010),7319,Timothy Fagan,596003,Assistant Secretary/Assistant Clerk (Non-Brd),2005-09-01,2011-01-01,Assistant Secretary/Assistant Clerk (Non-Brd),2007-06-29,2014-11-01
MFS MULTIMARKET INCOME TRUST,20503,MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010),7319,David DiLorenzo,595990,President (Non-Brd),2012-01-01,,President (Non-Brd),2016-12-01,
MFS SPECIAL VALUE TRUST,20505,MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010),7319,Susan Newton,595996,Assistant Secretary/Assistant Clerk (Non-Brd),2005-05-01,2016-01-01,Assistant Secretary/Assistant Clerk (Non-Brd),2007-06-29,2016-01-01
MFS MUNICIPAL INCOME TRUST,20504,MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010),7319,Tracy Atkinson,595986,Treasurer (Non-Brd),2005-09-01,2008-10-01,Principal Accounting Officer/Treasurer (Non-Brd),2007-06-29,2008-10-01
BANK OF AMERICA CORP,4504,MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010),7319,Julie Lyman,595914,Assistant General Counsel (Non-Brd),2006-10-01,2010-05-01,Assistant Secretary (Non-Brd),2007-01-01,2007-06-29
MFS MUNICIPAL INCOME TRUST,20504,MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010),7319,Brian Langenfeld,595993,Assistant Secretary/Assistant Clerk (Non-Brd),2006-06-01,,Assistant Secretary/Assistant Clerk (Non-Brd),2007-06-29,
MFS GOVERNMENT MARKETS INCOME TRUST,20500,MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010),7319,Jim Yost,596002,Treasurer (Non-Brd),2016-12-01,,Treasurer (Non-Brd),2016-12-01,
MFS GOVERNMENT MARKETS INCOME TRUST,20500,MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010),7319,Brian Langenfeld,595993,Assistant Secretary/Assistant Clerk (Non-Brd),2006-06-01,,Assistant Secretary/Assistant Clerk (Non-Brd),2007-06-29,
LIBERTY ALL STAR GROWTH FUND INC,18802,MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010),7319,Mary Hoene,595916,Senior VP/Chief Compliance Officer (Non-Brd),2004-01-01,2006-01-01,Senior VP/Chief Compliance Officer (Non-Brd),2004-01-01,2007-01-01
