from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
AirStrip Technologies Inc,1704452,Bitterblue Inc,2328064,Gene Powell,1601243,Senior Advisor (Non-Brd),2011-06-01,2012-01-01,Chairman/CEO (Brd) (ED),1987-01-01,
Credit Human Federal Credit Union (San Antonio Federal Credit Union prior to 2016),1240051,Career Transition Workshop (CTW),2327961,Bill Micale,1602350,Committee Secretary (Non-Brd),2016-01-01,2017-01-01,Mentor,,
Credit Human Federal Credit Union (San Antonio Federal Credit Union prior to 2016),1240051,Career Transition Workshop (CTW),2327961,Bill Micale,1602350,Member (Non-Brd),2013-01-01,2014-01-01,Mentor,,
Credit Human Federal Credit Union (San Antonio Federal Credit Union prior to 2016),1240051,Career Transition Workshop (CTW),2327961,Pat Harper-Pollard,1724889,Associate Director (Non-Brd),2015-06-01,,ED (Non-Brd),,
CASH AMERICA INTERNATIONAL INC (De-listed 09/2016),5973,Career Transition Workshop (CTW),2327961,John McDorman,547061,Consultant (Non-Brd),,2007-08-12,ED (Non-Brd),1991-01-01,2011-01-01
CASH AMERICA INTERNATIONAL INC (De-listed 09/2016),5973,Career Transition Workshop (CTW),2327961,John McDorman,547061,Division President (Non-Brd),2007-08-12,2009-01-16,ED (Non-Brd),1991-01-01,2011-01-01
SUNESIS PHARMACEUTICALS INC,461263,Midnight Pharmaceuticals Inc,2327962,Willie Quinn,1053232,CFO/Senior VP - Finance (Non-Brd),2017-11-30,,Director -  SD (Brd) (SD),,
Bullet Biotechnology Inc,1946995,Midnight Pharmaceuticals Inc,2327962,Willie Quinn,1053232,President/CEO (Brd) (ED),2011-09-01,2017-11-01,Director -  SD (Brd) (SD),,
Neurogastrx Inc,2175405,Midnight Pharmaceuticals Inc,2327962,Willie Quinn,1053232,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
HireVue Inc,1620543,Paid Time Off Inc,2327968,Chip Luman,1601897,COO (Non-Brd),2010-06-01,2016-11-01,Advisory Board Member (Non-Brd),2015-04-01,
HireVue Inc,1620543,Paid Time Off Inc,2327968,Chip Luman,1601897,COO (Non-Brd),2009-01-01,2010-06-01,Advisory Board Member (Non-Brd),2015-04-01,
HireVue Inc,1620543,Paid Time Off Inc,2327968,Chip Luman,1601897,Executive VP - Customer Success (Non-Brd),2016-11-01,2017-02-01,Advisory Board Member (Non-Brd),2015-04-01,
ALTABA INC (Yahoo Inc prior to 06/2017),33915,Lear Family Foundation Inc (LFF),2327976,Lara Bergthold,1602743,Producer (Non-Brd),2011-01-01,2012-08-01,Director -  ED (Brd) (ED),,
Blank Rome LLP (Blank Rome Comisky & McCauley LLP prior to 01/2003),501916,Lehigh Lawyers Association (LLA),2327977,Grant Buerstetta,1602219,Partner (Non-Brd),2009-07-01,,Director -  SD,,
Saul Ewing Arnstein & Lehr LLP (Saul Ewing LLP prior to 09/2017),380162,Lehigh Lawyers Association (LLA),2327977,Terri Currier,1662884,Partner (Non-Brd),2009-06-01,,Member,,
Womble Bond Dickinson (US) LLP (Womble Carlyle Sandridge & Rice LLP prior to 11/2017),1979451,Lehigh Lawyers Association (LLA),2327977,Barry Herman,1694370,Managing Partner (Non-Brd),2018-07-25,,Director -  SD,,
Womble Bond Dickinson (US) LLP (Womble Carlyle Sandridge & Rice LLP prior to 11/2017),1979451,Lehigh Lawyers Association (LLA),2327977,Barry Herman,1694370,Partner (Non-Brd),2012-06-01,2018-07-25,Director -  SD,,
Energy Northwest,1046453,Washington State University Tri-Cities,2327978,Brent Ridge,1484783,VP/Chief Financial & Risk Officer (Non-Brd),2010-07-01,2018-01-01,Advisory Council Member,,
Energy Northwest,1046453,Washington State University Tri-Cities,2327978,Brent Ridge,1484783,VP/CFO (Non-Brd),2018-01-01,,Advisory Council Member,,
Oaktree Capital Management LP (Oaktree Capital Management LLC prior to 05/2007),460092,LCCG UK Ltd (LCCG Services (UK) Ltd prior to 11/2014),2327979,Chris Boehringer,646001,MD (Non-Brd),2011-11-15,2016-01-01,NED (Brd) (SD),2016-04-15,
Oaktree Capital Management LP (Oaktree Capital Management LLC prior to 05/2007),460092,LCCG UK Ltd (LCCG Services (UK) Ltd prior to 11/2014),2327979,Chris Boehringer,646001,MD/Co-Head (Non-Brd),2016-01-01,,NED (Brd) (SD),2016-04-15,
Oaktree Capital Management LP (Oaktree Capital Management LLC prior to 05/2007),460092,Life Company Consolidation Group Ltd,2327980,Chris Boehringer,646001,MD (Non-Brd),2011-11-15,2016-01-01,NED (Brd) (SD),2015-03-06,
Oaktree Capital Management LP (Oaktree Capital Management LLC prior to 05/2007),460092,Life Company Consolidation Group Ltd,2327980,Chris Boehringer,646001,MD/Co-Head (Non-Brd),2016-01-01,,NED (Brd) (SD),2015-03-06,
