from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
New York Life Insurance Co,44487,Metropolitan Museum of Art,39496,Conrad Harper,48101,Director -  SD (Brd) (SD),,,Trustee,,
Simpson Thacher & Bartlett LLP,82286,Metropolitan Museum of Art,39496,Conrad Harper,48101,Of Counsel (Non-Brd),2003-01-01,2009-12-01,Trustee,,
CAMPBELL SOUP CO,5620,Metropolitan Museum of Art,39496,Charlotte Weber,47601,Independent Director (Brd) (SD),1990-12-01,2014-11-19,Trustee,,
CAMPBELL SOUP CO,5620,Metropolitan Museum of Art,39496,Charlotte Weber,47601,Independent Director (Brd) (SD),1990-12-01,2014-11-19,Honorary Trustee,,
COMPLETE GENOMICS INC (De-listed 03/2013),1672175,Metropolitan Museum of Art,39496,Bob Wall,59696,Independent Director (Brd) (SD),2010-11-11,2013-03-18,Committee Member,,
NETAPP INC (Network Appliance Inc prior to 03/2008),21903,Metropolitan Museum of Art,39496,Bob Wall,59696,Independent Director (Brd) (SD),1993-01-01,2017-09-14,Committee Member,,
LOEWS CORP,19065,Metropolitan Museum of Art,39496,Jon Tisch,36825,Co-Chairman (Brd) (ED),2006-01-10,,Committee Member,,
PRIMEDIA INC (De-listed 07/2011),25060,Metropolitan Museum of Art,39496,Henry Kravis,34383,Independent Director (Brd) (SD),1991-11-01,2006-05-17,Trustee,,
Kohlberg Kravis Roberts & Co LP (KKR),69867,Metropolitan Museum of Art,39496,Henry Kravis,34383,Co-Chairman/Co-CEO (Brd) (ED),1996-01-01,,Trustee,,
Accel-KKR LLC,490119,Metropolitan Museum of Art,39496,Henry Kravis,34383,Director -  SD (Brd) (SD),,,Trustee,,
MARSH & MCLENNAN COMPANIES INC,19713,Metropolitan Museum of Art,39496,Jeff Greenberg,35109,President/CEO (Brd) (ED),1999-11-01,2004-10-25,Trustee,,
Aquiline Capital Partners LLC,822225,Metropolitan Museum of Art,39496,Jeff Greenberg,35109,Chairman/CEO (Brd) (ED),2005-01-01,,Trustee,,
BritishAmerican Business Inc (BAB),66012,Metropolitan Museum of Art,39496,Jeff Greenberg,35109,Advisory Board Member (Non-Brd),,,Trustee,,
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003),24343,Metropolitan Museum of Art,39496,Dick Parsons,8472,Director -  SD (Brd) (SD),,,Committee Member,,
Hughes Hubbard & Reed LLP (Formerly known as Hughes Hubbard Blair & Reed LLP),34489,Metropolitan Museum of Art,39496,Doctor Candace Beinecke,11757,Chairwoman/Partner (Brd) (ED),1999-01-01,2017-01-01,Trustee,,
CBS CORP,6098,Metropolitan Museum of Art,39496,Doctor Candace Beinecke,11757,Independent Director (Brd) (SD),2018-09-09,,Trustee,,
Rockefeller & Co Inc,84617,Metropolitan Museum of Art,39496,Doctor Candace Beinecke,11757,Director -  SD (Brd) (SD),,,Trustee,,
VORNADO REALTY TRUST,32928,Metropolitan Museum of Art,39496,Doctor Candace Beinecke,11757,Lead Independent Trustee (Brd) (SD),2016-03-16,,Trustee,,
VORNADO REALTY TRUST,32928,Metropolitan Museum of Art,39496,Doctor Candace Beinecke,11757,Independent Trustee (Brd) (SD),2007-09-27,2016-03-16,Trustee,,
Hughes Hubbard & Reed LLP (Formerly known as Hughes Hubbard Blair & Reed LLP),34489,Metropolitan Museum of Art,39496,Doctor Candace Beinecke,11757,Senior Partner (Non-Brd),2017-01-01,,Trustee,,
BLACKSTONE GROUP INC (Blackstone Group LP prior to 07/2019),55498,Metropolitan Museum of Art,39496,Steven Saslow,1868668,Senior Advisor (Non-Brd),2016-01-01,,Member,,
Economic Club of New York (The) (ECNY),36418,Metropolitan Museum of Art,39496,Enzo Viscusi,1873834,Member,,,Committee Vice Chairman,,
Kaye Scholer LLP (Ceased Trading 01/2017),531355,Metropolitan Museum of Art,39496,David Stoll,1931280,Partner (Non-Brd),,2017-01-01,Council Member,,
Milbank LLP (Milbank Tweed Hadley & McCloy LLP prior to 02/2019),37812,Metropolitan Museum of Art,39496,David Stoll,1931280,Partner (Non-Brd),2017-01-01,,Council Member,,
TURNING POINT BRANDS INC,2455814,Metropolitan Museum of Art,39496,Peggy Hebard,2095684,Independent Director (Brd) (SD),2018-09-26,,Senior Advisor (Non-Brd),2007-08-01,
SOTHEBY'S (Sotheby's Hldgs prior to 07/2006),28619,Metropolitan Museum of Art,39496,Prince Amyn Khan,2153810,Council Member (Non-Brd),,,Member,,
Solace Therapeutics Inc,560969,Stamford Hospital,39498,Doctor William Pintauro,1608688,Director -  SD (Brd) (SD),,,Medical Staff (Non-Brd),1979-01-01,
Alliant Insurance Services Inc,1046314,Stamford Hospital,39498,Nick Risom,1673395,Senior VP (Non-Brd),2008-07-01,2016-01-01,Committee Chairman,,
RSR Partners (Directorship Search Group prior to 05/2007),1061208,Stamford Hospital,39498,Nick Risom,1673395,COO (Non-Brd),2016-02-16,2018-01-01,Committee Chairman,,
RSR Partners (Directorship Search Group prior to 05/2007),1061208,Stamford Hospital,39498,Nick Risom,1673395,MD (Brd) (ED),2018-01-01,,Committee Chairman,,
Steel Excel Inc (ADPT Corp prior to 10/2011) (Listed 07/2015),1656529,Stamford Hospital,39498,Bobby Valentine,1333836,Independent Director (Brd) (SD),2012-01-01,2015-07-07,Director -  SD (Brd) (SD),,
STEEL EXCEL INC (De-listed 03/2016),2304910,Stamford Hospital,39498,Bobby Valentine,1333836,Independent Director (Brd) (SD),2015-07-07,2016-03-31,Director -  SD (Brd) (SD),,
Prosek Partners Inc (CJP Communications Inc prior to 07/2012),1823565,Stamford Hospital,39498,Andy Merrill,1204597,Partner (Brd) (ED),2015-09-29,,Director -  SD,,
INTEGRAMED AMERICA INC (IVF America Inc prior to 06/1996) (De-listed 09/2012),16209,Stamford Hospital,39498,Jay Higham,375092,President/CEO (Brd) (ED),2006-01-24,2011-01-01,Director -  SD (Brd) (SD),,
INTEGRAMED AMERICA INC (IVF America Inc prior to 06/1996) (De-listed 09/2012),16209,Stamford Hospital,39498,Jay Higham,375092,Chairman/President/CEO (Brd) (ED),2011-01-01,2012-09-20,Director -  SD (Brd) (SD),,
CADUS CORP (Cadus Pharmaceuticals prior to 06/2003) (De-listed 06/2018),5486,Stamford Hospital,39498,Doctor Peter Liebert,348043,Director -  SD (Brd) (SD),,,Division Director (Non-Brd),1981-01-01,
CADUS CORP (Cadus Pharmaceuticals prior to 06/2003) (De-listed 06/2018),5486,Stamford Hospital,39498,Doctor Peter Liebert,348043,Independent Director (Brd) (SD),2006-01-01,2018-06-28,Division Director (Non-Brd),1981-01-01,
COMBIMATRIX CORP (De-listed 11/2017),7383,Stamford Hospital,39498,Doctor Scott Gottlieb,554542,Independent Director (Brd) (SD),2009-01-15,2016-12-19,Physician (Non-Brd),,
RENNOVA HEALTH INC (CollabRx Inc prior to 11/2015) (De-listed 10/2017),30194,Stamford Hospital,39498,Doctor Scott Gottlieb,554542,Advisory Board Member (Non-Brd),,2015-11-02,Physician (Non-Brd),,
MedAvante Inc,570731,Stamford Hospital,39498,Doctor Scott Gottlieb,554542,Director -  SD (Brd) (SD),,,Physician (Non-Brd),,
MOLECULAR INSIGHT PHARMACEUTICALS INC (De-listed 12/2010),934868,Stamford Hospital,39498,Doctor Scott Gottlieb,554542,Independent Director (Brd) (SD),2007-08-16,2010-12-21,Physician (Non-Brd),,
COMPETITIVE TECHNOLOGIES INC (De-listed 09/2010),7528,Stamford Hospital,39498,Doctor Joel Evans,516279,Independent Director (Brd) (SD),2007-02-02,2010-09-03,Executive (Non-Brd),1988-01-01,2010-03-01
COMPETITIVE TECHNOLOGIES INC (De-listed 09/2010),7528,Stamford Hospital,39498,Doctor Joel Evans,516279,Independent Director (Brd) (SD),2007-02-02,2010-09-03,Physician (Non-Brd),2010-03-01,
Calmare Therapeutics Inc (Competitive Technologies Inc prior to 08/2014),1660661,Stamford Hospital,39498,Doctor Joel Evans,516279,Independent Director (Brd) (SD),2010-09-03,2012-03-31,Physician (Non-Brd),2010-03-01,
MISONIX INC,20819,Stamford Hospital,39498,Doctor Charles Miner III,445941,Independent Director (Brd) (SD),2005-08-18,,Director -  SD (Brd) (SD),,
