from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Securities Industry and Financial Markets Association (SIFMA),921328,National Investment Company Service Association (NICSA),1216900,Neal Heifetz,1718521,Member,,,Member,,
BROADRIDGE FINANCIAL SOLUTIONS INC,934640,National Investment Company Service Association (NICSA),1216900,Michael Collins,1716112,Various Positions (Non-Brd),1996-01-01,2016-05-17,Director -  SD,,
Securities Industry and Financial Markets Association (SIFMA),921328,National Investment Company Service Association (NICSA),1216900,Debbie Zumoff,1717490,Member,,,Member,,
DST SYSTEMS INC (De-listed 04/2018),9675,National Investment Company Service Association (NICSA),1216900,Tracy Shelby,1770369,VP/Division Head (Non-Brd),2017-04-01,2018-04-16,Member,,
DST SYSTEMS INC (De-listed 04/2018),9675,National Investment Company Service Association (NICSA),1216900,Scott Chelton,1694069,Division Chief Relationship Officer (Non-Brd),2017-01-01,2018-04-16,Director -  SD,,
DST SYSTEMS INC (De-listed 04/2018),9675,National Investment Company Service Association (NICSA),1216900,Scott Chelton,1694069,Division President (Non-Brd),2014-09-01,2017-01-01,Director -  SD,,
Putnam Investments Inc,1020908,National Investment Company Service Association (NICSA),1216900,Michael Woodall,1911665,Head of Shareholders Service (Non-Brd),2007-01-01,2016-11-01,Director -  SD,,
Putnam Investments Inc,1020908,National Investment Company Service Association (NICSA),1216900,Michael Woodall,1911665,Head of Shareholders Service (Non-Brd),2007-01-01,2016-11-01,Chairman,,
Putnam Investments Inc,1020908,National Investment Company Service Association (NICSA),1216900,Michael Woodall,1911665,MD - Services (Non-Brd),2003-01-01,2007-01-01,Director -  SD,,
NORTHERN TRUST CORP,22509,National Investment Company Service Association (NICSA),1216900,Dan Houlihan,2088737,Executive VP/Regional Head (Non-Brd),2012-01-01,,Chairman,,
Grant Thornton LLP,100932,National Investment Company Service Association (NICSA),1216900,Jim Marks,2021295,MD - Services (Non-Brd),2014-08-01,,Committee Co-Chairman,,
EATON VANCE CORP,9963,National Investment Company Service Association (NICSA),1216900,Lawrence Fahey,1973628,VP/Director - Ops (Non-Brd),2002-12-01,,Director -  SD,,
Siguler Guff & Company LP,2205915,RBMH Broadcast Media Holdings Ltd,1216904,Doctor Evgeniy Gorkov,751400,Division MD (Non-Brd),2004-01-01,,Director -  SD (Brd) (SD),,
Adams Capital Management Inc (ACM),382367,BrightScale Inc,1216906,Joe Raffa,767226,Venture Partner (Non-Brd),2005-01-01,2010-03-01,Director -  SD (Brd) (SD),,
Paladin Capital Group Inc,860053,BrightScale Inc,1216906,Joe Raffa,767226,Advisor (Non-Brd),2010-06-01,2013-07-01,Director -  SD (Brd) (SD),,
Adams Capital Management Inc (ACM),382367,BrightScale Inc,1216906,Bill Frezza,767197,General Partner (Brd) (ED),1997-07-01,2011-03-01,Director -  SD (Brd) (SD),,
Adams Capital Management Inc (ACM),382367,BrightScale Inc,1216906,Bill Frezza,767197,Venture Partner (Brd) (ED),2011-03-01,2014-12-01,Director -  SD (Brd) (SD),,
Siguler Guff & Company LP,2205915,Stack Group,1216907,Doctor Evgeniy Gorkov,751400,Division MD (Non-Brd),2004-01-01,,Director -  SD (Brd) (SD),,
ONDINE BIOMEDICAL INC (Ondine Biopharma Corp prior to 10/2010) (De-listed 09/2011),1070920,Grand Capital Ventures Inc (Crowne Ventures Inc prior to 10/2012),1216909,Paolo Kalaw,624561,Independent Director (Brd) (SD),2005-02-23,2009-05-21,CEO (Non-Brd),2006-06-01,2014-01-01
UCP Holdings Inc (Northridge Ventures Inc prior to 06/2013),1217745,Grand Capital Ventures Inc (Crowne Ventures Inc prior to 10/2012),1216909,John Correnti,1353518,Executive VP/Chief Investment Officer (Non-Brd),2013-11-22,2015-11-01,President/CEO (Brd) (ED),2014-05-21,2015-11-01
Paladin Capital Group Inc,860053,Modal Logic,1216910,Doctor Paul Conley,751074,Vice President - Research & Development (Non-Brd),2007-01-01,2008-01-01,Partner (Non-Brd),2006-01-01,2007-11-01
CISCO SYSTEMS INC,6908,TIG Ventures Inc,1216918,Chris O'Connell,886445,Head of Strategy (Non-Brd),2012-01-01,2013-10-01,Executive (Non-Brd),,
CISCO SYSTEMS INC,6908,TIG Ventures Inc,1216918,Chris O'Connell,886445,Senior Advisor (Non-Brd),2010-10-01,2012-01-01,Executive (Non-Brd),,
ALLERGAN INC (De-listed 03/2015),1426,University of Southern California School of Pharmacy,1216924,Matt Moran,1366877,Senior Director (Non-Brd),2006-01-01,2011-03-01,Adjunct Professor (Non-Brd),2003-01-01,
ALLERGAN INC (De-listed 03/2015),1426,University of Southern California School of Pharmacy,1216924,Doctor Diane Tang-Liu,1192053,Division VP (Non-Brd),2001-01-01,2012-08-01,Professor (Non-Brd),2003-01-01,
Sorrento Therapeutics Inc (Quikbyte Software Inc prior to 12/2009) (Listed 10/2013),25602,University of Southern California School of Pharmacy,1216924,Doctor Diane Tang-Liu,1192053,Director -  SD (Brd) (SD),,,Professor (Non-Brd),2003-01-01,
REALTY INCOME CORP,25864,University of Southern California School of Pharmacy,1216924,Professor Doctor Kathy Allen,181424,Independent Director (Brd) (SD),2000-02-01,,Advisor,,
SIMULATIONS PLUS INC,28062,University of Southern California School of Pharmacy,1216924,Doctor Mike Bolger,455758,Various Positions (Non-Brd),1996-09-01,2000-01-01,Associate Professor (Non-Brd),1980-11-01,2004-05-01
SIMULATIONS PLUS INC,28062,University of Southern California School of Pharmacy,1216924,Doctor Mike Bolger,455758,Division Director (Non-Brd),2000-01-01,2007-09-24,Associate Professor (Non-Brd),1980-11-01,2004-05-01
