from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
WALTER ENERGY INC (Walter Industries Inc prior to 04/2009) (De-listed 07/2015),33052,American Institute of Chemical Engineers (AIChE),64126,Doctor Tony Hines,220584,Senior VP/Division President (Non-Brd),2002-03-01,2002-01-01,Fellow,,
BALCHEM CORP,3424,American Institute of Chemical Engineers (AIChE),64126,Doctor John Televantos,206083,Lead Independent Director (Brd) (SD),2010-08-01,,Member,,
Arsenal Capital Partners Inc,854589,American Institute of Chemical Engineers (AIChE),64126,Doctor John Televantos,206083,Senior Partner (Brd) (ED),2018-01-01,,Member,,
Arsenal Capital Partners Inc,854589,American Institute of Chemical Engineers (AIChE),64126,Doctor John Televantos,206083,Partner (Brd) (ED),2009-06-01,2018-01-01,Member,,
CEVA Logistics,2034678,American Institute of Chemical Engineers (AIChE),64126,Marv Schlanger,140199,Independent Director (Brd) (SD),2014-01-02,,Member,,
Momentive Performance Materials Inc (Nautilus Holdings Intermediate Corp prior to 11/2006),1006531,American Institute of Chemical Engineers (AIChE),64126,Marv Schlanger,140199,Independent Director (Brd) (SD),2014-10-24,2019-05-15,Member,,
STATE STREET CORP,29131,"Wharton School, University of Pennsylvania",64966,Otello Sturino,500830,,,,,,
SIMS METAL MANAGEMENT LIMITED (Sims Group Ltd prior to 11/2008),637955,American Institute of Chemical Engineers (AIChE),64126,Paul Varello,140181,Independent NED (Brd) (SD),2012-03-01,2012-11-15,Member,,
SIMS METAL MANAGEMENT LIMITED (Sims Group Ltd prior to 11/2008),637955,American Institute of Chemical Engineers (AIChE),64126,Paul Varello,140181,Deputy Chairman (Independent NED) (Brd) (SD),,,Member,,
CORNING INC,7915,American Institute of Chemical Engineers (AIChE),64126,Doctor Stephanie Burns,92611,Independent Director (Brd) (SD),2012-01-31,,Honorary Member,,
HP INC (Hewlett-Packard Co prior to 11/2015),14722,American Institute of Chemical Engineers (AIChE),64126,Doctor Stephanie Burns,92611,Independent Director (Brd) (SD),2015-11-02,,Honorary Member,,
SIMS METAL MANAGEMENT LIMITED (Sims Group Ltd prior to 11/2008),637955,American Institute of Chemical Engineers (AIChE),64126,Paul Varello,140181,Chairman (Independent NED) (Brd) (SD),,,Member,,
STERLING CONSTRUCTION CO INC,29212,American Institute of Chemical Engineers (AIChE),64126,Paul Varello,140181,Chairman/Acting CEO (Brd) (ED),2015-02-01,2015-03-09,Member,,
UGI CORP,31620,American Institute of Chemical Engineers (AIChE),64126,Marv Schlanger,140199,Presiding Independent Director (Brd) (SD),2011-01-20,2016-01-28,Member,,
UGI CORP,31620,American Institute of Chemical Engineers (AIChE),64126,Marv Schlanger,140199,Presiding Independent Chairman (Brd) (SD),2016-01-28,,Member,,
AMERIGAS PARTNERS LP (De-listed 08/2019),103377,American Institute of Chemical Engineers (AIChE),64126,Marv Schlanger,140199,Presiding Independent Director (Brd) (SD),2011-01-20,2019-08-21,Member,,
