from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
INTERNATIONAL BUSINESS MACHINES (IBM) CORP,16506,Wang Labs Inc,2596203,Ed Mallen,1361882,Marketing Manager (Non-Brd),1976-06-01,1984-04-01,District Manager (Non-Brd),1984-04-01,1984-04-01
SUNOCO INC (De-listed 10/2012),29562,Sunoco Marcus Hook Refinery,2596211,Tom Scargle,1841831,Division VP (Non-Brd),2008-08-01,2012-01-01,VP/Division Director (Non-Brd),2008-08-01,2012-01-01
APT Water Inc (Formerly known as Applied Process Technology Inc),1619037,Optimus Outcome Inc,2596215,Jonathan Wright,494324,General Counsel/Chief Compliance Officer (Non-Brd),2012-01-01,,CEO (Non-Brd),2015-10-01,
BIOCRYST PHARMACEUTICALS INC,4327,Optimus Outcome Inc,2596215,Professor Doctor Fred Cohen,506318,Independent Director (Brd) (SD),2015-05-20,2019-01-04,Advisor (Non-Brd),2016-03-01,
GENOMIC HEALTH INC,488938,Optimus Outcome Inc,2596215,Professor Doctor Fred Cohen,506318,Independent Director (Brd) (SD),2005-09-29,,Advisor (Non-Brd),2016-03-01,
TPG Capital LP (Formerly known as Texas Pacific Group Inc),942896,Optimus Outcome Inc,2596215,Professor Doctor Fred Cohen,506318,Partner (Non-Brd),2001-01-01,2016-12-01,Advisor (Non-Brd),2016-03-01,
Rapid Micro Biosystems Inc (Formerly known as Genomic Profiling Systems Inc),1654988,Optimus Outcome Inc,2596215,Professor Doctor Fred Cohen,506318,Director -  SD (Brd) (SD),,,Advisor (Non-Brd),2016-03-01,
Progyny Inc (Auxogyn Inc prior to 04/2015),1705926,Optimus Outcome Inc,2596215,Professor Doctor Fred Cohen,506318,Director -  SD (Brd) (SD),,,Advisor (Non-Brd),2016-03-01,
FIVE PRIME THERAPEUTICS INC,1984469,Optimus Outcome Inc,2596215,Professor Doctor Fred Cohen,506318,Independent Director (Brd) (SD),2013-09-18,2018-05-10,Advisor (Non-Brd),2016-03-01,
UROGEN PHARMA LTD,2653388,Optimus Outcome Inc,2596215,Professor Doctor Fred Cohen,506318,Independent Director (Brd) (SD),2017-05-15,,Advisor (Non-Brd),2016-03-01,
SORRENTO TECH INC (Roka Bioscience Inc prior to 11/2017) (De-listed 12/2017),2125324,Optimus Outcome Inc,2596215,Professor Doctor Fred Cohen,506318,Independent Director (Brd) (SD),2014-07-17,2017-10-02,Advisor (Non-Brd),2016-03-01,
INTELLIA THERAPEUTICS INC,2452561,Optimus Outcome Inc,2596215,Professor Doctor Fred Cohen,506318,Independent Director (Brd) (SD),2019-01-23,,Advisor (Non-Brd),2016-03-01,
TANDEM DIABETES CARE INC,2009665,Optimus Outcome Inc,2596215,Professor Doctor Fred Cohen,506318,Independent Director (Brd) (SD),2013-11-14,2019-05-22,Advisor (Non-Brd),2016-03-01,
VERACYTE INC,2004373,Optimus Outcome Inc,2596215,Professor Doctor Fred Cohen,506318,Independent Director (Brd) (SD),2013-10-30,,Advisor (Non-Brd),2016-03-01,
CAREDX INC,2125312,Optimus Outcome Inc,2596215,Professor Doctor Fred Cohen,506318,Independent Director (Brd) (SD),2014-07-17,,Advisor (Non-Brd),2016-03-01,
Grail Inc,2401522,Optimus Outcome Inc,2596215,Jessica Owens,1887447,Head of Product Marketing (Non-Brd),2016-01-01,2018-01-01,Advisor (Non-Brd),2016-01-01,
Grail Inc,2401522,Optimus Outcome Inc,2596215,Jessica Owens,1887447,Vice President - Strategy (Non-Brd),2018-01-01,,Advisor (Non-Brd),2016-01-01,
JPMORGAN CHASE & CO,17528,Sadler's Wells Development Trust (Sadler'S Wells Theatre Appeal Fund Ltd prior to 10/2001),2596217,Carol Lake,1707462,MD/Head of Division (Non-Brd),2001-01-01,,Trustee,,
Trust Company of America Inc (TCA),560894,Cristo Rey San Jose Jesuit High School,2596220,Dan McCallin,1840367,Independent Director (Brd) (SD),2014-08-01,,Trustee,,
Trust Company of America Inc (TCA),560894,Timberline Advisors LLC,2596239,Dan McCallin,1840367,Independent Director (Brd) (SD),2014-08-01,,President/CEO (Non-Brd),,
Neuberger Berman Group LLC,1652995,NB Capital Acquisition Corp,2596250,Bill Arnold,605010,Executive VP/CFO/MD (Non-Brd),2010-03-03,,CFO/Principal Financial Officer (Non-Brd),2015-08-01,
Littler Mendelson PC,741636,Fromont Briens & Associs,2596261,Cdric Guillon,1948433,Partner (Non-Brd),1998-01-01,,Managing Partner (Non-Brd),2003-01-01,
Littler Mendelson PC,741636,Fromont Briens & Associs,2596261,Cdric Guillon,1948433,Partner (Non-Brd),1998-01-01,,Attorney (Non-Brd),1998-01-01,2003-01-01
Littler Mendelson PC,741636,Fromont Briens & Associs,2596261,Guillaume Desmoulin,1948134,Partner (Non-Brd),2017-01-01,,Partner (Non-Brd),2005-10-01,
Littler Mendelson PC,741636,Fromont Briens & Associs,2596261,Nicolas Chavrier,1948126,Partner (Non-Brd),,,Lawyer (Non-Brd),1996-10-01,
Littler Mendelson PC,741636,Fromont Briens & Associs,2596261,Grgory Chastagnol,1948123,Partner (Non-Brd),,,Managing Partner (Non-Brd),2008-12-01,
Littler Mendelson PC,741636,Fromont Briens & Associs,2596261,Graldine Boeuf,1948029,Partner (Non-Brd),,,Lawyer (Non-Brd),2015-01-01,
Littler Mendelson PC,741636,Fromont Briens & Associs,2596261,Graldine Boeuf,1948029,Partner (Non-Brd),,,Advocate (Non-Brd),2006-12-01,2014-12-01
Littler Mendelson PC,741636,Fromont Briens & Associs,2596261,Jean-Martial Buisson,1948063,Partner (Non-Brd),,,Associate (Non-Brd),2010-01-01,
Providence Equity Partners LLC (Providence Equity Partners Inc),54760,Yale Repertory Theatre,2596265,Andrew Tisdale,766329,MD (Brd) (ED),2008-03-31,,Director -  SD,,
Teachers Insurance and Annuity Association of America (TIAA),81820,TIAA Global Asset Management LLC,2596294,Glenn Richter,48366,Division COO (Non-Brd),2015-01-01,2017-01-09,COO (Non-Brd),2015-01-01,2017-01-09
Teachers Insurance and Annuity Association of America (TIAA),81820,TIAA Global Asset Management LLC,2596294,Rob Leary,1052546,Division CEO (Non-Brd),2016-02-01,2017-04-01,Senior Executive VP/CEO (Non-Brd),2016-02-01,2017-04-01
College Retirement Equities Fund (CREF),492411,TIAA Global Asset Management LLC,2596294,Rob Leary,1052546,Executive VP (Non-Brd),2013-01-01,2017-04-01,Senior Executive VP/CEO (Non-Brd),2016-02-01,2017-04-01
INTACT FINANCIAL CORP (ING Canada Inc prior to 05/2009),605074,TIAA Global Asset Management LLC,2596294,Rob Leary,1052546,Independent Director (Brd) (SD),2015-05-06,,Senior Executive VP/CEO (Non-Brd),2016-02-01,2017-04-01
Deem Inc (Rearden Commerce Inc prior to 2013),2039570,TruYuu,2596306,Judson Jones,1635053,General Manager (Non-Brd),2013-01-01,2014-09-01,CEO (Non-Brd),2010-12-01,2014-09-01
Deem Inc (Rearden Commerce Inc prior to 2013),2039570,TruYuu,2596306,Judson Jones,1635053,Senior VP - Financial Services (Non-Brd),2012-05-04,2013-01-01,CEO (Non-Brd),2010-12-01,2014-09-01
AXOGEN INC,1971670,National Capital Society of Plastic Surgeons (NCSPS),2596308,Doctor Ivan Ducic,1842177,Medical Director (Non-Brd),2017-01-05,,Member,,
Unified Physician Management LLC (FWC Management Company LLC prior to 07/2013),2219571,Moxie Search Group Inc,2596315,Adam Jay,1840255,Vice President - Development (Non-Brd),2016-04-01,2016-12-01,President (Non-Brd),2016-04-01,
Unified Physician Management LLC (FWC Management Company LLC prior to 07/2013),2219571,Moxie Search Group Inc,2596315,Adam Jay,1840255,Vice President - Marketing/Development (Non-Brd),2016-12-01,,President (Non-Brd),2016-04-01,
Coast Capital Savings Credit Union,1196438,Progressa,2596317,Kiya Hushyar,1842725,Consultant (Non-Brd),2015-03-01,2017-01-01,CFO (Non-Brd),2017-01-05,
SNAP Financial Group Inc (Formerly known as Waterpoint Financial Group Inc),2056588,Progressa,2596317,Dave Nickel,1771938,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
SNAP Financial Group Inc (Formerly known as Waterpoint Financial Group Inc),2056588,Progressa,2596317,Dave Nickel,1771938,Director -  SD (Brd) (SD),,,Chairman (Executive) (Brd) (ED),,
AXOGEN INC,1971670,Association of Extremity Nerve Surgeons (AENS) (The),2596322,Doctor Ivan Ducic,1842177,Medical Director (Non-Brd),2017-01-05,,Member,,
Boston-Power Inc,1103617,iZENEtech Inc (Gshopper),2596326,Allan Kwan,652656,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Oak Investment Partners LP,105366,iZENEtech Inc (Gshopper),2596326,Allan Kwan,652656,Venture Partner (Non-Brd),2007-06-19,,Director -  SD (Brd) (SD),,
Millar Western Forest Products Ltd,1102883,CanniMed Therapeutics Inc (Listed 12/2016),2596332,Don Ching,1749556,Independent Director (Brd) (SD),1997-09-01,2017-01-01,Independent Chairman/Corporate Director (Brd) (SD),2016-01-01,2016-12-29
