from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Blockchain Capital LLC (Formerly known as Crypto Currency Partners LP),2435494,Agenovir Corp,2517330,Matt Ocko,1594404,Advisor (Non-Brd),,,Director -  SD (Brd) (SD),,
Guardant Health Inc (Listed 10/2018),2077686,Agenovir Corp,2517330,Bill Smith,1113072,Senior VP - Intellectual Property (Non-Brd),2016-01-01,2018-10-04,Director - Intellectual Property (Brd) (ED),2016-01-01,
GUARDANT HEALTH INC,2923866,Agenovir Corp,2517330,Bill Smith,1113072,Senior VP - Intellectual Property (Non-Brd),2018-10-04,,Director - Intellectual Property (Brd) (ED),2016-01-01,
IMMUNE DESIGN CORP (De-listed 04/2019),2127503,Agenovir Corp,2517330,Doctor Larry Corey,1334399,Advisory Board Member (Non-Brd),2015-01-01,2019-04-02,Scientific Advisor (Non-Brd),,
JUNO THERAPEUTICS INC (De-listed 03/2018),2179488,Agenovir Corp,2517330,Doctor Larry Corey,1334399,Scientific Advisor (Non-Brd),2014-12-19,2018-03-06,Scientific Advisor (Non-Brd),,
Vir Biotechnology Inc,2595940,Agenovir Corp,2517330,Doctor Larry Corey,1334399,Scientific Advisor (Non-Brd),2017-01-05,,Scientific Advisor (Non-Brd),,
JUNIPER PHARMACEUTICALS INC (Columbia Laboratories Inc prior to 04/2015) (De-listed 08/2018),7355,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),2015-04-22,2018-08-14,Scientific Advisor (Non-Brd),,
Flagship Pioneering Inc (Flagship Ventures Management Inc prior to 12/2016),89511,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),,,Scientific Advisor (Non-Brd),,
ALNYLAM PHARMACEUTICALS INC,117536,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),2010-06-03,,Scientific Advisor (Non-Brd),,
Microchips Biotech Inc (Microchips Inc prior to 09/2014),468341,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
Golub & Co Inc,827210,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
Micell Technologies Inc,946440,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
Artificial Cell Technologies Inc (ACT),1047471,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Senior Advisor (Non-Brd),,,Scientific Advisor (Non-Brd),,
Arsenal Medical Inc (Arsenal Vascular Inc prior to 12/2011),1236057,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
Lathrop & Gage LLP,1687728,Platte County Bar Association,2517739,Terry Brady,1773174,Senior Counsel (Non-Brd),,,Member,,
Seventh Sense Biosystems Inc,1550669,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
TARIS BioMedical Inc,1560857,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
Humacyte Inc,1681472,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
Moderna Inc (Moderna Therapeutics Inc prior to 08/2018) (Listed 12/2018),1809747,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Independent Director (Brd) (SD),2010-12-01,2018-12-07,Scientific Advisor (Non-Brd),,
EGEN Inc,1880112,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
Tarveda Therapeutics Inc (Blend Therapeutics Inc prior to 01/2016),1881671,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
Quantum Designs LLC (AeroDesigns Inc prior to 2013),1892769,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Advisory Chairman (Non-Brd),,,Scientific Advisor (Non-Brd),,
XTuit Pharmaceuticals Inc,1979176,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
T2 BIOSYSTEMS INC,2132433,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Co-Founder (Non-Brd),2014-08-07,,Scientific Advisor (Non-Brd),,
Lyndra Therapeutics Inc (Lyndra Inc prior to 10/2018),2384191,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
DARE BIOSCIENCE INC (Cerulean Pharma Inc prior to 07/2017),2060516,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),2019-03-29,,Scientific Advisor (Non-Brd),,
TARA Biosystems Inc,2417312,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
SELECTA BIOSCIENCES INC,2476958,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),2016-06-22,,Scientific Advisor (Non-Brd),,
SQZ Biotechnologies Co,2133677,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
Sigilon Therapeutics Inc,2676681,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),,
KALA PHARMACEUTICALS INC,2682938,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Independent Director (Brd) (SD),2017-07-20,2018-12-19,Scientific Advisor (Non-Brd),,
PULMATRIX INC (Ruthigen Inc prior to 06/2015),2063054,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),2014-03-21,,Scientific Advisor (Non-Brd),,
RUBIUS THERAPEUTICS INC,2843881,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Independent Director (Brd) (SD),2018-07-18,,Scientific Advisor (Non-Brd),,
INVIVO THERAPEUTICS HOLDINGS CORP,2237701,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),2015-04-17,,Scientific Advisor (Non-Brd),,
DARE BIOSCIENCE INC (Cerulean Pharma Inc prior to 07/2017),2060516,Agenovir Corp,2517330,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),2014-04-10,2017-01-01,Scientific Advisor (Non-Brd),,
