from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Intellectual Property Owners Association (IPO),535034,Allen & Overy (China),1952089,Doctor Benjamin Bai,1526997,Committee Member,,,Partner (Non-Brd),2011-02-07,2016-07-01
Morrison & Foerster LLP,39234,Allen & Overy (China),1952089,Maria Wang,1654130,Partner (Non-Brd),2014-06-03,2019-01-01,Senior Associate (Non-Brd),2006-01-01,2014-06-01
Davis Polk & Wardwell LLP,43959,Allen & Overy (China),1952089,Alex Tao,1990563,Counsel (Non-Brd),2007-04-01,2016-07-01,Partner (Non-Brd),2016-07-14,
CIFC LLC (CIFC Corp prior to 12/2015) (De-listed 11/2016),626111,Alitalia Maintenance System SPA,1952091,Paolo Amato,1309317,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
TAPESTRY INC (Coach Inc prior to 10/2017),7173,Ariston Thermo SPA,1952093,Andrea Guerra,29486,Independent Director (Brd) (SD),2015-02-04,,Director -  SD (Brd) (SD),,
DISCOVERY INC (Discovery Communications Inc prior to 04/2018),1201609,Ariston Thermo SPA,1952093,Marinella Soldi,1528382,Division Chief Strategy Officer/Division MD (Non-Brd),2017-12-01,2018-10-01,Board Member -  SD (Brd) (SD),,
DISCOVERY INC (Discovery Communications Inc prior to 04/2018),1201609,Ariston Thermo SPA,1952093,Marinella Soldi,1528382,Division President/Division MD (Non-Brd),2014-11-01,2017-01-01,Board Member -  SD (Brd) (SD),,
FIRST MERCHANTS CORPORATION,148,Indiana Secondary Market Fund Inc,1952098,Chuck Schalliol,336315,Independent Chairman (Brd) (SD),2007-04-24,,Chairman (Brd) (SD),,
HERITAGE-CRYSTAL CLEAN INC,1056840,Indiana Secondary Market Fund Inc,1952098,Chuck Schalliol,336315,Independent Director (Brd) (SD),2008-03-17,,Chairman (Brd) (SD),,
Faegre Baker Daniels LLP,1805563,Indiana Secondary Market Fund Inc,1952098,Chuck Schalliol,336315,Counsel (Non-Brd),2012-01-01,2018-01-01,Chairman (Brd) (SD),,
Faegre Baker Daniels LLP,1805563,Indiana Secondary Market Fund Inc,1952098,Chuck Schalliol,336315,Senior Advisor (Non-Brd),2018-01-01,2018-01-01,Chairman (Brd) (SD),,
AMERICAN INTERNATIONAL GROUP (AIG) INC,1856,American International Overseas Ltd (Chartis Overseas Ltd prior to 07/2013),1952110,James Bracken,1144323,Division CFO (Non-Brd),2012-01-17,2014-09-01,Director -  SD (Brd) (SD),,
RSR Partners (Directorship Search Group prior to 05/2007),1061208,Pharmacist Partners LLC,1952116,John Castellani,650262,Advisory Board Member (Non-Brd),2018-01-01,,Advisor (Non-Brd),2013-05-14,
Airbus Group Inc (EADS North America Inc prior to 01/2014),493960,MBDA Deutschland GmbH (Formerly Known as LFK-Lenkflugkrpersysteme GmbH),1952131,Doctor Peter Schubert,1601235,Vice President - HR (Non-Brd),2003-01-01,2006-02-01,Vice President - HR (Non-Brd),2001-01-18,2003-02-01
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003),24343,John Middleton Co,1952132,Ryan Bauersachs,2023051,Division MD/General Manager (Non-Brd),2018-05-01,,MD/General Manager (Non-Brd),2018-05-01,
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003),24343,John Middleton Co,1952132,Craig Schwartz,1079130,Division President/CEO (Non-Brd),2009-09-01,2011-01-01,President/CEO (Non-Brd),2009-09-01,2011-01-01
