from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
TRI-CONTINENTAL CORP,31270,Elevate Textiles Inc (International Textile Group Inc (ITG) prior to 01/2019),804089,Bill Carmichael,200602,Independent Director (Brd) (SD),2015-11-01,2018-12-31,Independent Director (Brd) (SD),2012-11-01,2016-10-24
HHGREGG INC (De-listed 02/2017),1040665,International Textile Group Inc (ITG),804089,Bill Carmichael,200602,Independent Director (Brd) (SD),2015-06-08,2017-02-28,Independent Director (Brd) (SD),2012-11-01,2016-10-24
FINISH LINE INC (De-listed 06/2018),11888,International Textile Group Inc (ITG),804089,Bill Carmichael,200602,Lead Independent Director (Brd) (SD),2011-07-21,2018-06-18,Independent Director (Brd) (SD),2012-11-01,2016-10-24
WL Ross & Co LLC,951689,Elevate Textiles Inc (International Textile Group Inc (ITG) prior to 01/2019),804089,Michael Gibbons,1278395,CFO (Non-Brd),2002-07-01,2015-01-01,Independent Director (Brd) (SD),2005-12-01,2016-02-29
WL Ross & Co LLC,951689,Elevate Textiles Inc (International Textile Group Inc (ITG) prior to 01/2019),804089,David Wax,1278409,MD (Brd) (ED),2000-04-01,2015-01-01,Director -  SD (Brd) (SD),,
NEXEO SOLUTIONS INC (WL Ross Holding Corp prior to 06/2016) (De-listed 02/2019),2080604,Elevate Textiles Inc (International Textile Group Inc (ITG) prior to 01/2019),804089,Michael Gibbons,1278395,CFO/Secretary (Non-Brd),2014-06-06,2016-06-09,Independent Director (Brd) (SD),2005-12-01,2016-02-29
WL Ross & Co LLC,951689,Elevate Textiles Inc (International Textile Group Inc (ITG) prior to 01/2019),804089,Pamela Wilson,1278393,MD (Brd) (ED),2000-04-01,2013-02-01,Director -  SD (Brd) (SD),,
WL Ross & Co LLC,951689,Elevate Textiles Inc (International Textile Group Inc (ITG) prior to 01/2019),804089,David Storper,990396,Senior MD (Brd) (ED),2000-04-01,2012-04-13,Director -  SD (Brd) (SD),,
Platinum Equity LLC,501765,Elevate Textiles Inc (International Textile Group Inc (ITG) prior to 01/2019),804089,Eva Kalawski,750495,General Counsel/Secretary/Partner (Brd) (ED),1997-01-01,2018-01-01,VP/Secretary (Brd) (ED),2016-10-24,2016-01-01
RYERSON HOLDING CORP,2132746,Elevate Textiles Inc (International Textile Group Inc (ITG) prior to 01/2019),804089,Eva Kalawski,750495,Director -  SD (Brd) (SD),,,VP/Secretary (Brd) (ED),2016-10-24,2016-01-01
ASA GOLD AND PRECIOUS METALS LTD (ASA Ltd prior to 03/2011),550880,Taiwan Opportunities Fund Ltd,804092,Gary Glynn,1198840,Independent Director (Brd) (SD),2013-03-14,2014-03-13,Independent Director (Brd) (SD),2011-03-31,
ASA GOLD AND PRECIOUS METALS LTD (ASA Ltd prior to 03/2011),550880,Taiwan Opportunities Fund Ltd,804092,Gary Glynn,1198840,Independent Director (Brd) (SD),2016-07-01,,Independent Director (Brd) (SD),2011-03-31,
Economic Club of New York (The) (ECNY),36418,Taiwan Opportunities Fund Ltd,804092,Gary Glynn,1198840,Member,,,Independent Director (Brd) (SD),2011-03-31,
ASA GOLD AND PRECIOUS METALS LTD (ASA Ltd prior to 03/2011),550880,Taiwan Opportunities Fund Ltd,804092,Gary Glynn,1198840,Independent Chairman (Brd) (SD),2014-03-13,2016-07-01,Independent Director (Brd) (SD),2011-03-31,
Federal Reserve Bank of New York,36725,Taiwan Opportunities Fund Ltd,804092,Gary Glynn,1198840,Committee Member (Non-Brd),2009-01-01,2011-01-01,Independent Director (Brd) (SD),2011-03-31,
RETRACTABLE TECHNOLOGIES INC,26147,"Geary, Stahl & Spencer",804102,Ken Biermacher,442713,Independent Director (Brd) (SD),2001-02-01,2004-01-01,Member,,
LINAMAR CORP,18895,Asia Pacific Development Information Programme,804104,Ken McDougall,646582,Regional Director - Development (Non-Brd),2005-02-01,2005-07-01,Director -  SD,,
HELIOS TECHNOLOGIES INC (Sun Hydraulics Corp prior to 06/2019),29520,Sun Hydraulics Ltd,804105,Steve Hancox,1121007,Corporate Officer (Non-Brd),2011-01-01,2016-10-03,General Manager (Non-Brd),2011-03-01,2011-09-01
HELIOS TECHNOLOGIES INC (Sun Hydraulics Corp prior to 06/2019),29520,Sun Hydraulics Ltd,804105,Steve Hancox,1121007,Corporate Officer (Non-Brd),2011-01-01,2016-10-03,Director -  SD (Brd) (SD),,
HELIOS TECHNOLOGIES INC (Sun Hydraulics Corp prior to 06/2019),29520,Sun Hydraulics Ltd,804105,Peter Robson,454480,Division General Manager - Ops (Non-Brd),1981-05-01,2011-09-06,General Manager - Operations (Brd) (ED),1993-04-26,2011-09-06
HELIOS TECHNOLOGIES INC (Sun Hydraulics Corp prior to 06/2019),29520,Sun Hydraulics Ltd,804105,Peter Robson,454480,Division General Manager - Ops (Non-Brd),1981-05-01,2011-09-06,General Manager - Operations (Non-Brd),1993-04-26,2011-09-06
HELIOS TECHNOLOGIES INC (Sun Hydraulics Corp prior to 06/2019),29520,Sun Hydraulics Ltd,804105,Peter Robson,454480,Division General Manager - Ops (Non-Brd),1981-05-01,2011-09-06,General Manager - Operations (Brd) (ED),1981-05-01,1993-04-26
HELIOS TECHNOLOGIES INC (Sun Hydraulics Corp prior to 06/2019),29520,Sun Hydraulics Ltd,804105,Peter Robson,454480,Division General Manager - Ops (Non-Brd),1981-05-01,2011-09-06,General Manager - Operations (Non-Brd),1981-05-01,1993-04-26
Blumberg Capital LLC,1663666,Latet,804109,Yodfat Buchris,556486,MD (Non-Brd),2018-09-20,,Trustee,,
FACEBOOK INC,1820060,Latet,804109,Adi Soffer-Te'eni,1079414,General Manager (Non-Brd),2014-03-01,,Director -  SD (Brd) (SD),,
LIFELINE SYSTEMS INC (De-listed 03/2006),18851,Connors/Roberts Associates,804111,Carolyn Roberts,481700,Independent Director (Brd) (SD),1994-01-01,2006-03-23,Secretary/Treasurer (Non-Brd),2000-07-01,2004-06-01
LIFELINE SYSTEMS INC (De-listed 03/2006),18851,Connors/Roberts Associates,804111,Carolyn Roberts,481700,Independent Director (Brd) (SD),1994-01-01,2006-03-23,President (Brd) (ED),2004-06-01,
QUEBECOR INC,25565,Videotron Telecom Ltd (Ceased Trading 01/2006),804114,Mark D'Souza,843570,VP/Treasurer (Non-Brd),2002-04-01,2006-09-01,Vice President (Non-Brd),2002-04-01,2005-10-01
LAURENTIAN BANK OF CANADA,591562,Videotron Telecom Ltd (Ceased Trading 01/2006),804114,Philippe Duby,642701,Consultant (Non-Brd),1997-01-01,1998-02-01,Director - Ops (Non-Brd),1996-12-01,1997-08-01
GLOBESPANVIRATA INC (De-listed 03/2004),13458,Puppy and Pet Products International LLC,804117,Nicholas Aretakis,481842,Vice President (Non-Brd),2001-12-01,2003-01-01,Executive Officer (Non-Brd),2001-12-01,2003-01-01
CONEXANT SYSTEMS INC (De-listed 04/2011),7667,Puppy and Pet Products International LLC,804117,Nicholas Aretakis,481842,Executive Officer (Non-Brd),2004-02-27,2005-10-01,Chairman (Brd) (SD),2003-01-01,
GLOBESPANVIRATA INC (De-listed 03/2004),13458,Puppy and Pet Products International LLC,804117,Nicholas Aretakis,481842,Vice President - Worldwide Sales (Non-Brd),2003-01-01,2004-02-27,Chairman (Brd) (SD),2003-01-01,
GLOBESPANVIRATA INC (De-listed 03/2004),13458,Puppy and Pet Products International LLC,804117,Nicholas Aretakis,481842,Vice President - Worldwide Sales (Non-Brd),1998-05-01,2001-12-01,Chairman (Brd) (SD),2003-01-01,
QUICKLOGIC CORP,25594,Puppy and Pet Products International LLC,804117,Nicholas Aretakis,481842,Independent Director (Brd) (SD),2006-05-26,2007-12-04,Chairman (Brd) (SD),2003-01-01,
