from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
SERES THERAPEUTICS INC,2300298,POLYPORE INTERNATIONAL INC (De-listed 08/2015),610464,Professor Doctor Charles Cooney,49096,Scientific Advisor (Non-Brd),2015-06-26,,Independent Director (Brd) (SD),2008-04-08,2015-08-26
ALNYLAM PHARMACEUTICALS INC,117536,POLYPORE INTERNATIONAL INC (De-listed 08/2015),610464,Professor Doctor Charles Cooney,49096,Scientific Advisor (Non-Brd),2010-06-03,2011-04-01,Independent Director (Brd) (SD),2008-04-08,2015-08-26
REG Life Sciences LLC (LS9 Inc prior to 01/2014),1003755,POLYPORE INTERNATIONAL INC (De-listed 08/2015),610464,Professor Doctor Charles Cooney,49096,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2008-04-08,2015-08-26
GreenLight Biosciences LLC,1666421,POLYPORE INTERNATIONAL INC (De-listed 08/2015),610464,Professor Doctor Charles Cooney,49096,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2008-04-08,2015-08-26
MANDALAY RESORT GROUP (De-listed 04/2005),19557,McKinney-James & Associates,610465,Rose McKinney-James,350170,Director -  SD (Brd) (SD),,,Managing Principal (Non-Brd),2005-03-01,
MGM RESORTS INTERNATIONAL (MGM Mirage Inc prior to 06/2010),20519,McKinney-James & Associates,610465,Rose McKinney-James,350170,Independent Director (Brd) (SD),2005-07-06,,Managing Principal (Non-Brd),2005-03-01,
EMPLOYERS HOLDINGS INC,957703,McKinney-James & Associates,610465,Rose McKinney-James,350170,Independent Director (Brd) (SD),2007-02-05,2013-05-22,Managing Principal (Non-Brd),2005-03-01,
MGM RESORTS INTERNATIONAL (MGM Mirage Inc prior to 06/2010),20519,Toyota Financial Savings Bank,610466,Rose McKinney-James,350170,Independent Director (Brd) (SD),2005-07-06,,Director -  SD (Brd) (SD),,
EMPLOYERS HOLDINGS INC,957703,Toyota Financial Savings Bank,610466,Rose McKinney-James,350170,Independent Director (Brd) (SD),2007-02-05,2013-05-22,Director -  SD (Brd) (SD),,
Mechanics Bank,463225,Toyota Financial Savings Bank,610466,Meheriar Hasan,1338259,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Public Employees Retirement System of Nevada (NVPERS),110047,City of Las Vegas,610469,Mark Vincent,1371408,Chairman (Brd) (SD),2011-07-01,2018-01-01,CFO (Non-Brd),2010-12-01,2017-01-01
Public Employees Retirement System of Nevada (NVPERS),110047,City of Las Vegas,610469,Mark Vincent,1371408,Vice Chairman (Brd) (SD),2009-07-01,2011-07-01,Director - Finance (Non-Brd),2008-12-01,2010-12-01
Public Employees Retirement System of Nevada (NVPERS),110047,City of Las Vegas,610469,Rusty McAllister,1371410,Director -  SD (Brd) (SD),,,Captain (Non-Brd),1992-01-01,2016-09-01
Public Employees Retirement System of Nevada (NVPERS),110047,City of Las Vegas,610469,Rusty McAllister,1371410,Committee Member (Non-Brd),1999-01-01,2011-07-01,Captain (Non-Brd),1992-01-01,2016-09-01
Public Employees Retirement System of Nevada (NVPERS),110047,City of Las Vegas,610469,Mark Vincent,1371408,Vice Chairman (Brd) (SD),2009-07-01,2011-07-01,CFO (Non-Brd),2010-12-01,2017-01-01
Public Employees Retirement System of Nevada (NVPERS),110047,City of Las Vegas,610469,Mark Vincent,1371408,Director -  SD (Brd) (SD),,,Director - Finance (Non-Brd),2008-12-01,2010-12-01
Public Employees Retirement System of Nevada (NVPERS),110047,City of Las Vegas,610469,Mark Vincent,1371408,Vice Chairman (Brd) (SD),2009-07-01,2011-07-01,Director - Finance (Non-Brd),1998-02-01,2008-12-01
Public Employees Retirement System of Nevada (NVPERS),110047,City of Las Vegas,610469,Mark Vincent,1371408,Director -  SD (Brd) (SD),,,Director - Finance (Non-Brd),1998-02-01,2008-12-01
Fennemore Craig PC (Formerly known as Fennemore Craig Jones Vargas),601910,City of Las Vegas,610469,The Hon. Dick Bryan,774139,Director -  Non-Brd (Non-Brd),,,Committee Member (Non-Brd),,
MMC ENERGY INC (De-listed 10/2009),837786,City of Las Vegas,610469,The Hon. Dick Bryan,774139,Independent Director (Brd) (SD),2006-09-04,2009-10-07,Committee Member (Non-Brd),,
SOUTHWEST GAS HOLDINGS INC (Southwest Gas Corp prior to 01/2017),28702,City of Las Vegas,610469,Thom Sheets,206020,Various Positions (Non-Brd),1987-01-01,1997-01-01,Judge (Non-Brd),1987-01-01,
American Gas Association (AGA),54810,City of Las Vegas,610469,Thom Sheets,206020,Member,,,Judge (Non-Brd),1987-01-01,
STATION CASINOS INC (De-listed 11/2007),29136,City of Las Vegas,610469,Lynette Boggs-Perez,90346,Independent Director (Brd) (SD),2003-07-24,2004-03-30,Member (Non-Brd),1999-06-28,2001-01-01
STATION CASINOS INC (De-listed 11/2007),29136,City of Las Vegas,610469,Lynette Boggs-Perez,90346,Independent Director (Brd) (SD),2003-07-24,2004-03-30,Member (Non-Brd),2001-01-01,2004-01-01
ENCOMPASS HEALTH CORP (HealthSouth Corp prior to 01/2018),14523,City of Las Vegas,610469,Jan Blackhurst,61562,Director -  SD (Brd) (SD),,,Mayor (Non-Brd),1991-01-01,1999-10-01
RubinBrown LLP,945833,City of Las Vegas,610469,Annette Carro,2127677,Partner (Non-Brd),2017-06-01,,Committee Member (Non-Brd),,
Fennemore Craig PC (Formerly known as Fennemore Craig Jones Vargas),601910,City of Las Vegas,610469,Michael Buckley,1631664,Attorney (Non-Brd),1975-05-01,2012-06-01,Commission Chairman (Non-Brd),1994-09-01,2002-08-01
Fennemore Craig PC (Formerly known as Fennemore Craig Jones Vargas),601910,City of Las Vegas,610469,Michael Buckley,1631664,Attorney (Non-Brd),1975-05-01,2012-06-01,Commission Chairman (Non-Brd),2009-01-01,2009-01-01
RED HAT INC (De-listed 07/2019),25895,Dilithium Networks Inc,610471,Ed Kozel,12349,Independent Director (Brd) (SD),2004-10-01,2006-09-01,Independent Director (Brd) (SD),2005-07-11,2006-01-01
SYMBOL TECHNOLOGIES INC (De-listed 01/2007),29776,Dilithium Networks Inc,610471,Ed Kozel,12349,Independent Director (Brd) (SD),2004-03-10,2006-05-01,Independent Director (Brd) (SD),2005-07-11,2006-01-01
ALTABA INC (Yahoo Inc prior to 06/2017),33915,Dilithium Networks Inc,610471,Ed Kozel,12349,Independent Director (Brd) (SD),2000-10-01,2008-05-20,Independent Director (Brd) (SD),2005-07-11,2006-01-01
NETAPP INC (Network Appliance Inc prior to 03/2008),21903,Dilithium Networks Inc,610471,Ed Kozel,12349,Independent Director (Brd) (SD),2006-05-16,2009-10-14,Independent Director (Brd) (SD),2005-07-11,2006-01-01
CELSIS INTERNATIONAL PLC (De-listed 10/2009),6210,Institute of Credit Management (UK),610472,Mark Rayner,1299848,,,,,,
ASSURANT INC,550072,Institute of Credit Management (UK),610472,Rich Green,1138475,Regional President (Non-Brd),2018-05-01,,Member,,
CIT GROUP INC,6910,Institute of Credit Management (UK),610472,Rich Green,1138475,Division President (Non-Brd),2014-01-01,2017-02-12,Member,,
FULTON FINANCIAL CORP,12645,Blenheim Capital Management LLC,610473,Wim Kooyker,350174,Independent Director (Brd) (SD),2005-07-12,2012-07-17,Chairman/CEO/Chief Investment Officer (Brd) (ED),1989-01-01,
FIRST CONSTITUTION BANCORP,78,Blenheim Capital Management LLC,610473,Charles Crow III,481350,Independent Chairman (Brd) (SD),2005-03-10,,Director -  SD (Brd) (SD),,
FULTON FINANCIAL CORP,12645,Derivatives Portfolio Management LLC,610474,Wim Kooyker,350174,Independent Director (Brd) (SD),2005-07-12,2012-07-17,Director -  SD (Brd) (SD),,
FORESTAR GROUP INC (Forestar Real Estate Group Inc prior to 11/2008),1025487,BWIN.PARTY DIGITAL ENTERTAINMENT PLC (PartyGaming PLC prior to 04/2011) (De-listed 02/2016),610475,Daniel Silvers,885590,Independent Director (Brd) (SD),2015-02-09,2017-10-05,NED (Brd) (SD),2014-05-22,2015-11-10
Greylock Partners Inc,1103603,BWIN.PARTY DIGITAL ENTERTAINMENT PLC (PartyGaming PLC prior to 04/2011) (De-listed 02/2016),610475,Tilli Kalisky-Bannett,766475,Associate Partner (Non-Brd),2011-04-01,2015-01-01,Head of Publishing (Non-Brd),2012-05-01,2016-02-02
Unify Square Inc,2359155,BWIN.PARTY DIGITAL ENTERTAINMENT PLC (PartyGaming PLC prior to 04/2011) (De-listed 02/2016),610475,Geoff Baldwin,1122460,Chairman (Brd) (SD),2013-01-01,,NED (Brd) (SD),2011-07-15,2013-09-23
ANTE4 INC (WPT Enterprises Inc prior to 11/2009) (De-listed 12/2009),780213,BWIN.PARTY DIGITAL ENTERTAINMENT PLC (PartyGaming PLC prior to 04/2011) (De-listed 02/2016),610475,David Wang,1603356,Vice President (Non-Brd),2005-01-01,2006-10-01,Head of Marketing (Non-Brd),2006-03-01,2007-08-01
Mblox Inc,737854,BWIN.PARTY DIGITAL ENTERTAINMENT PLC (PartyGaming PLC prior to 04/2011) (De-listed 02/2016),610475,Simon Duffy,7076,Chairman (Brd) (SD),2007-02-09,2016-05-13,Chairman (Non-Executive) (Brd) (SD),,
MICROMUSE INC (De-listed 02/2006),20585,BWIN.PARTY DIGITAL ENTERTAINMENT PLC (PartyGaming PLC prior to 04/2011) (De-listed 02/2016),610475,Michael Jackson,1187,Independent Director (Brd) (SD),1998-07-01,2006-02-15,Chairman (Non-Executive) (Brd) (SD),,
Morgan Lewis & Bockius LLP,250597,Rhode Island State Bar,610477,Ron Del Sesto Jr,1918874,Partner (Non-Brd),2014-11-01,,Member,,
Weil Gotshal & Manges LLP,262182,Rhode Island State Bar,610477,Joe Pari,2166055,Partner (Non-Brd),2018-12-01,,Member,,
ALLIANT ENERGY CORP,1476,Chinese Culture Center of America,610478,Dean Oestreich,350176,Independent Director (Brd) (SD),2005-07-12,2014-01-01,Secretary,,
Nexsteppe Inc,1812707,Chinese Culture Center of America,610478,Dean Oestreich,350176,Director -  SD (Brd) (SD),,,Secretary,,
ALLIANT ENERGY CORP,1476,Chinese Culture Center of America,610478,Dean Oestreich,350176,Lead Independent Director (Brd) (SD),2014-01-01,,Secretary,,
EI DUPONT DE NEMOURS & CO (De-listed 08/2017),9703,Chinese Culture Center of America,610478,Dean Oestreich,350176,Vice President (Non-Brd),2004-01-01,2009-12-31,Secretary,,
WISCONSIN POWER & LIGHT CO (De-listed 03/2013),33609,Chinese Culture Center of America,610478,Dean Oestreich,350176,Independent Director (Brd) (SD),2005-07-12,2013-03-20,Secretary,,
EARTHLINK HOLDINGS CORP (EarthLink Inc prior to 12/2013) (De-listed 02/2017),9906,MarketWorks Inc,610481,Chip Lacy Jr,180975,Independent Director (Brd) (SD),2000-02-04,2008-05-09,Director -  SD (Brd) (SD),,
NETGEAR INC,21838,MarketWorks Inc,610481,Chip Lacy Jr,180975,Independent Director (Brd) (SD),2013-07-01,2015-06-02,Director -  SD (Brd) (SD),,
NETGEAR INC,21838,MarketWorks Inc,610481,Chip Lacy Jr,180975,Independent Director (Brd) (SD),2002-09-01,2006-04-01,Director -  SD (Brd) (SD),,
NETGEAR INC,21838,MarketWorks Inc,610481,Chip Lacy Jr,180975,Lead Independent Director (Brd) (SD),2006-04-01,2013-07-01,Director -  SD (Brd) (SD),,
ARIBA INC (De-listed 10/2012),2555,Investcom Holding SAL,610485,Maher Mikati,1361627,General Manager (Non-Brd),2003-01-01,2005-01-01,Director -  ED (Brd) (ED),,
STRYKER CORP,29405,UCB Farchim SA,610500,Doctor Roch Doliveux,34294,Independent Director (Brd) (SD),2010-06-21,,Chairman (Brd) (SD),2005-07-01,2012-01-01
Gerson Lehrman Group Inc,424062,New York City Commission on Women's Issues,610502,Melinda Wolfe,1371339,Global Head of HR (Non-Brd),2017-05-30,2019-01-01,Commissioner (Non-Brd),2007-03-03,
AMERICAN EXPRESS CO,1815,New York City Commission on Women's Issues,610502,Melinda Wolfe,1371339,Senior VP (Non-Brd),2007-01-01,2008-01-01,Commissioner (Non-Brd),2007-03-03,
Gerson Lehrman Group Inc,424062,New York City Commission on Women's Issues,610502,Melinda Wolfe,1371339,Chief People Officer (Non-Brd),2019-01-01,,Commissioner (Non-Brd),2007-03-03,
FINLAY ENTERPRISES INC (De-listed 07/2008),11896,New York City Commission on Women's Issues,610502,Ellen Levine,320699,Independent Director (Brd) (SD),2004-01-12,2008-07-11,Commissioner (Non-Brd),2002-12-16,
RYMAN HOSPITALITY PROPERTIES INC (Gaylord Entertainment Co prior to 10/2012),12897,New York City Commission on Women's Issues,610502,Ellen Levine,320699,Independent Director (Brd) (SD),2004-11-11,2019-05-09,Commissioner (Non-Brd),2002-12-16,
GARTNER INC (Gartner Group Inc prior to 08/2001),12862,New York City Commission on Women's Issues,610502,Anne Fuchs,180481,Independent Director (Brd) (SD),1999-07-01,,Chairman (Brd) (SD),2002-09-01,2013-12-01
JC PENNEY CO INC,24083,New York City Commission on Women's Issues,610502,Anne Fuchs,180481,Division President (Non-Brd),2010-11-11,2012-01-01,Chairman (Brd) (SD),2002-09-01,2013-12-01
PITNEY BOWES INC,24531,New York City Commission on Women's Issues,610502,Anne Fuchs,180481,Independent Director (Brd) (SD),2005-09-01,,Chairman (Brd) (SD),2002-09-01,2013-12-01
GENESCO INC,13056,New York City Commission on Women's Issues,610502,Joanna Barsh,141348,Independent Director (Brd) (SD),2013-11-07,,Officer (Non-Brd),2002-01-01,2014-01-01
Sesame Workshop Inc (Children's Television Workshop prior to 2000),374277,New York City Commission on Women's Issues,610502,Joanna Barsh,141348,Trustee (Brd) (SD),1994-10-01,2016-01-01,Officer (Non-Brd),2002-01-01,2014-01-01
EQUITY OFFICE PROPERTIES TRUST (De-listed 02/2007),10923,New York City Commission on Women's Issues,610502,Sally Susman,92207,Independent Trustee (Brd) (SD),2005-02-25,2007-02-12,Commissioner (Non-Brd),2002-12-16,
ESTEE LAUDER COS INC,11074,New York City Commission on Women's Issues,610502,Sally Susman,92207,Executive VP - Comms (Non-Brd),2004-12-01,2008-01-01,Commissioner (Non-Brd),2002-12-16,
ESTEE LAUDER COS INC,11074,New York City Commission on Women's Issues,610502,Sally Susman,92207,Senior VP - Communications (Non-Brd),2000-09-01,2004-12-01,Commissioner (Non-Brd),2002-12-16,
PFIZER INC,24296,New York City Commission on Women's Issues,610502,Sally Susman,92207,Executive VP - Communications/External Affairs (Non-Brd),2010-12-01,2013-01-01,Commissioner (Non-Brd),2002-12-16,
PFIZER INC,24296,New York City Commission on Women's Issues,610502,Sally Susman,92207,Executive VP - Corporate Affairs (Non-Brd),2013-01-01,2018-12-01,Commissioner (Non-Brd),2002-12-16,
PFIZER INC,24296,New York City Commission on Women's Issues,610502,Sally Susman,92207,Executive VP/Chief Corporate Affairs Officer (Non-Brd),2019-01-01,,Commissioner (Non-Brd),2002-12-16,
