from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Mintz Levin Cohn Ferris Glovsky and Popeo PC,34886,iDNA Inc (National Auto Credit Inc prior to 01/2006),21529,Richard Cohen,515271,Member (Non-Brd),1985-01-01,,Director -  SD (Brd) (SD),,
Mintz Levin Cohn Ferris Glovsky and Popeo PC,34886,iDNA Inc (National Auto Credit Inc prior to 01/2006),21529,Richard Cohen,515271,Member (Non-Brd),1985-01-01,,Interim CFO (Brd) (ED),1999-07-01,1999-12-30
ISOLAGEN INC (American Financial Holding Inc prior to 08/2001) (De-listed 06/2009),1821,iDNA Inc,21529,Henry Toh,340064,Independent Director (Brd) (SD),2004-01-08,2009-06-18,Lead Independent Director (Brd) (SD),1998-12-22,
Heritage Global Inc (Counsel RB Capital Inc prior to 08/2013),620161,iDNA Inc (National Auto Credit Inc prior to 01/2006),21529,Henry Toh,340064,Assistant Secretary (Brd) (ED),1997-05-01,2002-10-01,Lead Independent Director (Brd) (SD),1998-12-22,
Heritage Global Inc (Counsel RB Capital Inc prior to 08/2013),620161,iDNA Inc (National Auto Credit Inc prior to 01/2006),21529,Henry Toh,340064,Independent Director (Brd) (SD),2002-10-01,2016-05-05,Lead Independent Director (Brd) (SD),1998-12-22,
MOOG INC,21072,NATIONAL BANKSHARES INC,21531,Lawrence Ball,449310,VP/Group President (Non-Brd),2004-01-16,,Independent Director (Brd) (SD),2006-04-11,
AMERICAN NATIONAL BANKSHARES INC,1886,NATIONAL BANKSHARES INC,21531,Joe Beury,1314889,Division Senior VP (Non-Brd),2014-01-15,2014-08-07,Senior VP (Non-Brd),2014-01-22,
Cardinal Bankshares Corp (Ceased Trading 07/2016),5808,NATIONAL BANKSHARES INC,21531,Mark Smith,1479502,Interim President/CEO (Brd) (ED),2014-11-18,2015-12-07,Division Senior VP/Division Chief Credit Officer (Non-Brd),2016-04-01,2018-10-15
Cardinal Bankshares Corp (Ceased Trading 07/2016),5808,NATIONAL BANKSHARES INC,21531,Mark Smith,1479502,Interim President/CEO (Brd) (ED),2015-12-07,2016-07-01,Division Senior VP/Division Chief Credit Officer (Non-Brd),2016-04-01,2018-10-15
American Bankers Association (ABA),79015,National Capital Bank of Washington (NCB),21535,Coracci Robertson,1326031,Member,,,Senior VP (Non-Brd),2017-04-26,
