from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
FIRST BUSEY CORP,40,Illinois CPA Foundation (ICPAF),461250,Professor Art Wyatt,322611,Independent Director (Brd) (SD),1995-01-01,2007-07-31,Council Member,,
Greenberg Traurig LLP,113127,Illinois CPA Foundation (ICPAF),461250,Rich Sirus,1659708,Shareholder (Non-Brd),,,Member,,
FOUNDRY NETWORKS INC (De-listed 12/2008),12384,Found Inc,461251,Steve Young,180088,Independent Director (Brd) (SD),2000-10-18,2008-12-19,Chairman/Co-Founder (Brd) (SD),1999-02-01,2003-01-01
NUTRACEUTICAL INTERNATIONAL CORP (De-listed 08/2017),22725,Found Inc,461251,Steve Young,180088,Independent Director (Brd) (SD),1998-05-18,2007-01-26,Chairman/Co-Founder (Brd) (SD),1999-02-01,2003-01-01
Warburg Pincus LLC,461930,Cooperative for Assistance and Relief Everywhere (Care USA) Inc,461254,Bowman Cutter III,180447,MD (Brd) (ED),1996-03-18,2009-01-01,Co-Vice Chairman,,
Warburg Pincus LLC,461930,Cooperative for Assistance and Relief Everywhere (Care USA) Inc,461254,Bowman Cutter III,180447,MD (Brd) (ED),1996-03-18,2009-01-01,Chairman,,
INGREDION INC (Corn Products International Inc prior to 06/2012),7905,Cooperative for Assistance and Relief Everywhere (Care USA) Inc,461254,Richard Almeida,180438,Independent Director (Brd) (SD),2001-07-01,2010-05-19,Overseer,,
INGREDION INC (Corn Products International Inc prior to 06/2012),7905,Cooperative for Assistance and Relief Everywhere (Care USA) Inc,461254,Richard Almeida,180438,Lead Independent Director (Brd) (SD),2010-05-19,2014-05-21,Overseer,,
UNITED AIRLINES HOLDINGS INC (United Continental Holdings Inc prior to 07/2019),31575,Cooperative for Assistance and Relief Everywhere (Care USA) Inc,461254,Richard Almeida,180438,Independent Director (Brd) (SD),2006-02-01,2010-10-01,Overseer,,
NATIONWIDE FINANCIAL SERVICES INC (De-listed 01/2009),21571,Cooperative for Assistance and Relief Everywhere (Care USA) Inc,461254,Lydia Marshall,62462,Independent Director (Brd) (SD),1997-02-01,2009-01-01,Chairman,,
SLM CORP (SALLIE MAE),28243,Cooperative for Assistance and Relief Everywhere (Care USA) Inc,461254,Lydia Marshall,62462,Executive VP - Mktg (Non-Brd),1993-07-01,1997-09-01,Chairman,,
TD AMERITRADE HOLDING CORP (Ameritrade Hldg Co prior to 01/2006),2048,Cooperative for Assistance and Relief Everywhere (Care USA) Inc,461254,Glenn Hutchins,82897,Independent Director (Brd) (SD),2002-09-09,2006-11-03,Vice Chairman,,
AMERICAN AXLE & MANUFACTURING HLDGS INC,1757,Cooperative for Assistance and Relief Everywhere (Care USA) Inc,461254,Glenn Hutchins,82897,Director -  SD (Brd) (SD),,,Vice Chairman,,
GARTNER INC (Gartner Group Inc prior to 08/2001),12862,Cooperative for Assistance and Relief Everywhere (Care USA) Inc,461254,Glenn Hutchins,82897,Independent Director (Brd) (SD),2000-04-14,2005-07-27,Vice Chairman,,
INSTINET GROUP INC (De-listed 12/2005),16170,Cooperative for Assistance and Relief Everywhere (Care USA) Inc,461254,Glenn Hutchins,82897,Independent Director (Brd) (SD),2002-09-20,2003-12-08,Vice Chairman,,
SEAGATE TECHNOLOGY PLC (Seagate Technology prior to 07/2010),27411,Cooperative for Assistance and Relief Everywhere (Care USA) Inc,461254,Glenn Hutchins,82897,Director -  SD (Brd) (SD),,,Vice Chairman,,
Thomas H Lee Partners LP (Thomas H Lee Co prior to 07/1999),123192,Cooperative for Assistance and Relief Everywhere (Care USA) Inc,461254,Glenn Hutchins,82897,Vice President (Non-Brd),1985-01-01,1988-01-01,Vice Chairman,,
