from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
KALA PHARMACEUTICALS INC,2682938,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Independent Director (Brd) (SD),2017-07-20,2018-12-19,Scientific Advisor (Non-Brd),2016-06-22,
INVIVO THERAPEUTICS HOLDINGS CORP,2237701,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),2015-04-17,,Scientific Advisor (Non-Brd),2016-06-22,
RUBIUS THERAPEUTICS INC,2843881,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Independent Director (Brd) (SD),2018-07-18,,Scientific Advisor (Non-Brd),2016-06-22,
PULMATRIX INC (Ruthigen Inc prior to 06/2015),2063054,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),2014-03-21,,Scientific Advisor (Non-Brd),2016-06-22,
AVALON GLOBOCARE CORP,2940232,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),2019-04-24,,Scientific Advisor (Non-Brd),2016-06-22,
MODERNA INC,2959246,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Independent Director (Brd) (SD),2018-12-07,,Scientific Advisor (Non-Brd),2016-06-22,
CELLULAR BIOMEDICINE GROUP INC,2077445,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),2017-01-01,,Scientific Advisor (Non-Brd),2016-06-22,
PURETECH HEALTH PLC,2298387,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,NED (Brd) (SD),2015-06-19,,Scientific Advisor (Non-Brd),2016-06-22,
PDS BIOTECHNOLOGY CORP (Edge Therapeutics Inc prior to 03/2019),2344735,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Advisory Chairman (Non-Brd),2015-10-01,2019-01-01,Scientific Advisor (Non-Brd),2016-06-22,
JUNIPER PHARMACEUTICALS INC (Columbia Laboratories Inc prior to 04/2015) (De-listed 08/2018),7355,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),2015-04-22,2018-08-14,Scientific Advisor (Non-Brd),2016-06-22,
Flagship Pioneering Inc (Flagship Ventures Management Inc prior to 12/2016),89511,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),,,Scientific Advisor (Non-Brd),2016-06-22,
ALNYLAM PHARMACEUTICALS INC,117536,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Scientific Advisor (Non-Brd),2010-06-03,,Scientific Advisor (Non-Brd),2016-06-22,
Microchips Biotech Inc (Microchips Inc prior to 09/2014),468341,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),2016-06-22,
Golub & Co Inc,827210,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),2016-06-22,
Micell Technologies Inc,946440,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),2016-06-22,
Artificial Cell Technologies Inc (ACT),1047471,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Senior Advisor (Non-Brd),,,Scientific Advisor (Non-Brd),2016-06-22,
Arsenal Medical Inc (Arsenal Vascular Inc prior to 12/2011),1236057,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),2016-06-22,
TARIS BioMedical Inc,1560857,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),2016-06-22,
Humacyte Inc,1681472,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Director -  SD (Brd) (SD),,,Scientific Advisor (Non-Brd),2016-06-22,
Moderna Inc (Moderna Therapeutics Inc prior to 08/2018) (Listed 12/2018),1809747,SELECTA BIOSCIENCES INC,2476958,Professor Doctor Bob Langer Jr,1315777,Independent Director (Brd) (SD),2010-12-01,2018-12-07,Scientific Advisor (Non-Brd),2016-06-22,
Scholar Rock Inc,2011007,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Chairman (Brd) (SD),2012-10-01,2017-07-06,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
Scholar Rock Inc,2011007,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Director -  SD (Brd) (SD),,,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
AgBiome LLC (Aginnovation LLC prior to 2015),2074438,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Director -  SD (Brd) (SD),,,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
ATYR PHARMA INC,2242996,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Independent Director (Brd) (SD),2015-05-07,2019-05-08,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
Metacrine Inc,2375327,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Director -  SD (Brd) (SD),,,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
SYROS PHARMACEUTICALS INC,2481688,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Independent Director (Brd) (SD),2016-06-30,,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
Morphic Therapeutic Inc,2515266,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Director -  SD (Brd) (SD),,,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
Sofregen Medical Inc,2558308,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Director -  SD (Brd) (SD),,,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
SCHOLAR ROCK HOLDING CORP,2819543,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Independent Director (Brd) (SD),2018-05-24,,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
Promedior Inc,1237689,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Director -  SD (Brd) (SD),,,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
TARIS BioMedical Inc,1560857,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Director -  SD (Brd) (SD),,,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
KinDex Pharmaceuticals Inc (KinDex Therapeutics LLC prior to 03/2014),1827172,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Director -  SD (Brd) (SD),,,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
Polaris Partners LP,1947958,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Partner (Brd) (ED),2002-04-01,2019-01-01,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
FATE THERAPEUTICS INC,1990083,SELECTA BIOSCIENCES INC,2476958,Doctor Amir Nashat,753616,Independent Director (Brd) (SD),2013-10-01,,Lead Independent Director (Brd) (SD),2016-06-22,2018-06-01
