from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
ATCO LTD,37766,AKITA DRILLING LTD,424074,Charles Wilson,335628,Corporate Director (Brd) (SD),2002-05-01,2006-05-11,Independent Corporate Director (Brd) (SD),2002-08-08,
ATCO LTD,37766,AKITA DRILLING LTD,424074,Nancy Southern,331101,Chairman (Brd) (ED),2000-01-01,2003-01-01,Director -  SD (Brd) (SD),,
CANADIAN UTILITIES LTD,1146899,AKITA DRILLING LTD,424074,Nancy Southern,331101,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
ATCO LTD,37766,AKITA DRILLING LTD,424074,Nancy Southern,331101,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
CANADIAN UTILITIES LTD,1146899,AKITA DRILLING LTD,424074,Nancy Southern,331101,Chairwoman (Brd) (SD),2019-05-08,,Deputy Chairwoman (Brd) (SD),2016-01-21,
CANADIAN UTILITIES LTD,1146899,AKITA DRILLING LTD,424074,Nancy Southern,331101,President/CEO (Brd) (ED),2003-01-01,2008-05-07,Director -  SD (Brd) (SD),,
ATCO LTD,37766,AKITA DRILLING LTD,424074,Nancy Southern,331101,Deputy Chairwoman (Brd) (SD),1996-01-01,1998-05-01,Director -  SD (Brd) (SD),,
BANK OF MONTREAL (BMO) (BMO Financial Group),4518,AKITA DRILLING LTD,424074,Nancy Southern,331101,Honorary Director (Non-Brd),2011-03-22,,Deputy Chairwoman (Brd) (SD),2016-01-21,
ATCO LTD,37766,AKITA DRILLING LTD,424074,Nancy Southern,331101,Chairwoman/CEO (Brd) (ED),2018-03-01,,Deputy Chairwoman (Brd) (SD),2016-01-21,
ATCO LTD,37766,AKITA DRILLING LTD,424074,Nancy Southern,331101,Deputy CEO (Brd) (ED),1998-05-01,2000-01-01,Director -  SD (Brd) (SD),,
BANK OF MONTREAL (BMO) (BMO Financial Group),4518,AKITA DRILLING LTD,424074,Nancy Southern,331101,Honorary Director (Non-Brd),2011-03-22,,Director -  SD (Brd) (SD),,
ATCO LTD,37766,AKITA DRILLING LTD,424074,Nancy Southern,331101,President/CEO/Deputy Chairman (Brd) (ED),2008-05-14,2012-12-01,Director -  SD (Brd) (SD),,
ATCO LTD,37766,AKITA DRILLING LTD,424074,Nancy Southern,331101,Chairwoman/President/CEO (Brd) (ED),2012-12-01,2018-03-01,Deputy Chairwoman (Brd) (SD),2016-01-21,
CANADIAN UTILITIES LTD,1146899,AKITA DRILLING LTD,424074,Nancy Southern,331101,Chairwoman/CEO (Brd) (ED),2015-01-01,2019-05-08,Deputy Chairwoman (Brd) (SD),2016-01-21,
CANADIAN UTILITIES LTD,1146899,AKITA DRILLING LTD,424074,Nancy Southern,331101,President/CEO/Deputy Chairman (Brd) (ED),2008-05-07,2012-12-01,Director -  SD (Brd) (SD),,
