from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
ORBITAL SCIENCES CORP (De-listed 02/2015),23327,MBDA USA Inc,870871,Scott Webster,275105,Independent Director (Brd) (SD),1997-01-01,2001-05-01,Chairman (Brd) (SD),2014-11-01,2017-01-01
ORBITAL SCIENCES CORP (De-listed 02/2015),23327,MBDA USA Inc,870871,Scott Webster,275105,Independent Director (Brd) (SD),2002-07-01,2015-02-09,Chairman/Interim CEO (Brd) (ED),2013-11-01,2014-11-01
ENSCO Inc,531106,MBDA USA Inc,870871,Scott Webster,275105,Director -  SD (Brd) (SD),,,Chairman (Brd) (SD),2014-11-01,2017-01-01
Defense Group Inc (DGI),482555,Meggitt USA Inc,870872,Doctor Bill Schneider Jr,377004,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Aerospace Industries Association of America Inc (AIA),78973,Meggitt USA Inc,870872,Peter Huber,1113440,Director -  SD (Brd) (SD),,,Group Director - Sales/Mktg (Non-Brd),,
Haights Cross Communications Inc,533034,Bennett Management Corp,870874,Eugene Linden,1338040,Director -  SD (Brd) (SD),,,Vice President (Non-Brd),2005-01-01,2016-01-01
AVINTIV Specialty Materials Inc (Polymer Group Inc prior to 06/2015),24741,Bennett Management Corp,870874,Eugene Linden,1338040,Director -  SD (Brd) (SD),,,Vice President (Non-Brd),2005-01-01,2016-01-01
Cibus Corp (Cibus Global Ltd prior to 02/2019),1616271,Bennett Management Corp,870874,Eugene Linden,1338040,Director -  SD (Brd) (SD),,,Vice President (Non-Brd),2005-01-01,2016-01-01
INTERCHANGE FINANCIAL SERVICES CORP (De-listed 01/2007),16322,Interchange Capital Co LLC,870883,Charles Frost,501024,Senior VP/Chief Credit Officer (Non-Brd),2004-07-01,2007-01-03,Director -  SD (Brd) (SD),,
ELECTRO SCIENTIFIC INDUSTRIES INC (De-listed 02/2019),10351,Continuum Electro Optics Inc,870885,Doctor Larry Cramer,1542721,Independent Director (Brd) (SD),2015-08-18,2019-02-01,President (Non-Brd),2002-10-01,
SELLAS LIFE SCIENCES GROUP INC (Galena Biopharma Inc prior to 01/2018),934303,ImmunoCellular Therapeutics Ltd (Optical Molecular Imaging Inc prior to 11/2006) (Listed 05/2012),870888,Doctor Richard Chin,442760,Independent Director (Brd) (SD),2009-04-23,2017-12-29,Independent Director (Brd) (SD),2012-03-13,2012-05-30
Balance Therapeutics Inc,1806594,ImmunoCellular Therapeutics Ltd (Optical Molecular Imaging Inc prior to 11/2006) (Listed 05/2012),870888,Doctor Richard Chin,442760,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),2012-03-13,2012-05-30
NOVAVAX INC,22589,ImmunoCellular Therapeutics Ltd (Optical Molecular Imaging Inc prior to 11/2006) (Listed 05/2012),870888,Doctor Rahul Singhvi,447413,President/CEO/Principal Executive Officer (Brd) (ED),2005-08-08,2011-04-19,Lead Independent Director (Brd) (SD),2010-12-01,2012-05-30
NOVAVAX INC,22589,ImmunoCellular Therapeutics Ltd (Optical Molecular Imaging Inc prior to 11/2006) (Listed 05/2012),870888,Doctor Rahul Singhvi,447413,President/CEO/Principal Executive Officer (Brd) (ED),2005-08-08,2011-04-19,Independent Director (Brd) (SD),2010-06-08,2010-12-01
