from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
EVEREST RE GROUP LTD,11292,Heartland Crop Insurance Inc,1703290,Sanjoy Mukherjee,495766,Executive VP/General Counsel/Secretary (Non-Brd),2012-01-01,2017-01-01,General Counsel/Secretary (Brd) (ED),2011-01-01,2016-01-01
EVEREST RE GROUP LTD,11292,Heartland Crop Insurance Inc,1703290,Sanjoy Mukherjee,495766,Senior VP/General Counsel/Secretary (Non-Brd),2006-01-01,2012-01-01,General Counsel/Secretary (Brd) (ED),2011-01-01,2016-01-01
CATO CORP,6059,Henson Tomlin Interests LLC,1703292,Tom Henson,1117440,Independent Director (Brd) (SD),2011-05-26,,CEO (Non-Brd),1999-01-01,
PARK STERLING CORP (De-listed 11/2017),1692512,Henson Tomlin Interests LLC,1703292,Tom Henson,1117440,Independent Director (Brd) (SD),2010-10-07,2017-11-30,CEO (Non-Brd),1999-01-01,
ARCA BIOPHARMA INC (Nuvelo Inc prior to 01/2009),15329,AmideBio LLC,1703299,Tom Keuer,495064,COO (Non-Brd),2014-12-29,,Advisor (Non-Brd),2011-04-04,
ARCA BIOPHARMA INC (Nuvelo Inc prior to 01/2009),15329,AmideBio LLC,1703299,Tom Keuer,495064,Executive VP - Ops (Non-Brd),2006-10-30,2014-12-29,Advisor (Non-Brd),2011-04-04,
ILLUMINA INC,15581,AmideBio LLC,1703299,Doctor David Barker,337768,Science Director (Non-Brd),2006-01-01,2015-01-01,Director -  SD (Brd) (SD),,
ProteinSimple Inc (Cell Biosciences Inc prior to 07/2011),823051,AmideBio LLC,1703299,Doctor David Barker,337768,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
IntegenX Inc (Microchip Biotechnologies Inc prior to 03/2010),833263,AmideBio LLC,1703299,Doctor David Barker,337768,Chairman (Brd) (SD),2006-10-31,2018-03-01,Director -  SD (Brd) (SD),,
Bionano Genomics Inc (BioNanomatrix Inc prior to 10/2011) (Listed 08/2018),1581204,AmideBio LLC,1703299,Doctor David Barker,337768,Independent Chairman (Brd) (SD),2016-09-08,2018-08-21,Director -  SD (Brd) (SD),,
Bionano Genomics Inc (BioNanomatrix Inc prior to 10/2011) (Listed 08/2018),1581204,AmideBio LLC,1703299,Doctor David Barker,337768,Independent Director (Brd) (SD),2010-05-11,2016-09-08,Director -  SD (Brd) (SD),,
Integrated Diagnostics Inc ((InDi Dx) (Formerly known as Integrative Diagnostics Inc),1665476,AmideBio LLC,1703299,Doctor David Barker,337768,Independent Chairman (Brd) (SD),2009-01-01,2018-07-01,Director -  SD (Brd) (SD),,
BIONANO GENOMICS INC,2901555,AmideBio LLC,1703299,Doctor David Barker,337768,Independent Chairman (Brd) (SD),2018-08-21,,Director -  SD (Brd) (SD),,
ARRAY BIOPHARMA INC (De-listed 07/2019),2614,AmideBio LLC,1703299,Mike Carruthers,336187,CFO/Principal Financial Officer (Non-Brd),2002-10-01,2015-02-06,Advisor (Non-Brd),2012-03-09,
ARRAY BIOPHARMA INC (De-listed 07/2019),2614,AmideBio LLC,1703299,Mike Carruthers,336187,Consultant (Non-Brd),2015-02-06,2015-12-31,Advisor (Non-Brd),2012-03-09,
BRICKELL BIOTECH INC (Vical Inc prior to 09/2019),32614,AmideBio LLC,1703299,Mike Carruthers,336187,CFO (Non-Brd),2019-08-31,,Advisor (Non-Brd),2012-03-09,
Brickell Biotech Inc (Ceased Trading 08/2019),1925450,AmideBio LLC,1703299,Mike Carruthers,336187,CFO (Non-Brd),2017-12-01,2019-08-31,Advisor (Non-Brd),2012-03-09,
