from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
AVON PRODUCTS INC,3253,FOOT LOCKER INC,12240,James Preston,59866,President/CEO (Brd) (ED),1988-09-01,1989-01-01,Independent Director (Brd) (SD),1983-01-01,2007-05-30
SOTHEBY'S (Sotheby's Hldgs prior to 07/2006),28619,FOOT LOCKER INC,12240,Allen Questrom,57717,Independent Director (Brd) (SD),2004-12-17,2014-06-20,Independent Director (Brd) (SD),2011-02-16,2013-05-15
AVON PRODUCTS INC,3253,FOOT LOCKER INC,12240,James Preston,59866,Chairman (Brd) (SD),1998-07-01,1999-05-06,Independent Director (Brd) (SD),1983-01-01,2007-05-30
Fiduciary Trust Co International,11765,FOOT LOCKER INC,12240,Phil Geier Jr,61672,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1994-01-01,2007-05-30
ARAMARK CORP (De-listed 01/2007),2458,FOOT LOCKER INC,12240,James Preston,59866,Independent Director (Brd) (SD),1993-01-01,2007-01-26,Independent Director (Brd) (SD),2012-05-16,2013-05-15
Lee Equity Partners LLC,942408,FOOT LOCKER INC,12240,Allen Questrom,57717,Senior Advisor (Non-Brd),2006-08-24,2017-01-01,Independent Director (Brd) (SD),2011-02-16,2013-05-15
AVON PRODUCTS INC,3253,FOOT LOCKER INC,12240,James Preston,59866,Chairman/President/CEO (Brd) (ED),1989-01-01,1993-11-01,Independent Director (Brd) (SD),2012-05-16,2013-05-15
AVON PRODUCTS INC,3253,FOOT LOCKER INC,12240,James Preston,59866,Executive VP/Group President (Brd) (ED),1987-01-01,1988-09-01,Independent Director (Brd) (SD),2012-05-16,2013-05-15
GAP INC,12818,FOOT LOCKER INC,12240,W Martin,1721438,Regional VP - Development (Non-Brd),2014-06-01,2016-06-01,Senior VP - Strategy (Non-Brd),2016-06-13,2019-03-27
KIMBERLY-CLARK CORP,17913,FOOT LOCKER INC,12240,Kim Underhill,1377926,Regional Group President (Non-Brd),2018-05-10,,Independent Director (Brd) (SD),2016-12-01,
KIMBERLY-CLARK CORP,17913,FOOT LOCKER INC,12240,Kim Underhill,1377926,Division President (Non-Brd),2014-04-01,2018-05-10,Independent Director (Brd) (SD),2016-12-01,
TARGET CORP (Dayton Hudson prior to 01/2000),29978,FOOT LOCKER INC,12240,Pawan Verma,1594528,Vice President (Non-Brd),2013-02-01,2015-08-01,Senior VP/Chief Information Officer (Non-Brd),2015-08-10,2017-09-01
CVS HEALTH CORP (CVS Caremark Corp prior to 09/2014),8468,Xstelos Holdings Inc (Footstar Inc prior to 04/2012),12242,Stanley Goldstein,2548,Chairman/CEO (Brd) (ED),1994-01-01,1998-05-01,Director -  SD (Brd) (SD),,
CVS HEALTH CORP (CVS Caremark Corp prior to 09/2014),8468,Xstelos Holdings Inc (Footstar Inc prior to 04/2012),12242,Stanley Goldstein,2548,Chairman (Brd) (SD),1998-05-01,1999-04-01,Director -  SD (Brd) (SD),,
LINENS & THINGS INC (De-listed 02/2006),18928,Xstelos Holdings Inc (Footstar Inc prior to 04/2012),12242,Stanley Goldstein,2548,Independent Director (Brd) (SD),1996-10-01,2006-02-15,Director -  SD (Brd) (SD),,
CVS HEALTH CORP (CVS Caremark Corp prior to 09/2014),8468,Xstelos Holdings Inc (Footstar Inc prior to 04/2012),12242,Stanley Goldstein,2548,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Affinion Group Inc,862577,Xstelos Holdings Inc (Footstar Inc prior to 04/2012),12242,Joe Degati,1891493,Chief Information Officer (Non-Brd),2000-05-01,2005-02-01,Senior Director - Technology (Non-Brd),1995-01-01,2000-01-01
FORWARD INDUSTRIES INC,734030,Xstelos Holdings Inc (Footstar Inc prior to 04/2012),12242,Adam Finerman,750505,Secretary (Non-Brd),2011-10-01,2014-01-01,Independent Director (Brd) (SD),2006-02-07,
