from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
CT REAL ESTATE INVESTMENT TRUST (CT REIT),2140345,Retail Council of Canada,97217,Greg Hicks,1381822,Trustee (Brd) (SD),2018-05-08,,Chairman,,
CANADIAN TIRE CORP LTD,5641,Retail Council of Canada,97217,Greg Hicks,1381822,Division President (Non-Brd),2017-11-10,,Treasurer,,
CANADIAN TIRE CORP LTD,5641,Retail Council of Canada,97217,Greg Hicks,1381822,Division President (Non-Brd),2017-11-10,,Chairman,,
ARITZIA INC,2540422,Retail Council of Canada,97217,Aldo Bensadoun,1521826,Independent Director (Brd) (SD),2016-10-03,,Member,,
CVS HEALTH CORP (CVS Caremark Corp prior to 09/2014),8468,Parnassus Investments Inc,97232,Alecia Decoudreaux,181317,Independent Director (Brd) (SD),2015-03-05,,Independent Trustee (Brd) (SD),2013-12-10,
PRAXAIR INC (De-listed 10/2018),24905,IPAKO Industrias Petroquimicas Argentinas SA,97237,Alejandro Achaval,46726,Independent Director (Brd) (SD),1992-01-01,2005-02-06,Vice Chairman/CEO (Brd) (ED),1975-01-01,1994-01-01
VNUE Inc (Tierra Grande Resources Inc prior to 07/2015),1145770,Connecticut Yankee Council Boy Scouts of America,97252,Jeff Zakim,1949129,Vice President - Business Development (Non-Brd),2017-10-01,2019-03-01,Committee Member,,
VNUE Inc (Tierra Grande Resources Inc prior to 07/2015),1145770,Connecticut Yankee Council Boy Scouts of America,97252,Jeff Zakim,1949129,Senior VP - Acquisitions (Non-Brd),2019-03-01,,Committee Member,,
MASTERCARD INC,483173,Connecticut Yankee Council Boy Scouts of America,97252,Chris Aguas,1593305,Vice President - Product Development (Non-Brd),2006-01-01,2011-01-01,Treasurer,,
Deem Inc (Rearden Commerce Inc prior to 2013),2039570,Connecticut Yankee Council Boy Scouts of America,97252,Chris Aguas,1593305,Vice President - Innovation (Non-Brd),2011-01-01,2015-01-01,Assistant,,
MASTERCARD INC,483173,Connecticut Yankee Council Boy Scouts of America,97252,Chris Aguas,1593305,Vice President - Product Development (Non-Brd),2006-01-01,2011-01-01,Assistant,,
SEQUENTIAL BRANDS GROUP INC,1986868,Connecticut Yankee Council Boy Scouts of America,97252,Aaron Hollander,373892,Independent Director (Brd) (SD),2013-09-24,,Director -  SD,,
InSilixa Inc,2612077,Connecticut Yankee Council Boy Scouts of America,97252,Chris McLeod,338693,Advisor (Non-Brd),,,Director -  SD,,
InSilixa Inc,2612077,Connecticut Yankee Council Boy Scouts of America,97252,Chris McLeod,338693,Advisor (Non-Brd),,,Council President,,
NAUGATUCK VALLEY FINANCIAL CORP (De-listed 01/2016),624022,Connecticut Yankee Council Boy Scouts of America,97252,Bill Calderara,1270362,President/CEO (Brd) (ED),2012-09-25,2012-10-23,Director Emeritus,,
NAUGATUCK VALLEY FINANCIAL CORP (De-listed 01/2016),624022,Connecticut Yankee Council Boy Scouts of America,97252,Bill Calderara,1270362,President/CEO (Brd) (ED),2012-10-23,2016-01-15,Director Emeritus,,
NAUGATUCK VALLEY FINANCIAL CORP (De-listed 01/2016),624022,Connecticut Yankee Council Boy Scouts of America,97252,Bill Calderara,1270362,President/CEO (Non-Brd),2012-10-23,2016-01-15,Director Emeritus,,
NAUGATUCK VALLEY FINANCIAL CORP (De-listed 01/2016),624022,Connecticut Yankee Council Boy Scouts of America,97252,Bill Calderara,1270362,President/CEO (Non-Brd),2012-09-25,2012-10-23,Director Emeritus,,
STATE STREET CORP,29131,Gilbane Corp,97257,Ron Skates,46046,Independent Director (Brd) (SD),2002-12-19,2017-05-17,Director -  SD (Brd) (SD),,
Gilbane Inc,747679,Gilbane Corp,97257,Ron Skates,46046,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
