from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
BELGRAVIA CAPITAL INTERNATIONAL INC (IC Potash Corp prior to 11/2017),1804598,Patriot Academy,1697254,Ernie Angelo Jr,1701416,Lead Independent Director (Brd) (SD),2016-12-19,2017-03-24,Advisor,,
BELGRAVIA CAPITAL INTERNATIONAL INC (IC Potash Corp prior to 11/2017),1804598,Patriot Academy,1697254,Ernie Angelo Jr,1701416,Independent Director (Brd) (SD),2017-03-24,,Advisor,,
BELGRAVIA CAPITAL INTERNATIONAL INC (IC Potash Corp prior to 11/2017),1804598,Patriot Academy,1697254,Ernie Angelo Jr,1701416,Independent Director (Brd) (SD),2009-10-26,2016-12-19,Advisor,,
CAMECO CORP,5600,ZEPHYR MINERALS LTD,1697260,Iain Smart,2155041,Project Engineer (Non-Brd),2011-03-01,2017-06-01,Project Engineer (Non-Brd),2011-04-05,2017-06-01
ACADIAN MINING CORP (Acadian Gold Corp prior to 06/2007) (De-listed 10/2013),1561507,ZEPHYR MINERALS LTD,1697260,Glenn Williams,1097538,Independent Director (Brd) (SD),2008-06-11,2013-01-09,Director -  SD (Brd) (SD),,
CANAMEX GOLD CORP (Canamex Resources Corp prior to 11/2017),1692303,ZEPHYR MINERALS LTD,1697260,Mark Billings,732309,Independent Director (Brd) (SD),2009-02-25,2014-05-13,Director -  SD (Brd) (SD),,
CANAMEX GOLD CORP (Canamex Resources Corp prior to 11/2017),1692303,ZEPHYR MINERALS LTD,1697260,Mark Billings,732309,Independent Director (Brd) (SD),2009-02-25,2014-05-13,Consultant (Non-Brd),2014-01-31,
CANAMEX GOLD CORP (Canamex Resources Corp prior to 11/2017),1692303,ZEPHYR MINERALS LTD,1697260,Mark Billings,732309,Chairman/CEO (Brd) (ED),2014-11-13,2017-10-04,Consultant (Non-Brd),2014-01-31,
CANAMEX GOLD CORP (Canamex Resources Corp prior to 11/2017),1692303,ZEPHYR MINERALS LTD,1697260,Mark Billings,732309,Independent Chairman (Brd) (SD),2014-05-13,2014-11-13,Consultant (Non-Brd),2014-01-31,
VISTA GOLD CORP,32799,ZEPHYR MINERALS LTD,1697260,John Clark,555168,Independent Director (Brd) (SD),2001-05-18,,CFO (Brd) (ED),2011-04-05,
RUSSEL METALS INC,26720,ZEPHYR MINERALS LTD,1697260,John Clark,555168,Independent Director (Brd) (SD),2012-05-03,,CFO (Brd) (ED),2011-04-05,
VISTA GOLD CORP,32799,Zephyr Minerals Ltd (Listed 04/2011),1697261,John Clark,555168,Independent Director (Brd) (SD),2001-05-18,,CFO (Brd) (ED),2010-09-27,2011-04-05
CANAMEX GOLD CORP (Canamex Resources Corp prior to 11/2017),1692303,Zephyr Minerals Ltd (Listed 04/2011),1697261,Mark Billings,732309,Independent Director (Brd) (SD),2009-02-25,2014-05-13,Director -  SD (Brd) (SD),,
Grant Thornton LLP,100932,Zephyr Minerals Ltd (Listed 04/2011),1697261,Glenn Williams,1097538,Partner (Non-Brd),2008-05-01,2010-12-01,Senior Advisor (Non-Brd),2010-06-01,2011-04-05
ACADIAN MINING CORP (Acadian Gold Corp prior to 06/2007) (De-listed 10/2013),1561507,Zephyr Minerals Ltd (Listed 04/2011),1697261,Glenn Williams,1097538,Independent Director (Brd) (SD),2008-06-11,2013-01-09,Senior Advisor (Non-Brd),2010-06-01,2011-04-05
CAMECO CORP,5600,Zephyr Minerals Ltd (Listed 04/2011),1697261,Iain Smart,2155041,Project Engineer (Non-Brd),2011-03-01,2017-06-01,Project Engineer (Non-Brd),2011-03-01,2011-04-05
Sentry Technology Corp,27621,KIP Biotech LLC,1697266,Rob Furst Jr,440556,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Bioniz LLC,1918115,KIP Biotech LLC,1697266,Randy Lunn,767600,Director -  SD (Brd) (SD),,,Advisory Board Member (Non-Brd),,
WHITE ELECTRONIC DESIGNS CORP (De-listed 05/2010),33443,Bowmar LLC,1697267,Dan Wyss,886600,VP/Division Manager (Non-Brd),2007-01-01,2010-05-03,President (Brd) (ED),2010-03-01,
SPARTON CORP (De-listed 03/2019),28776,Bowmar LLC,1697267,David Molfenter,440549,Independent Chairman (Brd) (SD),2008-11-12,2011-10-26,Director -  SD (Brd) (SD),,
SPARTON CORP (De-listed 03/2019),28776,Bowmar LLC,1697267,David Molfenter,440549,Independent Director (Brd) (SD),2011-10-26,2018-12-20,Director -  SD (Brd) (SD),,
SPARTON CORP (De-listed 03/2019),28776,Bowmar LLC,1697267,David Molfenter,440549,Independent Director (Brd) (SD),2000-12-18,2007-01-01,Director -  SD (Brd) (SD),,
Community Bancorp,877872,Green Mountain United Way Inc,1697268,Kathy Austin,1647264,Executive VP/COO (Brd) (ED),2013-05-14,2016-01-01,Chairman,,
Community Bancorp,877872,Green Mountain United Way Inc,1697268,Kathy Austin,1647264,President/CEO (Brd) (ED),2017-01-11,,Chairman,,
Community Bancorp,877872,Green Mountain United Way Inc,1697268,Kathy Austin,1647264,President/COO (Brd) (ED),2016-01-01,2017-01-01,Chairman,,
IMAGE SENSING SYSTEMS INC,15600,Applied Business & Consulting LLC,1697270,Michael Eleftheriou,440226,Independent Director (Brd) (SD),2002-04-01,2012-04-10,President (Non-Brd),2009-09-01,
Borden Ladner Gervais LLP (BLG),591882,Calgary Construction Association (CCA),1697272,Trish Morrison,1681129,Partner (Non-Brd),1997-06-01,,Director -  SD,,
Miller Thomson LLP,423169,Calgary Construction Association (CCA),1697272,Leanna Olson,2203716,Partner (Non-Brd),2014-05-01,,Member,,
Star Mountain Capital LLC,1883933,Children's Brain Tumor Foundation,1697313,Billy Goldstein,1389256,Advisor (Non-Brd),2015-01-01,,Director -  SD,,
MERGE HEALTHCARE INC (Merge Technologies Inc prior to 03/2008) (De-listed 10/2015),20305,Illinois Health Information Exchange (ILHIE),1697274,Doctor Cheryl Whitaker,1114254,Chief Medical Officer (Non-Brd),2011-04-08,2013-01-01,Chairman (Brd) (SD),2011-01-01,2013-01-01
AUTHENTIDATE HOLDING CORP (Bitwise Designs Inc prior to 03/2001) (De-listed 01/2016),3097,Illinois Health Information Exchange (ILHIE),1697274,Sunil Hazaray,1194083,Chief Commercial Officer (Non-Brd),2012-03-15,2014-01-01,Committee Member (Non-Brd),,
WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),33026,Illinois Health Information Exchange (ILHIE),1697274,Paul Eddy,1055947,Division VP (Non-Brd),2009-11-30,2011-04-01,Committee Member,,
WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),33026,Illinois Health Information Exchange (ILHIE),1697274,Paul Eddy,1055947,Division VP/Chief Information Officer (Non-Brd),2011-04-01,2013-03-01,Committee Member,,
BRAMPTON BRICK LIMITED,925381,Delta Art & Mirror,1697276,Barry Kornhaber,1113627,Independent Director (Brd) (SD),1974-10-10,2012-05-24,Director -  SD (Brd) (SD),,
