from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
PENNANTPARK INVESTMENT CORP,1051739,James Investments Inc,480967,Adam Bernstein,602788,Independent Director (Brd) (SD),2007-02-01,,President (Non-Brd),,
SAFENET INC (De-listed 04/2007),26828,National Intelligence University (Formerly known as Joint Military Intelligence College),480971,Rear Admiral Thomas Brooks,274497,Independent Director (Brd) (SD),1998-07-01,2007-04-13,Lecturer (Non-Brd),1998-01-01,2007-01-01
AT&T CORP (De-listed 11/2005),2883,National Intelligence University (Formerly known as Joint Military Intelligence College),480971,Rear Admiral Thomas Brooks,274497,Division VP (Non-Brd),1996-01-01,1999-01-01,Lecturer (Non-Brd),1998-01-01,2007-01-01
AT&T CORP (De-listed 11/2005),2883,National Intelligence University (Formerly known as Joint Military Intelligence College),480971,Rear Admiral Thomas Brooks,274497,Consultant (Non-Brd),1999-01-01,,Lecturer (Non-Brd),1998-01-01,2007-01-01
TEXTRON INC,30529,National Intelligence University (Formerly known as Joint Military Intelligence College),480971,Vice Admiral Kevin Cosgriff,1116189,Division Senior VP (Non-Brd),2010-09-07,2013-01-01,Director -  SD,,
Ameritas Mutual Holding Co (UNIFI Mutual Holding Co prior to 05/2012),1990579,National Intelligence University (Formerly known as Joint Military Intelligence College),480971,Doctor Pat McGuire,1000475,Director -  SD (Brd) (SD),,,Member,,
MARRIOTT INTERNATIONAL INC,19706,National Intelligence University (Formerly known as Joint Military Intelligence College),480971,Kent Petty,1405333,,,,,,
BAE Systems Inc (Formerly known as BAE Systems North America Inc),736153,National Intelligence University (Formerly known as Joint Military Intelligence College),480971,Dan Gelston,1732367,,,,,,
GIGAMON INC (De-listed 12/2017),1958061,National Intelligence University (Formerly known as Joint Military Intelligence College),480971,Joan Dempsey,1710055,Independent Director (Brd) (SD),2016-06-08,2017-12-27,Director -  SD,,
DUCOMMUN INC,9716,Mission Group Inc,480973,H Christie,200083,Independent Director (Brd) (SD),1985-10-23,2011-05-04,President/CEO (Brd) (ED),1987-09-01,1991-01-01
AECOM (AECOM Technology Corp prior to 01/2015),114467,Mission Group Inc,480973,H Christie,200083,Lead Independent Director (Brd) (SD),1990-08-01,2011-03-03,President/CEO (Brd) (ED),1987-09-01,1991-01-01
HI/FN INC (De-listed 04/2009),14737,Securify Inc,480974,Doctor Taher Elgamal,200203,Independent Director (Brd) (SD),1998-12-01,2009-04-03,Chief Technical Officer/Co-Chairman (Non-Brd),2001-11-01,2005-03-01
HI/FN INC (De-listed 04/2009),14737,Securify Inc,480974,Doctor Taher Elgamal,200203,Independent Director (Brd) (SD),1998-12-01,2009-04-03,President/CEO (Non-Brd),2000-07-01,2001-11-01
PHOENIX TECHNOLOGIES LTD (De-listed 11/2010),24377,Securify Inc,480974,Doctor Taher Elgamal,200203,Independent Director (Brd) (SD),2000-01-17,2007-12-20,President/CEO (Non-Brd),2000-07-01,2001-11-01
RSA SECURITY INC (De-listed 09/2006),26673,Securify Inc,480974,Doctor Taher Elgamal,200203,Independent Director (Brd) (SD),1999-02-03,2005-05-26,President/CEO (Non-Brd),2000-07-01,2001-11-01
PHOENIX TECHNOLOGIES LTD (De-listed 11/2010),24377,Securify Inc,480974,Doctor Taher Elgamal,200203,Independent Director (Brd) (SD),2000-01-17,2007-12-20,Chief Technical Officer/Co-Chairman (Non-Brd),2001-11-01,2005-03-01
RSA SECURITY INC (De-listed 09/2006),26673,Securify Inc,480974,Doctor Taher Elgamal,200203,Independent Director (Brd) (SD),1999-02-03,2005-05-26,Chief Technical Officer/Co-Chairman (Non-Brd),2001-11-01,2005-03-01
TUMBLEWEED COMMUNICATIONS CORP (De-listed 09/2008),31485,Securify Inc,480974,Doctor Taher Elgamal,200203,Independent Director (Brd) (SD),2003-07-01,2006-10-01,Chief Technical Officer/Co-Chairman (Non-Brd),2001-11-01,2005-03-01
HI/FN INC (De-listed 04/2009),14737,Securify Inc,480974,Doctor Taher Elgamal,200203,Independent Director (Brd) (SD),1998-12-01,2009-04-03,CEO (Non-Brd),1998-06-01,1999-01-01
ELECTRONICS FOR IMAGING INC (EFI) (De-listed 07/2019),10331,Securify Inc,480974,Dave Peterschmidt,202229,Independent Director (Brd) (SD),2003-05-01,2005-10-19,Co-Chairman/CEO (Brd) (ED),2003-09-01,2004-11-01
