from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
ZOSANO PHARMA CORP,2211355,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Konstantinos Alataris,1608565,President/CEO (Brd) (ED),2016-02-03,2017-05-08,President/CEO (Brd) (ED),2016-02-03,2017-05-08
ZOSANO PHARMA CORP,2211355,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Konstantinos Alataris,1608565,President/CEO (Non-Brd),2016-01-06,2016-02-03,President/CEO (Non-Brd),2016-02-03,2017-05-08
ZOSANO PHARMA CORP,2211355,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Konstantinos Alataris,1608565,President/CEO (Brd) (ED),2016-01-06,2016-02-03,President/CEO (Brd) (ED),2016-02-03,2017-05-08
CATALYST BIOSCIENCES INC (Targacept Inc prior to 08/2015),57738,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Independent Director (Brd) (SD),2002-11-01,2013-05-31,Director -  SD (Brd) (SD),,
New Enterprise Associates (NEA) Inc,117537,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,General Partner (Brd) (ED),2001-08-14,2015-07-01,Director -  SD (Brd) (SD),,
New Enterprise Associates (NEA) Inc,117537,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Partner Emeritus (Non-Brd),2015-07-01,2018-01-01,Director -  SD (Brd) (SD),,
GlycoMimetics Inc (Listed 01/2014),263106,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Independent Chairman (Brd) (SD),2003-05-01,2014-01-10,Director -  SD (Brd) (SD),,
Psyadon Pharmaceuticals Inc (Ruxton Pharmaceuticals Inc prior to 11/2008),578008,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Chairman (Brd) (SD),2008-11-01,,Director -  SD (Brd) (SD),,
AMICUS THERAPEUTICS INC,640267,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Independent Director (Brd) (SD),2009-07-31,2015-03-01,Director -  SD (Brd) (SD),,
Tarveda Therapeutics Inc (Blend Therapeutics Inc prior to 01/2016),1881671,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
PhaseBio Pharmaceuticals Inc (Listed 10/2018),1206109,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Proteostasis Therapeutics Inc (Proteoguard Inc prior to 09/2007) (Listed 02/2016),1566801,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Independent Director (Brd) (SD),2015-05-01,2016-02-11,Director -  SD (Brd) (SD),,
Roka Bioscience Inc (Listed 07/2014),1630867,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Independent Chairman (Brd) (SD),2009-09-03,2014-07-17,Director -  SD (Brd) (SD),,
Galera Therapeutics Inc,1695162,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Chairman (Brd) (SD),2015-10-01,2017-01-01,Director -  SD (Brd) (SD),,
Galera Therapeutics Inc,1695162,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Cerecor Inc (Ceregen Corp prior to 03/2011) (Listed 10/2015),1715275,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
CLOVIS ONCOLOGY INC,1734864,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Independent Chairman (Brd) (SD),2011-11-16,2019-06-05,Director -  SD (Brd) (SD),,
NexImmune Inc,1748156,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
SUPERNUS PHARMACEUTICALS INC,1816267,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Independent Chairman (Brd) (SD),2012-05-01,2016-08-10,Director -  SD (Brd) (SD),,
GLYCOMIMETICS INC,2034697,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Independent Chairman (Brd) (SD),2014-01-10,2019-05-17,Director -  SD (Brd) (SD),,
SORRENTO TECH INC (Roka Bioscience Inc prior to 11/2017) (De-listed 12/2017),2125324,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Independent Chairman (Brd) (SD),2014-07-17,2017-01-17,Director -  SD (Brd) (SD),,
LOXO ONCOLOGY INC (De-listed 02/2019),2130273,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Independent Director (Brd) (SD),2014-08-01,2016-06-13,Director -  SD (Brd) (SD),,
ZOSANO PHARMA CORP,2211355,ZP Opco Inc (Zosano Pharma Inc prior to 05/2014),1141381,Doctor Jim Barrett,49401,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
Diamond Discoveries International Corp,1204423,Nevado Venture Capital Corp,1141390,Bertrand Brassard,1123125,Senior Geologist (Non-Brd),2008-01-01,2011-07-01,Vice President - Exploration (Brd) (ED),2009-12-31,2011-06-30
GARDA WORLD SECURITY CORP (TransCanada World Security Corp prior to 08/2000) (De-listed 11/2012),1047196,Nevado Venture Capital Corp,1141390,Me Sguin,643701,Corporate Secretary (Brd) (SD),2003-07-10,2012-11-15,Director -  SD (Brd) (SD),,
Gores Group LLC (The),831484,Compudyne Corp,1141400,Frank Stefanik,1279189,Executive VP - Mktg (Non-Brd),,2016-01-01,Director -  SD (Brd) (SD),,
ORBITAL SCIENCES CORP (De-listed 02/2015),23327,Compudyne Corp,1141400,Doctor James Roche,334507,Independent Director (Brd) (SD),2005-05-24,2015-02-09,Director -  SD (Brd) (SD),,
TECHTEAM GLOBAL INC (De-listed 12/2010),242807,Compudyne Corp,1141400,Doctor James Roche,334507,Independent Director (Brd) (SD),2006-06-14,2009-05-06,Director -  SD (Brd) (SD),,
LAWSON SOFTWARE INC (De-listed 07/2011),18537,Compudyne Corp,1141400,Steve Chang,322080,Independent Director (Brd) (SD),2006-04-25,2011-07-05,Director -  SD (Brd) (SD),,
METRO INC (Metro-Richelteu Inc prior to 01/2000),605534,Labcal Technologies Inc,1141404,Serge Ferland,624718,Director -  SD (Brd) (SD),,,Chairman/President (Brd) (ED),,2004-01-01
HEARUSA INC (Hearx prior to 07/2002) (De-listed 05/2011),14546,Optimum Reassurance Inc,1141411,Pierre Bourgie,335107,Independent Director (Brd) (SD),2002-07-01,2004-06-11,Director -  SD (Brd) (SD),,
SAPUTO INC (Saputo Group Inc prior to 10/2000),27081,Optimum Reassurance Inc,1141411,Pierre Bourgie,335107,Independent Director (Brd) (SD),1997-10-15,2012-07-31,Director -  SD (Brd) (SD),,
RICHELIEU HARDWARE LTD,590628,Optimum Reassurance Inc,1141411,Pierre Bourgie,335107,Independent Director (Brd) (SD),2010-03-25,2015-04-02,Director -  SD (Brd) (SD),,
Hydro Quebec,592020,Optimum Reassurance Inc,1141411,Pierre Bourgie,335107,Vice Chairman (Brd) (SD),1995-01-01,2003-01-01,Director -  SD (Brd) (SD),,
CANAM GROUP INC (Canam Manac Group Inc prior to 01/2005) (De-listed 07/2017),594314,Optimum Reassurance Inc,1141411,Pierre Bourgie,335107,Director -  SD (Brd) (SD),,,Director -  SD (Brd) (SD),,
