from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
Economic Club of New York (The) (ECNY),36418,National Association for the Advancement of Colored People (NAACP),47261,Gary Hindes,457323,Member,,,Life Member,,
TELECOMMUNICATION SYSTEMS INC (De-listed 02/2016),30252,National Association for the Advancement of Colored People (NAACP),47261,Weldon Latham,451709,Independent Director (Brd) (SD),1999-12-01,2015-03-01,Life Member,,
TELECOMMUNICATION SYSTEMS INC (De-listed 02/2016),30252,National Association for the Advancement of Colored People (NAACP),47261,Weldon Latham,451709,Lead Independent Director (Brd) (SD),2015-03-01,2016-02-23,Life Member,,
Jackson Lewis PC (Formerly known as Jackson Lewis Schnitzler & Krupman LLP),1471231,National Association for the Advancement of Colored People (NAACP),47261,Weldon Latham,451709,Principal (Brd) (ED),2009-01-01,2018-02-07,Life Member,,
Jackson Lewis PC (Formerly known as Jackson Lewis Schnitzler & Krupman LLP),1471231,National Association for the Advancement of Colored People (NAACP),47261,Weldon Latham,451709,Principal (Non-Brd),2018-02-07,,Life Member,,
Jackson Lewis PC (Formerly known as Jackson Lewis Schnitzler & Krupman LLP),1471231,National Association for the Advancement of Colored People (NAACP),47261,Weldon Latham,451709,Principal (Non-Brd),2009-01-01,2018-02-07,Life Member,,
Jackson Lewis PC (Formerly known as Jackson Lewis Schnitzler & Krupman LLP),1471231,National Association for the Advancement of Colored People (NAACP),47261,Weldon Latham,451709,Principal (Brd) (ED),2018-02-07,,Life Member,,
US African Development Foundation (USADF),2440985,National Association for the Advancement of Colored People (NAACP),47261,Doctor Bill Pickard,335884,Chairman,,,Member,,
ISLE OF CAPRI CASINOS INC (De-listed 05/2017),17058,National Association for the Advancement of Colored People (NAACP),47261,Robert Boone,338895,Vice President - HR (Non-Brd),1994-08-01,2000-01-01,Corporate Member,,
CURIS INC,8434,National Association for the Advancement of Colored People (NAACP),47261,Doctor Ken Kaitin,338801,Independent Director (Brd) (SD),2003-11-03,,Life Member,,
FLAGSTAR BANCORP INC,12030,National Association for the Advancement of Colored People (NAACP),47261,Doctor Bill Pickard,335884,Independent Director (Brd) (SD),2008-02-28,2009-05-26,Member,,
SOUTH STATE CORP (First Financial Holdings Inc prior to 06/2014),635761,National Association for the Advancement of Colored People (NAACP),47261,Luther Battiste III,346213,Independent Director (Brd) (SD),2001-04-24,2017-01-03,Life Member,,
CAPITOL BANCORP LTD (De-listed 01/2011),5757,National Association for the Advancement of Colored People (NAACP),47261,Jim Epolito,324138,Independent Director (Brd) (SD),1999-05-04,2011-01-27,Life Member,,
HEALTH MANAGEMENT ASSOCIATES INC (De-listed 01/2014),14494,National Association for the Advancement of Colored People (NAACP),47261,Jim Epolito,324138,Principal (Non-Brd),2010-07-01,2014-01-27,Life Member,,
VISTEON CORP (De-listed 03/2009),32804,National Association for the Advancement of Colored People (NAACP),47261,Jim Thornton,310203,Independent Director (Brd) (SD),2004-09-09,2009-03-06,Member,,
WYNDHAM INTERNATIONAL INC (De-listed 08/2005),33808,National Association for the Advancement of Colored People (NAACP),47261,Fred Kleisner,271354,Chairman/CEO (Brd) (ED),2000-10-13,2005-08-17,Chairman,,
BLOCKBUSTER INC (De-listed 07/2010),4622,National Association for the Advancement of Colored People (NAACP),47261,Jim Notarnicola,271147,Executive VP/Chief Marketing Officer (Non-Brd),1998-06-01,2003-01-01,Trustee,,
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013),24205,National Association for the Advancement of Colored People (NAACP),47261,Herman Morris Jr,183282,Independent Director (Brd) (SD),1999-12-01,2005-08-01,Director -  SD,,
UNS ENERGY CORP (UniSource Energy Corp prior to 05/2012) (De-listed 08/2014),31811,National Association for the Advancement of Colored People (NAACP),47261,Bob Elliott,201107,Lead Independent Director (Brd) (SD),2010-05-07,2014-08-15,Life Member,,
