from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
MONTAGE RESOURCES CORP (Eclipse Resources Corp prior to 03/2019),2078711,PARKER DRILLING CO,23833,Gene Davis,324062,Independent Director (Brd) (SD),2019-02-28,,Director -  SD (Brd) (SD),,
GlassPoint Solar Inc (Formerly known as CleanBoard Inc),1824156,PARKER DRILLING CO,23833,Amr Selim,531519,Chairman (Executive)/CEO (Brd) (ED),,,Independent Director (Brd) (SD),2015-03-11,
GlassPoint Solar Inc (Formerly known as CleanBoard Inc),1824156,PARKER DRILLING CO,23833,Amr Selim,531519,Chairman (Non-Executive) (Brd) (SD),,,Independent Director (Brd) (SD),2015-03-11,
MEMORIAL PRODUCTION PARTNERS LP (De-listed 05/2017),1741478,PARKER DRILLING CO,23833,Jon Clarkson,440859,Independent Chairman (Brd) (SD),2016-09-02,2017-05-05,Independent Director (Brd) (SD),2012-03-01,2019-03-26
MEMORIAL PRODUCTION PARTNERS LP (De-listed 05/2017),1741478,PARKER DRILLING CO,23833,Jon Clarkson,440859,Independent Director (Brd) (SD),2011-12-14,2016-09-02,Independent Director (Brd) (SD),2012-03-01,2019-03-26
WILDHORSE RESOURCE DEVELOPMENT CORP (De-listed 02/2019),2578150,PARKER DRILLING CO (De-listed 12/2018),23833,Jon Clarkson,440859,Independent Director (Brd) (SD),2016-12-14,2019-02-01,Independent Director (Brd) (SD),2012-03-01,2019-03-26
EXTERRAN CORP,2359510,PARKER DRILLING CO,23833,Greg Rosenstein,1010941,Vice President - Investor Relations (Non-Brd),,,Director - Investor Relations (Non-Brd),2015-07-01,2016-03-01
MONTAGE RESOURCES CORP (Eclipse Resources Corp prior to 03/2019),2078711,PARKER DRILLING CO,23833,Rich Paterson,837359,Independent Director (Brd) (SD),2014-06-20,,Presiding Independent Director (Brd) (SD),2015-01-01,2019-03-26
MONTAGE RESOURCES CORP (Eclipse Resources Corp prior to 03/2019),2078711,PARKER DRILLING CO,23833,Rich Paterson,837359,Independent Director (Brd) (SD),2014-06-20,,Independent Director (Brd) (SD),2012-03-01,2015-01-01
TIDEWATER INC,30715,PARKER DRILLING CO,23833,Rich Paterson,837359,Independent Director (Brd) (SD),2014-11-13,2017-07-31,Presiding Independent Director (Brd) (SD),2015-01-01,2019-03-26
SCHLUMBERGER LIMITED,27242,PARKER DRILLING CO,23833,David Farmer,879832,Vice President - Planning (Non-Brd),2009-01-01,2011-08-01,Vice President - Ops (Non-Brd),2011-08-15,2013-04-01
Far East Energy Corp (EZfoodstop.com prior to 01/2002),11446,PARKER DRILLING CO,23833,Phil Christian,747570,Division President/COO (Non-Brd),2008-03-12,2009-10-15,General Manager (Non-Brd),2009-08-01,2012-06-01
Grizzly Energy LLC (Vanguard Natural Resources Inc prior to 07/2019),2615522,PARKER DRILLING CO,23833,Patrick Bartels Jr,1326115,Independent Director (Brd) (SD),2019-02-01,,Director -  SD (Brd) (SD),,
ARCH COAL INC,2540737,PARKER DRILLING CO,23833,Patrick Bartels Jr,1326115,Independent Director (Brd) (SD),2016-10-05,,Director -  SD (Brd) (SD),,
B RILEY PRINCIPAL MERGER CORP,3020203,PARKER DRILLING CO,23833,Patrick Bartels Jr,1326115,Independent Director (Brd) (SD),2019-04-09,,Director -  SD (Brd) (SD),,
GRANT PRIDECO INC (De-listed 04/2008),13773,PARKER DRILLING CO (De-listed 12/2018),23833,Doctor Bernard Duroc-Danner,56852,Chairman (Brd) (SD),2000-04-14,2003-05-07,Independent Director (Brd) (SD),1996-11-01,2005-07-15
HELIX ENERGY SOLUTIONS GROUP INC (Cal Dive International prior to 02/2006),5506,PARKER DRILLING CO,23833,Doctor Bernard Duroc-Danner,56852,Independent Director (Brd) (SD),1999-02-01,2011-05-11,Independent Director (Brd) (SD),1996-11-01,2005-07-15
PEABODY ENERGY CORP (De-listed 04/2016),23997,PARKER DRILLING CO,23833,Doctor Bernard Duroc-Danner,56852,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1996-11-01,2005-07-15
UNIVERSAL COMPRESSION HOLDINGS INC (De-listed 08/2007),31853,PARKER DRILLING CO,23833,Doctor Bernard Duroc-Danner,56852,Independent Director (Brd) (SD),2001-02-01,2006-04-19,Independent Director (Brd) (SD),1996-11-01,2005-07-15
HALLIBURTON CO,14212,PARKER DRILLING CO,23833,John Gibson Jr,47186,Division President/CEO (Non-Brd),2003-01-13,2004-12-02,Independent Director (Brd) (SD),2001-10-01,2012-05-31
ALASKA COMMUNICATIONS SYSTEMS GROUP INC,1275,PARKER DRILLING CO,23833,John Gibson Jr,47186,Independent Director (Brd) (SD),2005-07-26,2006-07-24,Independent Director (Brd) (SD),2001-10-01,2012-05-31
HALLIBURTON CO,14212,PARKER DRILLING CO,23833,John Gibson Jr,47186,Division President (Non-Brd),2002-03-01,2003-01-13,Independent Director (Brd) (SD),2001-10-01,2012-05-31
QEP RESOURCES INC,1644955,PARKER DRILLING CO,23833,Robert McKee III,34434,Independent Director (Brd) (SD),2010-06-16,2015-05-12,Presiding Independent Director (Brd) (SD),2011-01-01,2013-05-08
QUESTAR CORP (De-listed 09/2016),25583,PARKER DRILLING CO,23833,Robert McKee III,34434,Independent Director (Brd) (SD),2003-04-01,2010-06-30,Independent Director (Brd) (SD),2005-02-02,2011-01-01
QEP RESOURCES INC,1644955,PARKER DRILLING CO,23833,Robert McKee III,34434,Independent Director (Brd) (SD),2010-06-16,2015-05-12,Independent Director (Brd) (SD),2005-02-02,2011-01-01
APACHE CORP,2307,PARKER DRILLING CO,23833,Roger Plank,38961,President (Non-Brd),2009-02-12,2010-11-17,Independent Director (Brd) (SD),2016-01-01,2017-05-09
APACHE CORP,2307,PARKER DRILLING CO,23833,Roger Plank,38961,President (Non-Brd),2009-02-12,2010-11-17,Independent Director (Brd) (SD),2004-05-17,2013-05-08
NEWFIELD EXPLORATION CO (De-listed 02/2019),22049,PARKER DRILLING CO (De-listed 12/2018),23833,Roger Plank,38961,Independent Director (Brd) (SD),2015-07-28,2019-02-14,Presiding Independent Director (Brd) (SD),2013-05-08,2016-01-01
APACHE CORP,2307,PARKER DRILLING CO,23833,Roger Plank,38961,Executive VP/CFO (Non-Brd),2000-05-01,2009-02-12,Independent Director (Brd) (SD),2004-05-17,2013-05-08
APACHE CORP,2307,PARKER DRILLING CO,23833,Roger Plank,38961,President/Chief Corporate Officer (Non-Brd),2011-03-07,2014-02-13,Independent Director (Brd) (SD),2004-05-17,2013-05-08
APACHE CORP,2307,PARKER DRILLING CO,23833,Roger Plank,38961,President/Chief Corporate Officer (Non-Brd),2011-03-07,2014-02-13,Independent Director (Brd) (SD),2016-01-01,2017-05-09
NEWFIELD EXPLORATION CO (De-listed 02/2019),22049,PARKER DRILLING CO (De-listed 12/2018),23833,Roger Plank,38961,Independent Director (Brd) (SD),2015-07-28,2019-02-14,Independent Director (Brd) (SD),2004-05-17,2013-05-08
APACHE CORP,2307,PARKER DRILLING CO,23833,Roger Plank,38961,Executive VP/CFO (Non-Brd),2000-05-01,2009-02-12,Independent Director (Brd) (SD),2016-01-01,2017-05-09
APACHE CORP,2307,PARKER DRILLING CO,23833,Roger Plank,38961,President (Non-Brd),2010-11-17,2011-03-07,Independent Director (Brd) (SD),2016-01-01,2017-05-09
NEWFIELD EXPLORATION CO (De-listed 02/2019),22049,PARKER DRILLING CO (De-listed 12/2018),23833,Roger Plank,38961,Independent Director (Brd) (SD),2015-07-28,2019-02-14,Independent Director (Brd) (SD),2016-01-01,2017-05-09
Apex International Energy Management LLC,2511689,PARKER DRILLING CO (De-listed 12/2018),23833,Roger Plank,38961,CEO (Non-Brd),2016-03-28,,Independent Director (Brd) (SD),2016-01-01,2017-05-09
SHERWIN-WILLIAMS CO,27786,PARKER-HANNIFIN CORP,23834,Duane Collins,36487,Independent Director (Brd) (SD),1996-01-24,2006-04-19,Chairman (Brd) (SD),2001-07-01,2004-10-27
APACHE CORP,2307,PARKER DRILLING CO,23833,Roger Plank,38961,President/Chief Corporate Officer (Non-Brd),2011-03-07,2014-02-13,Presiding Independent Director (Brd) (SD),2013-05-08,2016-01-01
APACHE CORP,2307,PARKER DRILLING CO,23833,Roger Plank,38961,President (Non-Brd),2010-11-17,2011-03-07,Independent Director (Brd) (SD),2004-05-17,2013-05-08
Apex International Energy Management LLC,2511689,PARKER DRILLING CO (De-listed 12/2018),23833,Roger Plank,38961,CEO (Non-Brd),2016-03-28,,Independent Director (Brd) (SD),2004-05-17,2013-05-08
BOK FINANCIAL CORP,4753,PARKER DRILLING CO,23833,James Barnes,33009,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1998-03-01,2005-01-01
AT&T INC (SBC Communications prior to 11/2005),27163,PARKER DRILLING CO,23833,James Barnes,33009,Independent Director (Brd) (SD),1990-11-01,2004-12-31,Independent Director (Brd) (SD),1998-03-01,2005-01-01
KANSAS CITY SOUTHERN (Kansas City Southern Industries prior to 05/2002),17690,PARKER DRILLING CO,23833,James Barnes,33009,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1998-03-01,2005-01-01
JANUS CAPITAL GROUP INC (Stilwell Financial Inc prior to 01/2003) (De-listed 05/2017),29269,PARKER DRILLING CO,23833,James Barnes,33009,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1998-03-01,2005-01-01
SAEXPLORATION HOLDINGS INC (Trio Merger Corp prior to 06/2013),1810168,PARKER DRILLING CO,23833,Mike Faust,1845469,Chairman (Executive)/Interim President (Brd) (ED),,,Director -  SD (Brd) (SD),,
SAEXPLORATION HOLDINGS INC (Trio Merger Corp prior to 06/2013),1810168,PARKER DRILLING CO,23833,Mike Faust,1845469,Independent Chairman (Brd) (SD),2019-08-15,2019-08-19,Director -  SD (Brd) (SD),,
OBSIDIAN ENERGY LTD (Penn West Petroleum Ltd prior to 06/2017),893316,PARKER DRILLING CO,23833,Mike Faust,1845469,Interim President/Interim CEO (Brd) (ED),2019-03-18,,Director -  SD (Brd) (SD),,
SAEXPLORATION HOLDINGS INC (Trio Merger Corp prior to 06/2013),1810168,PARKER DRILLING CO,23833,Mike Faust,1845469,Lead Independent Director (Brd) (SD),2017-06-15,2019-08-15,Director -  SD (Brd) (SD),,
TOWN SPORTS INTERNATIONAL HOLDINGS INC,853327,PARKER DRILLING CO,23833,Louis Wells,1448640,Independent Director (Brd) (SD),2015-03-24,,Director -  SD (Brd) (SD),,
NEXTDECADE CORP (Harmony Merger Corp prior to 07/2017),2230176,PARKER DRILLING CO,23833,Louis Wells,1448640,Independent Director (Brd) (SD),2017-07-24,,Director -  SD (Brd) (SD),,
Grizzly Energy LLC (Vanguard Natural Resources Inc prior to 07/2019),2615522,PARKER DRILLING CO,23833,Louis Wells,1448640,Independent Director (Brd) (SD),2019-02-01,2019-07-16,Director -  SD (Brd) (SD),,
ADVANCED EMISSIONS SOLUTIONS INC,2485054,PARKER DRILLING CO,23833,Louis Wells,1448640,Independent Chairman (Brd) (SD),2016-07-07,,Director -  SD (Brd) (SD),,
Vantage Drilling International (VDI) (Offshore Group Investment Ltd prior to 02/2016),2411566,PARKER DRILLING CO,23833,Louis Wells,1448640,Independent Director (Brd) (SD),2016-02-10,,Director -  SD (Brd) (SD),,
Knobbe Martens Olson & Bear LLP,665172,PARKER-HANNIFIN CORP,23834,Wendy Peterson,1772048,General Counsel (Non-Brd),2002-05-01,,Assistant General Counsel (Non-Brd),2000-01-01,2002-01-01
Filtration Group Corp,1813397,PARKER-HANNIFIN CORP,23834,Tom Gentile,1891905,Vice President - Supply Chain (Non-Brd),2008-01-01,2013-01-01,Division Group VP (Non-Brd),2008-06-01,2013-12-01
NineSigma Inc,661324,PARKER-HANNIFIN CORP,23834,Diane Artman,1937811,Advisory Board Member (Non-Brd),2016-03-10,,Division Manager (Non-Brd),2014-01-01,
NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016),22048,PARKER-HANNIFIN CORP,23834,Wolfgang Schmitt,16838,Vice Chairman (Brd) (SD),1999-03-24,2000-05-10,Independent Director (Brd) (SD),1992-01-01,2018-10-24
KIMBERLY-CLARK CORP,17913,PARKER-HANNIFIN CORP,23834,Wolfgang Schmitt,16838,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1992-01-01,2018-10-24
NATIONAL CITY CORP (De-listed 12/2008),21537,PARKER-HANNIFIN CORP,23834,Jack Breen,36480,Director -  SD (Brd) (SD),,,Independent Director (Brd) (SD),1980-01-01,2004-10-27
WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,33000,PARKER-HANNIFIN CORP,23834,Linda Harty,36412,Independent Director (Brd) (SD),2016-07-19,,Independent Director (Brd) (SD),2007-01-25,
SHERWIN-WILLIAMS CO,27786,PARKER-HANNIFIN CORP,23834,Duane Collins,36487,Independent Director (Brd) (SD),1996-01-24,2006-04-19,Director -  SD (Brd) (SD),,
