from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
ACNB CORP,1681946,National Rifle Association (NRA),376922,Scott Kelley,1200336,Independent Director (Brd) (SD),2012-05-01,,Life Member,,
Advantego Corp (Golden Eagle International Inc prior to 02/2018),13527,National Rifle Association (NRA),376922,Mark Bogani,1256549,Director -  SD (Brd) (SD),,,Life Member,,
Advantego Corp (Golden Eagle International Inc prior to 02/2018),13527,National Rifle Association (NRA),376922,Mark Bogani,1256549,President/CEO (Brd) (ED),2015-10-01,2016-10-28,Life Member,,
Missouri Farm Bureau (MOFB),1679208,National Rifle Association (NRA),376922,The Hon. Vicky Hartzler,1096097,Committee Co-Chairman,,,Member,,
National Capital Planning Commission (NCPC),643154,National Rifle Association (NRA),376922,The Hon. Ryan Zinke,1514614,Ex Officio Member (Non-Brd),,2019-01-01,Member,,
ACNB CORP,1681946,National Rifle Association (NRA),376922,The Hon. Rich Alloway II,1532542,Independent Director (Brd) (SD),2015-05-05,,Member,,
U S GOLD CORP (Dataram Corp prior to 06/2017),8750,National Rifle Association (NRA),376922,The Hon. Ryan Zinke,1514614,Independent Director (Brd) (SD),2019-04-12,,Member,,
RizePoint (Steton Technology Group Inc prior to 03/2016),818613,National Rifle Association (NRA),376922,John Knotwell,1617025,Chief Revenue Officer (Non-Brd),2015-09-28,2017-08-01,Member,,
Littler Mendelson PC,741636,National Rifle Association (NRA),376922,John Ogden,1606975,Shareholder (Non-Brd),1998-01-01,,Member,,
Ice Miller LLP,957363,National Rifle Association (NRA),376922,Graham Hill,1489057,Partner (Non-Brd),2007-01-01,,Member,,
PARSLEY ENERGY INC,2070824,National Rifle Association (NRA),376922,David Smith,1398372,Independent Director (Brd) (SD),2014-05-23,,Member,,
Quantum Energy Inc (Boomers Cultural Development Inc prior to 05/2006),1194490,National Rifle Association (NRA),376922,Russell Smith,1451971,Executive VP - Public Affairs (Non-Brd),2014-01-01,2015-01-01,Life Member,,
AMERICAN OUTDOOR BRANDS CORP (Smith & Wesson Holding Corp prior to 01/2017),624788,National Rifle Association (NRA),376922,Matt Buckingham,1700058,Senior VP (Non-Brd),2016-04-11,2017-12-08,Member,,
DLA Piper LLP (US),931739,National Rifle Association (NRA),376922,Chris Oprison,1675961,Partner (Non-Brd),2017-08-22,,Member,,
Akerman LLP (Akerman Senterfitt LLP prior to 11/2013),836305,National Rifle Association (NRA),376922,Chris Oprison,1675961,Partner (Non-Brd),2014-01-16,2017-01-01,Member,,
Western Farmers Electric Cooperative (WFEC),2300600,National Rifle Association (NRA),376922,Charles Hickey,1669952,Vice President (Brd) (ED),2012-04-18,2016-01-01,Member,,
Western Farmers Electric Cooperative (WFEC),2300600,National Rifle Association (NRA),376922,Charles Hickey,1669952,President (Brd) (ED),2016-01-01,,Member,,
Matanuska Electric Association Inc (MEA),1996233,National Rifle Association (NRA),376922,Bob Doyle,1678400,Director -  SD (Brd) (SD),,,Member,,
Matanuska Electric Association Inc (MEA),1996233,National Rifle Association (NRA),376922,Bob Doyle,1678400,Secretary/Treasurer (Brd) (ED),2016-04-26,,Member,,
Snell & Wilmer LLP,421823,National Rifle Association (NRA),376922,Sandy Froman,1642773,Shareholder (Non-Brd),1989-04-01,1999-01-01,Director -  SD,,
STURM RUGER & CO INC,29416,National Rifle Association (NRA),376922,Sandy Froman,1642773,Director -  SD (Brd) (SD),,,Director -  SD,,
STURM RUGER & CO INC,29416,National Rifle Association (NRA),376922,Sandy Froman,1642773,Independent Director (Brd) (SD),2016-05-03,,Director -  SD,,
