from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
CENTERRA GOLD INC,740578,Kyrgyzaltyn OJSC,1097327,Kylychbek Shakirov,1386859,Director -  SD (Brd) (SD),,,Deputy Chairman (Brd) (ED),,
CENTERRA GOLD INC,740578,Kyrgyzaltyn OJSC,1097327,Bektur Sagynov,1708155,Director -  SD (Brd) (SD),,,Deputy Chairman (Brd) (SD),,2018-01-01
Oak Hill Capital Partners,272692,Keystone Holdings Inc,1097330,Ray Pinson,641900,Various Positions (Non-Brd),1990-01-01,1999-01-01,Senior VP/Chief Accounting Officer (Non-Brd),1990-01-01,1998-01-01
CLAIRVEST GROUP INC,133511,Oakville Economic Development Alliance (OEDA),1097331,Jeff Parr,734291,Co-CEO/MD (Brd) (ED),2000-06-28,2018-01-01,Treasurer,,
CLAIRVEST GROUP INC,133511,Oakville Economic Development Alliance (OEDA),1097331,Jeff Parr,734291,Vice Chairman/MD (Brd) (ED),2018-01-01,,Treasurer,,
CENTERRA GOLD INC,740578,Oakville Economic Development Alliance (OEDA),1097331,Jeff Parr,1120296,Vice President - Finance (Non-Brd),2006-08-01,2008-06-17,Vice Chairman,,
PARK-OHIO HOLDINGS CORP,23824,ResponseTek Networks Corp,1097333,Richard Elliott,451962,VP/CFO (Non-Brd),2000-05-01,2008-06-30,Vice President - Business Development/Sales (Non-Brd),2006-02-01,2014-10-01
Zafin Inc,1983674,ResponseTek Networks Corp,1097333,Randy Garg,1664199,Observer (Non-Brd),2013-12-01,2019-01-23,Director -  SD (Brd) (SD),,
PHOTON CONTROL INC (Coldswitch Technologies Inc prior to 08/2002),880814,ResponseTek Networks Corp,1097333,David McDonnell,1926330,Independent Chairman (Brd) (SD),2019-05-01,,Chairman (Executive)/Acting CEO (Brd) (ED),,
PHOTON CONTROL INC (Coldswitch Technologies Inc prior to 08/2002),880814,ResponseTek Networks Corp,1097333,David McDonnell,1926330,Independent Chairman (Brd) (SD),2017-01-12,2018-12-02,Chairman (Executive)/Acting CEO (Brd) (ED),,
