from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
APOLLO INVESTMENT CORP,560357,Big Apple Circus,54820,John Suydam,500793,VP/Chief Legal Officer (Non-Brd),2006-04-01,2014-01-01,Director -  SD,,
BritishAmerican Business Inc (BAB),66012,Big Apple Circus,54820,Peter Grauer,106382,Advisory Board Member (Non-Brd),,,Chairman Emeritus,,
DAVITA INC (DaVita HealthCare Partners Inc prior to 09/2016),8783,Big Apple Circus,54820,Peter Grauer,106382,Lead Independent Director (Brd) (SD),2003-05-01,,Chairman Emeritus,,
BLACKSTONE GROUP INC (Blackstone Group LP prior to 07/2019),55498,Big Apple Circus,54820,Peter Grauer,106382,Independent Director (Brd) (SD),2016-01-26,2018-01-30,Chairman Emeritus,,
Economic Club of New York (The) (ECNY),36418,Big Apple Circus,54820,Peter Grauer,106382,Trustee (Brd) (SD),2019-01-01,,Chairman Emeritus,,
TD AMERITRADE HOLDING CORP (Ameritrade Hldg Co prior to 01/2006),2048,Big Apple Circus,54820,Thomas Robards,201604,Senior Advisor (Non-Brd),2002-09-09,2014-01-01,Head of Administration (Non-Brd),1988-01-01,2012-01-01
ELLINGTON FINANCIAL INC (Ellington Financial LLC prior to 03/2019),1666094,Big Apple Circus,54820,Thomas Robards,201604,Independent Chairman (Brd) (SD),2010-10-08,,Head of Administration (Non-Brd),1988-01-01,2012-01-01
OVERSEAS SHIPHOLDING GROUP INC (De-listed 11/2012),22841,Big Apple Circus,54820,Thomas Robards,201604,Independent Director (Brd) (SD),2005-04-22,2012-11-15,Head of Administration (Non-Brd),1988-01-01,2012-01-01
FINANCIAL FEDERAL CORP (De-listed 02/2010),11824,Big Apple Circus,54820,Thomas Robards,201604,Independent Director (Brd) (SD),2000-03-07,2006-12-06,Head of Administration (Non-Brd),1988-01-01,2012-01-01
AGROFRESH SOLUTIONS INC (Boulevard Acquisition Corp prior to 07/2015),2044205,Big Apple Circus,54820,Marc Lasry,321206,Independent Director (Brd) (SD),2016-02-09,2017-12-26,Member,,
ASCENA RETAIL GROUP INC (Dress Barn Inc prior to 01/2011),9617,Big Apple Circus,54820,Marc Lasry,321206,Independent Director (Brd) (SD),2004-02-11,2006-10-24,Member,,
ASCENA RETAIL GROUP INC (Dress Barn Inc prior to 01/2011),9617,Big Apple Circus,54820,Marc Lasry,321206,Independent Director (Brd) (SD),2017-06-08,2019-06-30,Member,,
Avenue Capital Group LLC,565192,Big Apple Circus,54820,Marc Lasry,321206,Chairman/CEO (Brd) (ED),1995-01-01,,Member,,
AGROFRESH SOLUTIONS INC (Boulevard Acquisition Corp prior to 07/2015),2044205,Big Apple Circus,54820,Marc Lasry,321206,Chairman (Executive) (Brd) (ED),,,Member,,
Dykema Gossett PLLC (Formerly known as Rooks Pitts and Poust LLC),92347,Country Club of Detroit,54821,Jim Case,2128367,Partner (Non-Brd),2018-12-06,,Member,,
