from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date
LinkedIn Corp (LinkedIn Ltd prior to 01/2005) (Listed 05/2011),1065173,Solectria Corp,797076,Arvind Rajan,1074563,Vice President - Intl (Non-Brd),2009-08-01,2011-05-19,Advisor (Non-Brd),2005-02-01,2014-01-01
LINKEDIN CORP (De-listed 12/2016),1702669,Solectria Corp,797076,Arvind Rajan,1074563,Regional VP/MD (Non-Brd),2011-05-01,2013-01-07,Advisor (Non-Brd),2005-02-01,2014-01-01
LINKEDIN CORP (De-listed 12/2016),1702669,Solectria Corp,797076,Arvind Rajan,1074563,Vice President - Intl (Non-Brd),2011-05-19,2011-05-01,Advisor (Non-Brd),2005-02-01,2014-01-01
LinkedIn Corp (LinkedIn Ltd prior to 01/2005) (Listed 05/2011),1065173,Solectria Corp,797076,Arvind Rajan,1074563,Vice President - Ops (Non-Brd),2008-05-01,2009-08-01,Advisor (Non-Brd),2005-02-01,2014-01-01
Haynes and Boone LLP,122832,Tarrant County Civil Service Commission,797077,Mark Hill,60151,Managing Partner (Brd) (ED),1984-01-01,1997-01-01,Commission Chairman,,
RADIOSHACK CORP (Tandy Corp prior to 03/2000) (De-listed 02/2015),25677,Tarrant County Civil Service Commission,797077,Mark Hill,60151,Senior VP/Chief Development Officer (Non-Brd),2005-05-01,2006-03-31,Chairman,,
RADIOSHACK CORP (Tandy Corp prior to 03/2000) (De-listed 02/2015),25677,Tarrant County Civil Service Commission,797077,Mark Hill,60151,Senior VP/General Counsel/Secretary (Non-Brd),1998-10-01,2003-10-01,Chairman,,
RADIOSHACK CORP (Tandy Corp prior to 03/2000) (De-listed 02/2015),25677,Tarrant County Civil Service Commission,797077,Mark Hill,60151,Senior VP/General Counsel/Chief Administrative Officer (Non-Brd),2003-10-01,2005-05-01,Chairman,,
PREMIERE GLOBAL SERVICES INC (Ptek Holdings Inc prior to 01/2005) (De-listed 12/2015),25369,Strategic Technology International LLC,797078,Deborah McSheffrey,622544,Treasurer (Non-Brd),,2010-01-01,Director -  SD (Brd) (SD),,
BALL CORP,3439,Rexam Pension Trustees Ltd,797084,Jeff Knobel,1078395,VP/Treasurer (Non-Brd),2011-04-01,,NED (Brd) (SD),2016-09-27,
PLAINTREE SYSTEMS INC,24563,Merchant Capital Plc,797090,Jay Richardson,732591,Director -  SD (Brd) (SD),,,MD (Non-Brd),2000-01-01,
DELTA AIR LINES INC,8946,MUELLER WATER PRODUCTS INC,797091,The Hon. Shirley Franklin,1091763,Independent Director (Brd) (SD),2011-07-20,2017-06-30,Independent Director (Brd) (SD),2010-11-01,
WALTER ENERGY INC (Walter Industries Inc prior to 04/2009) (De-listed 07/2015),33052,MUELLER WATER PRODUCTS INC,797091,Vic Patrick,220593,Vice Chairman/General Counsel/Secretary (Non-Brd),2006-08-15,2006-12-20,VP/Secretary (Non-Brd),2005-10-01,2006-04-01
WALTER ENERGY INC (Walter Industries Inc prior to 04/2009) (De-listed 07/2015),33052,MUELLER WATER PRODUCTS INC,797091,Vic Patrick,220593,Vice Chairman/General Counsel/Secretary (Non-Brd),2006-12-20,2007-04-01,VP/Secretary (Non-Brd),2005-10-01,2006-04-01
WALTER ENERGY INC (Walter Industries Inc prior to 04/2009) (De-listed 07/2015),33052,MUELLER WATER PRODUCTS INC,797091,Vic Patrick,220593,Senior VP/General Counsel/Secretary (Non-Brd),2002-08-20,2006-08-15,VP/Secretary (Non-Brd),2005-10-01,2006-04-01
